Date,Shape,Spacing_cm,Irradiance_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-03-03,Flat,62,6.8,29.07,33.24,80.72,0.01,64.58,0.008,0.55,0.67
2024-03-03,Flat,77,6.8,29.07,29.24,81.99,0.01,65.59,0.008,0.55,0.67
2024-03-03,Flat,93,6.8,29.07,26.24,82.94,0.01,66.35,0.008,0.56,0.67
2024-03-03,V-Shape,62,7.14,29.07,32.25,81.03,0.011,64.83,0.009,0.58,0.67
2024-03-03,V-Shape,77,7.14,29.07,28.25,82.3,0.011,65.84,0.009,0.58,0.67
2024-03-03,V-Shape,93,7.14,29.07,25.25,83.25,0.011,66.6,0.009,0.59,0.67
2024-03-03,Inverted-V,62,7.34,29.07,31.25,81.35,0.011,65.08,0.009,0.59,0.67
2024-03-03,Inverted-V,77,7.34,29.07,27.25,82.61,0.011,66.09,0.009,0.6,0.67
2024-03-03,Inverted-V,93,7.34,29.07,24.25,83.56,0.011,66.85,0.009,0.61,0.67
2024-03-04,Flat,62,6.84,29.07,33.24,80.72,0.01,64.57,0.009,0.55,0.67
2024-03-04,Flat,77,6.84,29.07,29.24,81.99,0.01,65.59,0.008,0.56,0.67
2024-03-04,Flat,93,6.84,29.07,26.24,82.94,0.01,66.35,0.008,0.56,0.67
2024-03-04,V-Shape,62,7.18,29.07,32.25,81.03,0.011,64.83,0.009,0.58,0.67
2024-03-04,V-Shape,77,7.18,29.07,28.25,82.3,0.011,65.84,0.009,0.59,0.67
2024-03-04,V-Shape,93,7.18,29.07,25.25,83.25,0.011,66.6,0.009,0.59,0.67
2024-03-04,Inverted-V,62,7.38,29.07,31.25,81.35,0.011,65.08,0.009,0.6,0.67
2024-03-04,Inverted-V,77,7.38,29.07,27.25,82.61,0.011,66.09,0.009,0.6,0.67
2024-03-04,Inverted-V,93,7.38,29.07,24.25,83.56,0.011,66.85,0.009,0.61,0.67
2024-03-05,Flat,62,6.62,29.35,33.52,80.63,0.01,64.51,0.008,0.53,0.67
2024-03-05,Flat,77,6.62,29.35,29.52,81.9,0.01,65.52,0.008,0.54,0.67
2024-03-05,Flat,93,6.62,29.35,26.52,82.85,0.01,66.28,0.008,0.54,0.67
2024-03-05,V-Shape,62,6.95,29.35,32.52,80.95,0.01,64.76,0.009,0.56,0.67
2024-03-05,V-Shape,77,6.95,29.35,28.52,82.21,0.01,65.77,0.009,0.57,0.67
2024-03-05,V-Shape,93,6.95,29.35,25.52,83.16,0.01,66.53,0.009,0.57,0.67
2024-03-05,Inverted-V,62,7.15,29.35,31.53,81.26,0.011,65.01,0.009,0.58,0.67
2024-03-05,Inverted-V,77,7.15,29.35,27.53,82.53,0.011,66.02,0.009,0.59,0.67
2024-03-05,Inverted-V,93,7.15,29.35,24.53,83.48,0.011,66.78,0.009,0.59,0.67
2024-03-06,Flat,62,5.41,29.5,33.64,80.59,0.008,64.47,0.007,0.43,0.67
2024-03-06,Flat,77,5.41,29.5,29.64,81.86,0.008,65.49,0.007,0.44,0.67
2024-03-06,Flat,93,5.41,29.5,26.64,82.81,0.008,66.25,0.007,0.44,0.67
2024-03-06,V-Shape,62,5.68,29.5,32.64,80.91,0.008,64.73,0.007,0.46,0.67
2024-03-06,V-Shape,77,5.68,29.5,28.64,82.17,0.008,65.74,0.007,0.46,0.67
2024-03-06,V-Shape,93,5.68,29.5,25.64,83.12,0.008,66.5,0.007,0.47,0.67
2024-03-06,Inverted-V,62,5.84,29.5,31.65,81.22,0.009,64.98,0.007,0.47,0.67
2024-03-06,Inverted-V,77,5.84,29.5,27.65,82.49,0.009,65.99,0.007,0.48,0.67
2024-03-06,Inverted-V,93,5.84,29.5,24.65,83.44,0.009,66.75,0.007,0.48,0.67
2024-03-07,Flat,62,6.18,29.69,33.84,80.53,0.009,64.42,0.008,0.5,0.67
2024-03-07,Flat,77,6.18,29.69,29.84,81.79,0.009,65.44,0.008,0.5,0.67
2024-03-07,Flat,93,6.18,29.69,26.84,82.74,0.009,66.2,0.008,0.51,0.67
2024-03-07,V-Shape,62,6.49,29.69,32.85,80.84,0.01,64.67,0.008,0.52,0.67
2024-03-07,V-Shape,77,6.49,29.69,28.85,82.11,0.01,65.69,0.008,0.53,0.67
2024-03-07,V-Shape,93,6.49,29.69,25.85,83.06,0.01,66.45,0.008,0.53,0.67
2024-03-07,Inverted-V,62,6.68,29.69,31.86,81.16,0.01,64.93,0.008,0.54,0.67
2024-03-07,Inverted-V,77,6.68,29.69,27.86,82.42,0.01,65.94,0.008,0.55,0.67
2024-03-07,Inverted-V,93,6.68,29.69,24.86,83.37,0.01,66.7,0.008,0.55,0.67
2024-03-08,Flat,62,6.72,29.7,33.87,80.52,0.01,64.42,0.008,0.54,0.67
2024-03-08,Flat,77,6.72,29.7,29.87,81.79,0.01,65.43,0.008,0.55,0.67
2024-03-08,Flat,93,6.72,29.7,26.87,82.74,0.01,66.19,0.008,0.55,0.67
2024-03-08,V-Shape,62,7.06,29.7,32.88,80.83,0.011,64.67,0.009,0.57,0.67
2024-03-08,V-Shape,77,7.06,29.7,28.88,82.1,0.01,65.68,0.009,0.58,0.67
2024-03-08,V-Shape,93,7.06,29.7,25.88,83.05,0.01,66.44,0.009,0.58,0.67
2024-03-08,Inverted-V,62,7.26,29.7,31.88,81.15,0.011,64.92,0.009,0.59,0.67
2024-03-08,Inverted-V,77,7.26,29.7,27.88,82.42,0.011,65.93,0.009,0.59,0.67
2024-03-08,Inverted-V,93,7.26,29.7,24.88,83.37,0.011,66.69,0.009,0.6,0.67
2024-03-09,Flat,62,6.87,30.28,34.45,80.34,0.01,64.27,0.009,0.55,0.67
2024-03-09,Flat,77,6.87,30.28,30.45,81.6,0.01,65.28,0.009,0.56,0.67
2024-03-09,Flat,93,6.87,30.28,27.45,82.55,0.01,66.04,0.009,0.56,0.67
2024-03-09,V-Shape,62,7.21,30.28,33.46,80.65,0.011,64.52,0.009,0.58,0.67
2024-03-09,V-Shape,77,7.21,30.28,29.46,81.92,0.011,65.53,0.009,0.59,0.67
2024-03-09,V-Shape,93,7.21,30.28,26.46,82.87,0.011,66.29,0.009,0.59,0.67
2024-03-09,Inverted-V,62,7.42,30.28,32.47,80.96,0.011,64.77,0.009,0.6,0.67
2024-03-09,Inverted-V,77,7.42,30.28,28.47,82.23,0.011,65.78,0.009,0.61,0.67
2024-03-09,Inverted-V,93,7.42,30.28,25.47,83.18,0.011,66.54,0.009,0.61,0.67
2024-03-10,Flat,62,6.35,30.47,34.63,80.28,0.009,64.22,0.008,0.51,0.67
2024-03-10,Flat,77,6.35,30.47,30.63,81.55,0.009,65.24,0.008,0.51,0.67
2024-03-10,Flat,93,6.35,30.47,27.63,82.5,0.009,66.0,0.008,0.52,0.67
2024-03-10,V-Shape,62,6.66,30.47,33.64,80.59,0.01,64.47,0.008,0.54,0.67
2024-03-10,V-Shape,77,6.66,30.47,29.64,81.86,0.01,65.49,0.008,0.54,0.67
2024-03-10,V-Shape,93,6.66,30.47,26.64,82.81,0.01,66.25,0.008,0.55,0.67
2024-03-10,Inverted-V,62,6.85,30.47,32.64,80.91,0.01,64.73,0.009,0.55,0.67
2024-03-10,Inverted-V,77,6.85,30.47,28.64,82.17,0.01,65.74,0.009,0.56,0.67
2024-03-10,Inverted-V,93,6.85,30.47,25.64,83.12,0.01,66.5,0.008,0.56,0.67
2024-03-11,Flat,62,6.63,30.05,34.22,80.41,0.01,64.33,0.008,0.53,0.67
2024-03-11,Flat,77,6.63,30.05,30.22,81.68,0.01,65.34,0.008,0.54,0.67
2024-03-11,Flat,93,6.63,30.05,27.22,82.63,0.01,66.1,0.008,0.54,0.67
2024-03-11,V-Shape,62,6.96,30.05,33.22,80.72,0.01,64.58,0.009,0.56,0.67
2024-03-11,V-Shape,77,6.96,30.05,29.22,81.99,0.01,65.59,0.009,0.57,0.67
2024-03-11,V-Shape,93,6.96,30.05,26.22,82.94,0.01,66.35,0.009,0.57,0.67
2024-03-11,Inverted-V,62,7.16,30.05,32.23,81.04,0.011,64.83,0.009,0.58,0.67
2024-03-11,Inverted-V,77,7.16,30.05,28.23,82.31,0.011,65.84,0.009,0.58,0.67
2024-03-11,Inverted-V,93,7.16,30.05,25.23,83.26,0.011,66.6,0.009,0.59,0.67
2024-03-12,Flat,62,6.85,30.15,34.32,80.38,0.01,64.3,0.009,0.55,0.67
2024-03-12,Flat,77,6.85,30.15,30.32,81.64,0.01,65.31,0.009,0.56,0.67
2024-03-12,Flat,93,6.85,30.15,27.32,82.59,0.01,66.07,0.008,0.56,0.67
2024-03-12,V-Shape,62,7.2,30.15,33.33,80.69,0.011,64.55,0.009,0.58,0.67
2024-03-12,V-Shape,77,7.2,30.15,29.33,81.96,0.011,65.57,0.009,0.59,0.67
2024-03-12,V-Shape,93,7.2,30.15,26.33,82.91,0.011,66.33,0.009,0.59,0.67
2024-03-12,Inverted-V,62,7.4,30.15,32.34,81.01,0.011,64.8,0.009,0.6,0.67
2024-03-12,Inverted-V,77,7.4,30.15,28.34,82.27,0.011,65.82,0.009,0.6,0.67
2024-03-12,Inverted-V,93,7.4,30.15,25.34,83.22,0.011,66.58,0.009,0.61,0.67
2024-03-13,Flat,62,6.8,30.44,34.61,80.29,0.01,64.23,0.008,0.54,0.67
2024-03-13,Flat,77,6.8,30.44,30.61,81.55,0.01,65.24,0.008,0.55,0.67
2024-03-13,Flat,93,6.8,30.44,27.61,82.5,0.01,66.0,0.008,0.56,0.67
2024-03-13,V-Shape,62,7.14,30.44,33.62,80.6,0.011,64.48,0.009,0.57,0.67
2024-03-13,V-Shape,77,7.14,30.44,29.62,81.87,0.011,65.49,0.009,0.58,0.67
2024-03-13,V-Shape,93,7.14,30.44,26.62,82.82,0.011,66.25,0.009,0.59,0.67
2024-03-13,Inverted-V,62,7.34,30.44,32.62,80.91,0.011,64.73,0.009,0.59,0.67
2024-03-13,Inverted-V,77,7.34,30.44,28.62,82.18,0.011,65.74,0.009,0.6,0.67
2024-03-13,Inverted-V,93,7.34,30.44,25.62,83.13,0.011,66.5,0.009,0.6,0.67
2024-03-14,Flat,62,6.5,31.21,35.37,80.04,0.01,64.03,0.008,0.52,0.67
2024-03-14,Flat,77,6.5,31.21,31.37,81.31,0.01,65.05,0.008,0.53,0.67
2024-03-14,Flat,93,6.5,31.21,28.37,82.26,0.01,65.81,0.008,0.53,0.67
2024-03-14,V-Shape,62,6.82,31.21,34.38,80.36,0.01,64.29,0.009,0.55,0.67
2024-03-14,V-Shape,77,6.82,31.21,30.38,81.62,0.01,65.3,0.008,0.55,0.67
2024-03-14,V-Shape,93,6.82,31.21,27.38,82.57,0.01,66.06,0.008,0.56,0.67
2024-03-14,Inverted-V,62,7.02,31.21,33.39,80.67,0.01,64.54,0.009,0.56,0.67
2024-03-14,Inverted-V,77,7.02,31.21,29.39,81.94,0.01,65.55,0.009,0.57,0.67
2024-03-14,Inverted-V,93,7.02,31.21,26.39,82.89,0.01,66.31,0.009,0.58,0.67
2024-03-15,Flat,62,6.42,30.84,35.0,80.16,0.01,64.13,0.008,0.51,0.67
2024-03-15,Flat,77,6.42,30.84,31.0,81.43,0.01,65.14,0.008,0.52,0.67
2024-03-15,Flat,93,6.42,30.84,28.0,82.38,0.009,65.9,0.008,0.52,0.67
2024-03-15,V-Shape,62,6.74,30.84,34.01,80.48,0.01,64.38,0.008,0.54,0.67
2024-03-15,V-Shape,77,6.74,30.84,30.01,81.74,0.01,65.39,0.008,0.55,0.67
2024-03-15,V-Shape,93,6.74,30.84,27.01,82.69,0.01,66.15,0.008,0.55,0.67
2024-03-15,Inverted-V,62,6.93,30.84,33.01,80.79,0.01,64.63,0.009,0.56,0.67
2024-03-15,Inverted-V,77,6.93,30.84,29.01,82.06,0.01,65.65,0.009,0.56,0.67
2024-03-15,Inverted-V,93,6.93,30.84,26.01,83.01,0.01,66.41,0.009,0.57,0.67
2024-03-16,Flat,62,6.94,30.48,34.65,80.27,0.01,64.22,0.009,0.56,0.67
2024-03-16,Flat,77,6.94,30.48,30.65,81.54,0.01,65.23,0.009,0.56,0.67
2024-03-16,Flat,93,6.94,30.48,27.65,82.49,0.01,65.99,0.009,0.57,0.67
2024-03-16,V-Shape,62,7.28,30.48,33.66,80.59,0.011,64.47,0.009,0.59,0.67
2024-03-16,V-Shape,77,7.28,30.48,29.66,81.85,0.011,65.48,0.009,0.59,0.67
2024-03-16,V-Shape,93,7.28,30.48,26.66,82.8,0.011,66.24,0.009,0.6,0.67
2024-03-16,Inverted-V,62,7.49,30.48,32.67,80.9,0.011,64.72,0.009,0.6,0.67
2024-03-16,Inverted-V,77,7.49,30.48,28.67,82.17,0.011,65.73,0.009,0.61,0.67
2024-03-16,Inverted-V,93,7.49,30.48,25.67,83.12,0.011,66.49,0.009,0.62,0.67
2024-03-17,Flat,62,7.3,29.89,34.07,80.46,0.011,64.36,0.009,0.59,0.67
2024-03-17,Flat,77,7.3,29.89,30.07,81.72,0.011,65.38,0.009,0.59,0.67
2024-03-17,Flat,93,7.3,29.89,27.07,82.67,0.011,66.14,0.009,0.6,0.67
2024-03-17,V-Shape,62,7.66,29.89,33.08,80.77,0.011,64.62,0.01,0.62,0.67
2024-03-17,V-Shape,77,7.66,29.89,29.08,82.04,0.011,65.63,0.01,0.62,0.67
2024-03-17,V-Shape,93,7.66,29.89,26.08,82.99,0.011,66.39,0.009,0.63,0.67
2024-03-17,Inverted-V,62,7.88,29.89,32.09,81.08,0.012,64.87,0.01,0.64,0.67
2024-03-17,Inverted-V,77,7.88,29.89,28.09,82.35,0.012,65.88,0.01,0.64,0.67
2024-03-17,Inverted-V,93,7.88,29.89,25.09,83.3,0.012,66.64,0.01,0.65,0.67
2024-03-18,Flat,62,7.15,29.93,34.11,80.44,0.011,64.35,0.009,0.57,0.67
2024-03-18,Flat,77,7.15,29.93,30.11,81.71,0.011,65.37,0.009,0.58,0.67
2024-03-18,Flat,93,7.15,29.93,27.11,82.66,0.011,66.13,0.009,0.59,0.67
2024-03-18,V-Shape,62,7.51,29.93,33.12,80.76,0.011,64.61,0.009,0.6,0.67
2024-03-18,V-Shape,77,7.51,29.93,29.12,82.02,0.011,65.62,0.009,0.61,0.67
2024-03-18,V-Shape,93,7.51,29.93,26.12,82.97,0.011,66.38,0.009,0.62,0.67
2024-03-18,Inverted-V,62,7.72,29.93,32.12,81.07,0.011,64.86,0.01,0.62,0.67
2024-03-18,Inverted-V,77,7.72,29.93,28.12,82.34,0.011,65.87,0.01,0.63,0.67
2024-03-18,Inverted-V,93,7.72,29.93,25.12,83.29,0.011,66.63,0.01,0.64,0.67
2024-03-19,Flat,62,7.3,30.06,34.24,80.4,0.011,64.32,0.009,0.59,0.67
2024-03-19,Flat,77,7.3,30.06,30.24,81.67,0.011,65.33,0.009,0.59,0.67
2024-03-19,Flat,93,7.3,30.06,27.24,82.62,0.011,66.09,0.009,0.6,0.67
2024-03-19,V-Shape,62,7.67,30.06,33.25,80.72,0.011,64.57,0.01,0.62,0.67
2024-03-19,V-Shape,77,7.67,30.06,29.25,81.98,0.011,65.59,0.01,0.62,0.67
2024-03-19,V-Shape,93,7.67,30.06,26.25,82.93,0.011,66.35,0.009,0.63,0.67
2024-03-19,Inverted-V,62,7.88,30.06,32.26,81.03,0.012,64.82,0.01,0.64,0.67
2024-03-19,Inverted-V,77,7.88,30.06,28.26,82.3,0.012,65.84,0.01,0.64,0.67
2024-03-19,Inverted-V,93,7.88,30.06,25.26,83.25,0.012,66.6,0.01,0.65,0.67
2024-03-20,Flat,62,7.24,29.99,34.17,80.42,0.011,64.34,0.009,0.58,0.67
2024-03-20,Flat,77,7.24,29.99,30.17,81.69,0.011,65.35,0.009,0.59,0.67
2024-03-20,Flat,93,7.24,29.99,27.17,82.64,0.011,66.11,0.009,0.59,0.67
2024-03-20,V-Shape,62,7.6,29.99,33.18,80.74,0.011,64.59,0.009,0.61,0.67
2024-03-20,V-Shape,77,7.6,29.99,29.18,82.0,0.011,65.6,0.009,0.62,0.67
2024-03-20,V-Shape,93,7.6,29.99,26.18,82.95,0.011,66.36,0.009,0.62,0.67
2024-03-20,Inverted-V,62,7.82,29.99,32.19,81.05,0.012,64.84,0.01,0.63,0.67
2024-03-20,Inverted-V,77,7.82,29.99,28.19,82.32,0.012,65.86,0.01,0.64,0.67
2024-03-20,Inverted-V,93,7.82,29.99,25.19,83.27,0.012,66.62,0.01,0.64,0.67
2024-03-21,Flat,62,5.03,31.04,35.17,80.11,0.007,64.09,0.006,0.4,0.67
2024-03-21,Flat,77,5.03,31.04,31.17,81.38,0.007,65.1,0.006,0.41,0.67
2024-03-21,Flat,93,5.03,31.04,28.17,82.33,0.007,65.86,0.006,0.41,0.67
2024-03-21,V-Shape,62,5.28,31.04,34.17,80.42,0.008,64.34,0.007,0.42,0.67
2024-03-21,V-Shape,77,5.28,31.04,30.17,81.69,0.008,65.35,0.007,0.43,0.67
2024-03-21,V-Shape,93,5.28,31.04,27.17,82.64,0.008,66.11,0.007,0.43,0.67
2024-03-21,Inverted-V,62,5.43,31.04,33.18,80.74,0.008,64.59,0.007,0.44,0.67
2024-03-21,Inverted-V,77,5.43,31.04,29.18,82.01,0.008,65.6,0.007,0.44,0.67
2024-03-21,Inverted-V,93,5.43,31.04,26.18,82.96,0.008,66.36,0.007,0.45,0.67
2024-03-22,Flat,62,6.11,31.24,35.39,80.04,0.009,64.03,0.008,0.49,0.67
2024-03-22,Flat,77,6.11,31.24,31.39,81.3,0.009,65.04,0.008,0.49,0.67
2024-03-22,Flat,93,6.11,31.24,28.39,82.25,0.009,65.8,0.008,0.5,0.67
2024-03-22,V-Shape,62,6.41,31.24,34.4,80.35,0.01,64.28,0.008,0.51,0.67
2024-03-22,V-Shape,77,6.41,31.24,30.4,81.62,0.01,65.29,0.008,0.52,0.67
2024-03-22,V-Shape,93,6.41,31.24,27.4,82.57,0.009,66.05,0.008,0.53,0.67
2024-03-22,Inverted-V,62,6.6,31.24,33.4,80.67,0.01,64.53,0.008,0.53,0.67
2024-03-22,Inverted-V,77,6.6,31.24,29.4,81.93,0.01,65.55,0.008,0.54,0.67
2024-03-22,Inverted-V,93,6.6,31.24,26.4,82.88,0.01,66.31,0.008,0.54,0.67
2024-03-23,Flat,62,6.47,31.55,35.71,79.94,0.01,63.95,0.008,0.52,0.67
2024-03-23,Flat,77,6.47,31.55,31.71,81.2,0.01,64.96,0.008,0.52,0.67
2024-03-23,Flat,93,6.47,31.55,28.71,82.15,0.01,65.72,0.008,0.53,0.67
2024-03-23,V-Shape,62,6.79,31.55,34.72,80.25,0.01,64.2,0.008,0.54,0.67
2024-03-23,V-Shape,77,6.79,31.55,30.72,81.52,0.01,65.21,0.008,0.55,0.67
2024-03-23,V-Shape,93,6.79,31.55,27.72,82.47,0.01,65.97,0.008,0.56,0.67
2024-03-23,Inverted-V,62,6.98,31.55,33.72,80.57,0.01,64.45,0.009,0.56,0.67
2024-03-23,Inverted-V,77,6.98,31.55,29.72,81.83,0.01,65.47,0.009,0.57,0.67
2024-03-23,Inverted-V,93,6.98,31.55,26.72,82.78,0.01,66.23,0.009,0.57,0.67
2024-03-24,Flat,62,7.05,30.45,34.63,80.28,0.011,64.22,0.009,0.56,0.67
2024-03-24,Flat,77,7.05,30.45,30.63,81.55,0.01,65.24,0.009,0.57,0.67
2024-03-24,Flat,93,7.05,30.45,27.63,82.5,0.01,66.0,0.009,0.58,0.67
2024-03-24,V-Shape,62,7.4,30.45,33.64,80.59,0.011,64.48,0.009,0.59,0.67
2024-03-24,V-Shape,77,7.4,30.45,29.64,81.86,0.011,65.49,0.009,0.6,0.67
2024-03-24,V-Shape,93,7.4,30.45,26.64,82.81,0.011,66.25,0.009,0.61,0.67
2024-03-24,Inverted-V,62,7.61,30.45,32.64,80.91,0.011,64.73,0.009,0.61,0.67
2024-03-24,Inverted-V,77,7.61,30.45,28.64,82.18,0.011,65.74,0.009,0.62,0.67
2024-03-24,Inverted-V,93,7.61,30.45,25.64,83.13,0.011,66.5,0.009,0.63,0.67
2024-03-25,Flat,62,7.41,30.21,34.4,80.35,0.011,64.28,0.009,0.59,0.67
2024-03-25,Flat,77,7.41,30.21,30.4,81.62,0.011,65.3,0.009,0.6,0.67
2024-03-25,Flat,93,7.41,30.21,27.4,82.57,0.011,66.06,0.009,0.61,0.67
2024-03-25,V-Shape,62,7.78,30.21,33.4,80.67,0.012,64.53,0.01,0.63,0.67
2024-03-25,V-Shape,77,7.78,30.21,29.4,81.93,0.012,65.55,0.01,0.63,0.67
2024-03-25,V-Shape,93,7.78,30.21,26.4,82.88,0.012,66.31,0.01,0.64,0.67
2024-03-25,Inverted-V,62,8.0,30.21,32.41,80.98,0.012,64.79,0.01,0.65,0.67
2024-03-25,Inverted-V,77,8.0,30.21,28.41,82.25,0.012,65.8,0.01,0.65,0.67
2024-03-25,Inverted-V,93,8.0,30.21,25.41,83.2,0.012,66.56,0.01,0.66,0.67
2024-03-26,Flat,62,7.03,30.22,34.4,80.35,0.01,64.28,0.009,0.56,0.67
2024-03-26,Flat,77,7.03,30.22,30.4,81.62,0.01,65.3,0.009,0.57,0.67
2024-03-26,Flat,93,7.03,30.22,27.4,82.57,0.01,66.06,0.009,0.58,0.67
2024-03-26,V-Shape,62,7.38,30.22,33.4,80.67,0.011,64.53,0.009,0.59,0.67
2024-03-26,V-Shape,77,7.38,30.22,29.4,81.93,0.011,65.55,0.009,0.6,0.67
2024-03-26,V-Shape,93,7.38,30.22,26.4,82.88,0.011,66.31,0.009,0.61,0.67
2024-03-26,Inverted-V,62,7.59,30.22,32.41,80.98,0.011,64.79,0.009,0.61,0.67
2024-03-26,Inverted-V,77,7.59,30.22,28.41,82.25,0.011,65.8,0.009,0.62,0.67
2024-03-26,Inverted-V,93,7.59,30.22,25.41,83.2,0.011,66.56,0.009,0.62,0.67
2024-03-27,Flat,62,6.9,30.46,34.63,80.28,0.01,64.22,0.009,0.55,0.67
2024-03-27,Flat,77,6.9,30.46,30.63,81.54,0.01,65.24,0.009,0.56,0.67
2024-03-27,Flat,93,6.9,30.46,27.63,82.49,0.01,66.0,0.009,0.56,0.67
2024-03-27,V-Shape,62,7.24,30.46,33.64,80.59,0.011,64.47,0.009,0.58,0.67
2024-03-27,V-Shape,77,7.24,30.46,29.64,81.86,0.011,65.49,0.009,0.59,0.67
2024-03-27,V-Shape,93,7.24,30.46,26.64,82.81,0.011,66.25,0.009,0.59,0.67
2024-03-27,Inverted-V,62,7.45,30.46,32.65,80.91,0.011,64.73,0.009,0.6,0.67
2024-03-27,Inverted-V,77,7.45,30.46,28.65,82.17,0.011,65.74,0.009,0.61,0.67
2024-03-27,Inverted-V,93,7.45,30.46,25.65,83.12,0.011,66.5,0.009,0.61,0.67
2024-03-28,Flat,62,6.33,32.11,36.27,79.76,0.009,63.81,0.008,0.5,0.67
2024-03-28,Flat,77,6.33,32.11,32.27,81.03,0.009,64.82,0.008,0.51,0.67
2024-03-28,Flat,93,6.33,32.11,29.27,81.98,0.009,65.58,0.008,0.52,0.67
2024-03-28,V-Shape,62,6.64,32.11,35.28,80.07,0.01,64.06,0.008,0.53,0.67
2024-03-28,V-Shape,77,6.64,32.11,31.28,81.34,0.01,65.07,0.008,0.54,0.67
2024-03-28,V-Shape,93,6.64,32.11,28.28,82.29,0.01,65.83,0.008,0.54,0.67
2024-03-28,Inverted-V,62,6.83,32.11,34.28,80.39,0.01,64.31,0.009,0.55,0.67
2024-03-28,Inverted-V,77,6.83,32.11,30.28,81.66,0.01,65.32,0.008,0.55,0.67
2024-03-28,Inverted-V,93,6.83,32.11,27.28,82.61,0.01,66.08,0.008,0.56,0.67
2024-03-29,Flat,62,6.54,31.65,35.81,79.9,0.01,63.92,0.008,0.52,0.67
2024-03-29,Flat,77,6.54,31.65,31.81,81.17,0.01,64.94,0.008,0.53,0.67
2024-03-29,Flat,93,6.54,31.65,28.81,82.12,0.01,65.7,0.008,0.53,0.67
2024-03-29,V-Shape,62,6.86,31.65,34.82,80.22,0.01,64.17,0.009,0.55,0.67
2024-03-29,V-Shape,77,6.86,31.65,30.82,81.48,0.01,65.19,0.009,0.56,0.67
2024-03-29,V-Shape,93,6.86,31.65,27.82,82.43,0.01,65.95,0.009,0.56,0.67
2024-03-29,Inverted-V,62,7.06,31.65,33.83,80.53,0.011,64.43,0.009,0.57,0.67
2024-03-29,Inverted-V,77,7.06,31.65,29.83,81.8,0.01,65.44,0.009,0.57,0.67
2024-03-29,Inverted-V,93,7.06,31.65,26.83,82.75,0.01,66.2,0.009,0.58,0.67
2024-03-30,Flat,62,7.14,31.7,35.88,79.88,0.011,63.91,0.009,0.57,0.67
2024-03-30,Flat,77,7.14,31.7,31.88,81.15,0.011,64.92,0.009,0.58,0.67
2024-03-30,Flat,93,7.14,31.7,28.88,82.1,0.011,65.68,0.009,0.58,0.67
2024-03-30,V-Shape,62,7.5,31.7,34.89,80.2,0.011,64.16,0.009,0.6,0.67
2024-03-30,V-Shape,77,7.5,31.7,30.89,81.46,0.011,65.17,0.009,0.61,0.67
2024-03-30,V-Shape,93,7.5,31.7,27.89,82.41,0.011,65.93,0.009,0.61,0.67
2024-03-30,Inverted-V,62,7.71,31.7,33.89,80.51,0.011,64.41,0.01,0.62,0.67
2024-03-30,Inverted-V,77,7.71,31.7,29.89,81.78,0.011,65.42,0.01,0.63,0.67
2024-03-30,Inverted-V,93,7.71,31.7,26.89,82.73,0.011,66.18,0.01,0.63,0.67
2024-03-31,Flat,62,7.2,32.22,36.4,79.72,0.011,63.77,0.009,0.57,0.67
2024-03-31,Flat,77,7.2,32.22,32.4,80.98,0.011,64.79,0.009,0.58,0.67
2024-03-31,Flat,93,7.2,32.22,29.4,81.93,0.011,65.55,0.009,0.59,0.67
2024-03-31,V-Shape,62,7.56,32.22,35.41,80.03,0.011,64.03,0.009,0.6,0.67
2024-03-31,V-Shape,77,7.56,32.22,31.41,81.3,0.011,65.04,0.009,0.61,0.67
2024-03-31,V-Shape,93,7.56,32.22,28.41,82.25,0.011,65.8,0.009,0.62,0.67
2024-03-31,Inverted-V,62,7.78,32.22,34.41,80.35,0.012,64.28,0.01,0.62,0.67
2024-03-31,Inverted-V,77,7.78,32.22,30.41,81.61,0.012,65.29,0.01,0.63,0.67
2024-03-31,Inverted-V,93,7.78,32.22,27.41,82.56,0.012,66.05,0.01,0.64,0.67
2024-04-01,Flat,62,6.34,32.51,36.67,79.63,0.009,63.71,0.008,0.51,0.67
2024-04-01,Flat,77,6.34,32.51,32.67,80.9,0.009,64.72,0.008,0.51,0.67
2024-04-01,Flat,93,6.34,32.51,29.67,81.85,0.009,65.48,0.008,0.52,0.67
2024-04-01,V-Shape,62,6.66,32.51,35.68,79.95,0.01,63.96,0.008,0.53,0.67
2024-04-01,V-Shape,77,6.66,32.51,31.68,81.21,0.01,64.97,0.008,0.54,0.67
2024-04-01,V-Shape,93,6.66,32.51,28.68,82.16,0.01,65.73,0.008,0.54,0.67
2024-04-01,Inverted-V,62,6.85,32.51,34.68,80.26,0.01,64.21,0.009,0.55,0.67
2024-04-01,Inverted-V,77,6.85,32.51,30.68,81.53,0.01,65.22,0.009,0.56,0.67
2024-04-01,Inverted-V,93,6.85,32.51,27.68,82.48,0.01,65.98,0.008,0.56,0.67
2024-04-02,Flat,62,6.47,32.72,36.88,79.57,0.01,63.65,0.008,0.52,0.67
2024-04-02,Flat,77,6.47,32.72,32.88,80.83,0.01,64.67,0.008,0.52,0.67
2024-04-02,Flat,93,6.47,32.72,29.88,81.78,0.01,65.43,0.008,0.53,0.67
2024-04-02,V-Shape,62,6.79,32.72,35.89,79.88,0.01,63.9,0.008,0.54,0.67
