Date,Shape,Spacing_cm,Irradiance_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-05-03,Inverted-V,93,6.02,34.83,29.98,81.75,0.009,65.4,0.007,0.49,0.67
2024-05-04,Flat,62,5.91,34.62,38.77,78.97,0.009,63.17,0.007,0.47,0.67
2024-05-04,Flat,77,5.91,34.62,34.77,80.24,0.009,64.19,0.007,0.47,0.67
2024-05-04,Flat,93,5.91,34.62,31.77,81.18,0.009,64.95,0.007,0.48,0.67
2024-05-04,V-Shape,62,6.21,34.62,37.78,79.28,0.009,63.43,0.008,0.49,0.67
2024-05-04,V-Shape,77,6.21,34.62,33.78,80.55,0.009,64.44,0.008,0.5,0.67
2024-05-04,V-Shape,93,6.21,34.62,30.78,81.5,0.009,65.2,0.008,0.5,0.67
2024-05-04,Inverted-V,62,6.39,34.62,36.78,79.6,0.01,63.68,0.008,0.51,0.67
2024-05-04,Inverted-V,77,6.39,34.62,32.78,80.86,0.009,64.69,0.008,0.51,0.67
2024-05-04,Inverted-V,93,6.39,34.62,29.78,81.81,0.009,65.45,0.008,0.52,0.67
2024-05-05,Flat,62,5.58,35.31,39.45,78.75,0.008,63.0,0.007,0.44,0.67
2024-05-05,Flat,77,5.58,35.31,35.45,80.02,0.008,64.02,0.007,0.45,0.67
2024-05-05,Flat,93,5.58,35.31,32.45,80.97,0.008,64.78,0.007,0.45,0.67
2024-05-05,V-Shape,62,5.86,35.31,38.46,79.07,0.009,63.25,0.007,0.46,0.67
2024-05-05,V-Shape,77,5.86,35.31,34.46,80.33,0.009,64.27,0.007,0.47,0.67
2024-05-05,V-Shape,93,5.86,35.31,31.46,81.28,0.009,65.03,0.007,0.47,0.67
2024-05-05,Inverted-V,62,6.03,35.31,37.46,79.38,0.009,63.51,0.008,0.48,0.67
2024-05-05,Inverted-V,77,6.03,35.31,33.46,80.65,0.009,64.52,0.008,0.48,0.67
2024-05-05,Inverted-V,93,6.03,35.31,30.46,81.6,0.009,65.28,0.007,0.49,0.67
2024-05-06,Flat,62,6.07,35.05,39.2,78.83,0.009,63.06,0.008,0.48,0.67
2024-05-06,Flat,77,6.07,35.05,35.2,80.1,0.009,64.08,0.008,0.49,0.67
2024-05-06,Flat,93,6.07,35.05,32.2,81.05,0.009,64.84,0.008,0.49,0.67
2024-05-06,V-Shape,62,6.38,35.05,38.21,79.15,0.01,63.32,0.008,0.51,0.67
2024-05-06,V-Shape,77,6.38,35.05,34.21,80.41,0.01,64.33,0.008,0.51,0.67
2024-05-06,V-Shape,93,6.38,35.05,31.21,81.36,0.009,65.09,0.008,0.52,0.67
2024-05-06,Inverted-V,62,6.56,35.05,37.21,79.46,0.01,63.57,0.008,0.52,0.67
2024-05-06,Inverted-V,77,6.56,35.05,33.21,80.73,0.01,64.58,0.008,0.53,0.67
2024-05-06,Inverted-V,93,6.56,35.05,30.21,81.68,0.01,65.34,0.008,0.53,0.67
2024-05-07,Flat,62,6.59,34.44,38.6,79.02,0.01,63.22,0.008,0.52,0.67
2024-05-07,Flat,77,6.59,34.44,34.6,80.29,0.01,64.23,0.008,0.53,0.67
2024-05-07,Flat,93,6.59,34.44,31.6,81.24,0.01,64.99,0.008,0.53,0.67
2024-05-07,V-Shape,62,6.92,34.44,37.61,79.33,0.01,63.47,0.009,0.55,0.67
2024-05-07,V-Shape,77,6.92,34.44,33.61,80.6,0.01,64.48,0.009,0.56,0.67
2024-05-07,V-Shape,93,6.92,34.44,30.61,81.55,0.01,65.24,0.009,0.56,0.67
2024-05-07,Inverted-V,62,7.12,34.44,36.62,79.65,0.011,63.72,0.009,0.57,0.67
2024-05-07,Inverted-V,77,7.12,34.44,32.62,80.92,0.011,64.73,0.009,0.57,0.67
2024-05-07,Inverted-V,93,7.12,34.44,29.62,81.87,0.011,65.49,0.009,0.58,0.67
2024-05-08,Flat,62,5.93,33.35,37.5,79.37,0.009,63.5,0.007,0.47,0.67
2024-05-08,Flat,77,5.93,33.35,33.5,80.64,0.009,64.51,0.007,0.48,0.67
2024-05-08,Flat,93,5.93,33.35,30.5,81.59,0.009,65.27,0.007,0.48,0.67
2024-05-08,V-Shape,62,6.22,33.35,36.51,79.68,0.009,63.75,0.008,0.5,0.67
2024-05-08,V-Shape,77,6.22,33.35,32.51,80.95,0.009,64.76,0.008,0.5,0.67
2024-05-08,V-Shape,93,6.22,33.35,29.51,81.9,0.009,65.52,0.008,0.51,0.67
2024-05-08,Inverted-V,62,6.4,33.35,35.51,80.0,0.01,64.0,0.008,0.51,0.67
2024-05-08,Inverted-V,77,6.4,33.35,31.51,81.27,0.01,65.01,0.008,0.52,0.67
2024-05-08,Inverted-V,93,6.4,33.35,28.51,82.22,0.009,65.77,0.008,0.52,0.67
2024-05-11,Flat,62,5.49,31.46,35.6,79.97,0.008,63.98,0.007,0.44,0.67
2024-05-11,Flat,77,5.49,31.46,31.6,81.24,0.008,64.99,0.007,0.44,0.67
2024-05-11,Flat,93,5.49,31.46,28.6,82.19,0.008,65.75,0.007,0.45,0.67
2024-05-11,V-Shape,62,5.76,31.46,34.6,80.29,0.009,64.23,0.007,0.46,0.67
2024-05-11,V-Shape,77,5.76,31.46,30.6,81.55,0.009,65.24,0.007,0.47,0.67
2024-05-11,V-Shape,93,5.76,31.46,27.6,82.5,0.009,66.0,0.007,0.47,0.67
2024-05-11,Inverted-V,62,5.92,31.46,33.61,80.6,0.009,64.48,0.007,0.48,0.67
2024-05-11,Inverted-V,77,5.92,31.46,29.61,81.87,0.009,65.5,0.007,0.48,0.67
2024-05-11,Inverted-V,93,5.92,31.46,26.61,82.82,0.009,66.26,0.007,0.49,0.67
2024-05-12,Flat,62,5.13,31.55,35.68,79.95,0.008,63.96,0.006,0.41,0.67
2024-05-12,Flat,77,5.13,31.55,31.68,81.21,0.008,64.97,0.006,0.42,0.67
2024-05-12,Flat,93,5.13,31.55,28.68,82.16,0.008,65.73,0.006,0.42,0.67
2024-05-12,V-Shape,62,5.39,31.55,34.68,80.26,0.008,64.21,0.007,0.43,0.67
2024-05-12,V-Shape,77,5.39,31.55,30.68,81.53,0.008,65.22,0.007,0.44,0.67
2024-05-12,V-Shape,93,5.39,31.55,27.68,82.48,0.008,65.98,0.007,0.44,0.67
2024-05-12,Inverted-V,62,5.55,31.55,33.69,80.58,0.008,64.46,0.007,0.45,0.67
2024-05-12,Inverted-V,77,5.55,31.55,29.69,81.84,0.008,65.47,0.007,0.45,0.67
2024-05-12,Inverted-V,93,5.55,31.55,26.69,82.79,0.008,66.23,0.007,0.45,0.67
2024-05-30,Flat,62,5.1,30.46,34.59,80.29,0.008,64.23,0.006,0.41,0.67
2024-05-30,Flat,77,5.1,30.46,30.59,81.56,0.008,65.25,0.006,0.41,0.67
2024-05-30,Flat,93,5.1,30.46,27.59,82.51,0.008,66.01,0.006,0.42,0.67
2024-05-30,V-Shape,62,5.35,30.46,33.59,80.61,0.008,64.49,0.007,0.43,0.67
2024-05-30,V-Shape,77,5.35,30.46,29.59,81.87,0.008,65.5,0.007,0.44,0.67
2024-05-30,V-Shape,93,5.35,30.46,26.59,82.82,0.008,66.26,0.007,0.44,0.67
2024-05-30,Inverted-V,62,5.51,30.46,32.6,80.92,0.008,64.74,0.007,0.44,0.67
2024-05-30,Inverted-V,77,5.51,30.46,28.6,82.19,0.008,65.75,0.007,0.45,0.67
2024-05-30,Inverted-V,93,5.51,30.46,25.6,83.14,0.008,66.51,0.007,0.45,0.67
2024-06-04,Flat,62,5.43,29.29,33.43,80.66,0.008,64.53,0.007,0.44,0.67
2024-06-04,Flat,77,5.43,29.29,29.43,81.93,0.008,65.54,0.007,0.44,0.67
2024-06-04,Flat,93,5.43,29.29,26.43,82.88,0.008,66.3,0.007,0.45,0.67
2024-06-04,V-Shape,62,5.7,29.29,32.43,80.97,0.008,64.78,0.007,0.46,0.67
2024-06-04,V-Shape,77,5.7,29.29,28.43,82.24,0.008,65.79,0.007,0.47,0.67
2024-06-04,V-Shape,93,5.7,29.29,25.43,83.19,0.008,66.55,0.007,0.47,0.67
2024-06-04,Inverted-V,62,5.87,29.29,31.44,81.29,0.009,65.03,0.007,0.47,0.67
2024-06-04,Inverted-V,77,5.87,29.29,27.44,82.56,0.009,66.05,0.007,0.48,0.67
2024-06-04,Inverted-V,93,5.87,29.29,24.44,83.51,0.009,66.81,0.007,0.48,0.67
2024-06-06,Flat,62,5.36,28.05,32.18,81.05,0.008,64.84,0.007,0.43,0.67
2024-06-06,Flat,77,5.36,28.05,28.18,82.32,0.008,65.86,0.007,0.44,0.67
2024-06-06,Flat,93,5.36,28.05,25.18,83.27,0.008,66.62,0.007,0.44,0.67
2024-06-06,V-Shape,62,5.63,28.05,31.19,81.37,0.008,65.09,0.007,0.46,0.67
2024-06-06,V-Shape,77,5.63,28.05,27.19,82.63,0.008,66.11,0.007,0.46,0.67
2024-06-06,V-Shape,93,5.63,28.05,24.19,83.58,0.008,66.87,0.007,0.46,0.67
2024-06-06,Inverted-V,62,5.79,28.05,30.19,81.68,0.009,65.35,0.007,0.47,0.67
2024-06-06,Inverted-V,77,5.79,28.05,26.19,82.95,0.009,66.36,0.007,0.48,0.67
2024-06-06,Inverted-V,93,5.79,28.05,23.19,83.9,0.009,67.12,0.007,0.48,0.67
2024-06-10,Flat,62,5.79,28.48,32.62,80.91,0.009,64.73,0.007,0.47,0.67
2024-06-10,Flat,77,5.79,28.48,28.62,82.18,0.009,65.74,0.007,0.47,0.67
2024-06-10,Flat,93,5.79,28.48,25.62,83.13,0.009,66.5,0.007,0.48,0.67
2024-06-10,V-Shape,62,6.08,28.48,31.63,81.23,0.009,64.98,0.008,0.49,0.67
2024-06-10,V-Shape,77,6.08,28.48,27.63,82.49,0.009,66.0,0.008,0.5,0.67
2024-06-10,V-Shape,93,6.08,28.48,24.63,83.44,0.009,66.76,0.008,0.5,0.67
2024-06-10,Inverted-V,62,6.25,28.48,30.64,81.54,0.009,65.23,0.008,0.51,0.67
2024-06-10,Inverted-V,77,6.25,28.48,26.64,82.81,0.009,66.25,0.008,0.51,0.67
2024-06-10,Inverted-V,93,6.25,28.48,23.64,83.76,0.009,67.01,0.008,0.52,0.67
2024-06-11,Flat,62,5.03,28.52,32.65,80.91,0.007,64.73,0.006,0.41,0.67
2024-06-11,Flat,77,5.03,28.52,28.65,82.17,0.007,65.74,0.006,0.41,0.67
2024-06-11,Flat,93,5.03,28.52,25.65,83.12,0.007,66.5,0.006,0.41,0.67
2024-06-11,V-Shape,62,5.28,28.52,31.65,81.22,0.008,64.98,0.007,0.43,0.67
2024-06-11,V-Shape,77,5.28,28.52,27.65,82.49,0.008,65.99,0.007,0.43,0.67
2024-06-11,V-Shape,93,5.28,28.52,24.65,83.44,0.008,66.75,0.007,0.44,0.67
2024-06-11,Inverted-V,62,5.43,28.52,30.66,81.54,0.008,65.23,0.007,0.44,0.67
2024-06-11,Inverted-V,77,5.43,28.52,26.66,82.8,0.008,66.24,0.007,0.45,0.67
2024-06-11,Inverted-V,93,5.43,28.52,23.66,83.75,0.008,67.0,0.007,0.45,0.67
2024-06-13,Flat,62,5.74,28.88,33.02,80.79,0.009,64.63,0.007,0.46,0.67
2024-06-13,Flat,77,5.74,28.88,29.02,82.05,0.009,65.64,0.007,0.47,0.67
2024-06-13,Flat,93,5.74,28.88,26.02,83.0,0.008,66.4,0.007,0.47,0.67
2024-06-13,V-Shape,62,6.03,28.88,32.03,81.1,0.009,64.88,0.008,0.49,0.67
2024-06-13,V-Shape,77,6.03,28.88,28.03,82.37,0.009,65.89,0.007,0.49,0.67
2024-06-13,V-Shape,93,6.03,28.88,25.03,83.32,0.009,66.65,0.007,0.5,0.67
2024-06-13,Inverted-V,62,6.2,28.88,31.04,81.42,0.009,65.13,0.008,0.5,0.67
2024-06-13,Inverted-V,77,6.2,28.88,27.04,82.68,0.009,66.15,0.008,0.51,0.67
2024-06-13,Inverted-V,93,6.2,28.88,24.04,83.63,0.009,66.91,0.008,0.51,0.67
2024-06-14,Flat,62,5.56,29.0,33.14,80.75,0.008,64.6,0.007,0.45,0.67
2024-06-14,Flat,77,5.56,29.0,29.14,82.02,0.008,65.61,0.007,0.45,0.67
2024-06-14,Flat,93,5.56,29.0,26.14,82.97,0.008,66.37,0.007,0.46,0.67
2024-06-14,V-Shape,62,5.84,29.0,32.15,81.07,0.009,64.85,0.007,0.47,0.67
2024-06-14,V-Shape,77,5.84,29.0,28.15,82.33,0.009,65.87,0.007,0.48,0.67
2024-06-14,V-Shape,93,5.84,29.0,25.15,83.28,0.009,66.63,0.007,0.48,0.67
2024-06-14,Inverted-V,62,6.0,29.0,31.15,81.38,0.009,65.1,0.007,0.49,0.67
2024-06-14,Inverted-V,77,6.0,29.0,27.15,82.65,0.009,66.12,0.007,0.49,0.67
2024-06-14,Inverted-V,93,6.0,29.0,24.15,83.6,0.009,66.88,0.007,0.5,0.67
2024-06-15,Flat,62,6.34,29.82,33.98,80.48,0.009,64.39,0.008,0.51,0.67
2024-06-15,Flat,77,6.34,29.82,29.98,81.75,0.009,65.4,0.008,0.52,0.67
2024-06-15,Flat,93,6.34,29.82,26.98,82.7,0.009,66.16,0.008,0.52,0.67
2024-06-15,V-Shape,62,6.66,29.82,32.99,80.8,0.01,64.64,0.008,0.54,0.67
2024-06-15,V-Shape,77,6.66,29.82,28.99,82.07,0.01,65.65,0.008,0.54,0.67
2024-06-15,V-Shape,93,6.66,29.82,25.99,83.02,0.01,66.41,0.008,0.55,0.67
2024-06-15,Inverted-V,62,6.85,29.82,31.99,81.11,0.01,64.89,0.009,0.55,0.67
2024-06-15,Inverted-V,77,6.85,29.82,27.99,82.38,0.01,65.9,0.008,0.56,0.67
2024-06-15,Inverted-V,93,6.85,29.82,24.99,83.33,0.01,66.66,0.008,0.56,0.67
2024-06-16,Flat,62,5.98,29.71,33.86,80.52,0.009,64.42,0.007,0.48,0.67
2024-06-16,Flat,77,5.98,29.71,29.86,81.79,0.009,65.43,0.007,0.49,0.67
2024-06-16,Flat,93,5.98,29.71,26.86,82.74,0.009,66.19,0.007,0.49,0.67
2024-06-16,V-Shape,62,6.28,29.71,32.87,80.84,0.009,64.67,0.008,0.51,0.67
2024-06-16,V-Shape,77,6.28,29.71,28.87,82.1,0.009,65.68,0.008,0.51,0.67
2024-06-16,V-Shape,93,6.28,29.71,25.87,83.05,0.009,66.44,0.008,0.52,0.67
2024-06-16,Inverted-V,62,6.46,29.71,31.87,81.15,0.01,64.92,0.008,0.52,0.67
2024-06-16,Inverted-V,77,6.46,29.71,27.87,82.42,0.01,65.94,0.008,0.53,0.67
2024-06-16,Inverted-V,93,6.46,29.71,24.87,83.37,0.01,66.69,0.008,0.53,0.67
2024-06-17,Flat,62,6.02,29.13,33.28,80.71,0.009,64.56,0.007,0.48,0.67
2024-06-17,Flat,77,6.02,29.13,29.28,81.97,0.009,65.58,0.007,0.49,0.67
2024-06-17,Flat,93,6.02,29.13,26.28,82.92,0.009,66.34,0.007,0.49,0.67
2024-06-17,V-Shape,62,6.32,29.13,32.29,81.02,0.009,64.82,0.008,0.51,0.67
2024-06-17,V-Shape,77,6.32,29.13,28.29,82.29,0.009,65.83,0.008,0.52,0.67
2024-06-17,V-Shape,93,6.32,29.13,25.29,83.24,0.009,66.59,0.008,0.52,0.67
2024-06-17,Inverted-V,62,6.5,29.13,31.29,81.34,0.01,65.07,0.008,0.53,0.67
2024-06-17,Inverted-V,77,6.5,29.13,27.29,82.6,0.01,66.08,0.008,0.53,0.67
2024-06-17,Inverted-V,93,6.5,29.13,24.29,83.55,0.01,66.84,0.008,0.54,0.67
2024-06-28,Flat,62,5.07,29.1,33.23,80.72,0.008,64.58,0.006,0.41,0.67
2024-06-28,Flat,77,5.07,29.1,29.23,81.99,0.008,65.59,0.006,0.41,0.67
2024-06-28,Flat,93,5.07,29.1,26.23,82.94,0.007,66.35,0.006,0.42,0.67
2024-06-28,V-Shape,62,5.32,29.1,32.23,81.04,0.008,64.83,0.007,0.43,0.67
2024-06-28,V-Shape,77,5.32,29.1,28.23,82.3,0.008,65.84,0.007,0.43,0.67
2024-06-28,V-Shape,93,5.32,29.1,25.23,83.25,0.008,66.6,0.007,0.44,0.67
2024-06-28,Inverted-V,62,5.47,29.1,31.24,81.35,0.008,65.08,0.007,0.44,0.67
2024-06-28,Inverted-V,77,5.47,29.1,27.24,82.62,0.008,66.1,0.007,0.45,0.67
2024-06-28,Inverted-V,93,5.47,29.1,24.24,83.57,0.008,66.86,0.007,0.45,0.67
2024-06-29,Flat,62,5.06,29.4,33.53,80.63,0.008,64.5,0.006,0.41,0.67
2024-06-29,Flat,77,5.06,29.4,29.53,81.89,0.008,65.52,0.006,0.41,0.67
2024-06-29,Flat,93,5.06,29.4,26.53,82.84,0.007,66.28,0.006,0.42,0.67
2024-06-29,V-Shape,62,5.31,29.4,32.53,80.94,0.008,64.75,0.007,0.43,0.67
2024-06-29,V-Shape,77,5.31,29.4,28.53,82.21,0.008,65.77,0.007,0.43,0.67
2024-06-29,V-Shape,93,5.31,29.4,25.53,83.16,0.008,66.53,0.007,0.44,0.67
2024-06-29,Inverted-V,62,5.47,29.4,31.54,81.26,0.008,65.01,0.007,0.44,0.67
2024-06-29,Inverted-V,77,5.47,29.4,27.54,82.52,0.008,66.02,0.007,0.45,0.67
2024-06-29,Inverted-V,93,5.47,29.4,24.54,83.47,0.008,66.78,0.007,0.45,0.67
2024-06-30,Flat,62,5.0,28.93,33.06,80.78,0.007,64.62,0.006,0.4,0.67
2024-06-30,Flat,77,5.0,28.93,29.06,82.04,0.007,65.64,0.006,0.41,0.67
2024-06-30,Flat,93,5.0,28.93,26.06,82.99,0.007,66.4,0.006,0.41,0.67
2024-06-30,V-Shape,62,5.25,28.93,32.06,81.09,0.008,64.87,0.007,0.42,0.67
2024-06-30,V-Shape,77,5.25,28.93,28.06,82.36,0.008,65.89,0.007,0.43,0.67
2024-06-30,V-Shape,93,5.25,28.93,25.06,83.31,0.008,66.65,0.006,0.43,0.67
2024-06-30,Inverted-V,62,5.4,28.93,31.07,81.41,0.008,65.13,0.007,0.44,0.67
2024-06-30,Inverted-V,77,5.4,28.93,27.07,82.67,0.008,66.14,0.007,0.44,0.67
2024-06-30,Inverted-V,93,5.4,28.93,24.07,83.62,0.008,66.9,0.007,0.45,0.67
2024-07-03,Flat,62,5.33,28.51,32.64,80.91,0.008,64.73,0.007,0.43,0.67
2024-07-03,Flat,77,5.33,28.51,28.64,82.17,0.008,65.74,0.007,0.43,0.67
2024-07-03,Flat,93,5.33,28.51,25.64,83.12,0.008,66.5,0.007,0.44,0.67
2024-07-03,V-Shape,62,5.6,28.51,31.65,81.22,0.008,64.98,0.007,0.45,0.67
2024-07-03,V-Shape,77,5.6,28.51,27.65,82.49,0.008,65.99,0.007,0.46,0.67
2024-07-03,V-Shape,93,5.6,28.51,24.65,83.44,0.008,66.75,0.007,0.46,0.67
2024-07-03,Inverted-V,62,5.76,28.51,30.65,81.54,0.009,65.23,0.007,0.47,0.67
2024-07-03,Inverted-V,77,5.76,28.51,26.65,82.8,0.009,66.24,0.007,0.47,0.67
2024-07-03,Inverted-V,93,5.76,28.51,23.65,83.75,0.008,67.0,0.007,0.48,0.67
2024-07-04,Flat,62,5.69,29.95,34.09,80.45,0.008,64.36,0.007,0.46,0.67
2024-07-04,Flat,77,5.69,29.95,30.09,81.72,0.008,65.37,0.007,0.46,0.67
2024-07-04,Flat,93,5.69,29.95,27.09,82.67,0.008,66.13,0.007,0.47,0.67
2024-07-04,V-Shape,62,5.98,29.95,33.1,80.76,0.009,64.61,0.007,0.48,0.67
2024-07-04,V-Shape,77,5.98,29.95,29.1,82.03,0.009,65.62,0.007,0.49,0.67
2024-07-04,V-Shape,93,5.98,29.95,26.1,82.98,0.009,66.38,0.007,0.49,0.67
2024-07-04,Inverted-V,62,6.15,29.95,32.1,81.08,0.009,64.86,0.008,0.5,0.67
2024-07-04,Inverted-V,77,6.15,29.95,28.1,82.35,0.009,65.88,0.008,0.5,0.67
2024-07-04,Inverted-V,93,6.15,29.95,25.1,83.3,0.009,66.64,0.008,0.51,0.67
2024-07-10,Flat,62,5.63,28.54,32.68,80.9,0.008,64.72,0.007,0.45,0.67
2024-07-10,Flat,77,5.63,28.54,28.68,82.16,0.008,65.73,0.007,0.46,0.67
2024-07-10,Flat,93,5.63,28.54,25.68,83.11,0.008,66.49,0.007,0.46,0.67
2024-07-10,V-Shape,62,5.91,28.54,31.69,81.21,0.009,64.97,0.007,0.48,0.67
2024-07-10,V-Shape,77,5.91,28.54,27.69,82.48,0.009,65.98,0.007,0.48,0.67
2024-07-10,V-Shape,93,5.91,28.54,24.69,83.43,0.009,66.74,0.007,0.49,0.67
2024-07-10,Inverted-V,62,6.08,28.54,30.69,81.53,0.009,65.22,0.008,0.49,0.67
2024-07-10,Inverted-V,77,6.08,28.54,26.69,82.79,0.009,66.23,0.008,0.5,0.67
2024-07-10,Inverted-V,93,6.08,28.54,23.69,83.74,0.009,66.99,0.008,0.5,0.67
2024-07-11,Flat,62,5.35,29.04,33.17,80.74,0.008,64.59,0.007,0.43,0.67
2024-07-11,Flat,77,5.35,29.04,29.17,82.01,0.008,65.61,0.007,0.44,0.67
2024-07-11,Flat,93,5.35,29.04,26.17,82.96,0.008,66.37,0.007,0.44,0.67
2024-07-11,V-Shape,62,5.62,29.04,32.18,81.05,0.008,64.84,0.007,0.45,0.67
2024-07-11,V-Shape,77,5.62,29.04,28.18,82.32,0.008,65.86,0.007,0.46,0.67
2024-07-11,V-Shape,93,5.62,29.04,25.18,83.27,0.008,66.62,0.007,0.46,0.67
2024-07-11,Inverted-V,62,5.78,29.04,31.18,81.37,0.009,65.1,0.007,0.47,0.67
2024-07-11,Inverted-V,77,5.78,29.04,27.18,82.64,0.009,66.11,0.007,0.47,0.67
2024-07-11,Inverted-V,93,5.78,29.04,24.18,83.59,0.009,66.87,0.007,0.48,0.67
2024-07-21,Flat,62,5.03,29.12,33.25,80.72,0.007,64.57,0.006,0.41,0.67
2024-07-21,Flat,77,5.03,29.12,29.25,81.98,0.007,65.59,0.006,0.41,0.67
2024-07-21,Flat,93,5.03,29.12,26.25,82.93,0.007,66.35,0.006,0.41,0.67
2024-07-21,V-Shape,62,5.29,29.12,32.25,81.03,0.008,64.83,0.007,0.43,0.67
2024-07-21,V-Shape,77,5.29,29.12,28.25,82.3,0.008,65.84,0.007,0.43,0.67
2024-07-21,V-Shape,93,5.29,29.12,25.25,83.25,0.008,66.6,0.007,0.44,0.67
2024-07-21,Inverted-V,62,5.44,29.12,31.26,81.35,0.008,65.08,0.007,0.44,0.67
2024-07-21,Inverted-V,77,5.44,29.12,27.26,82.61,0.008,66.09,0.007,0.45,0.67
2024-07-21,Inverted-V,93,5.44,29.12,24.26,83.56,0.008,66.85,0.007,0.45,0.67
2024-07-24,Flat,62,5.1,29.55,33.68,80.58,0.008,64.46,0.006,0.41,0.67
2024-07-24,Flat,77,5.1,29.55,29.68,81.85,0.008,65.48,0.006,0.41,0.67
2024-07-24,Flat,93,5.1,29.55,26.68,82.8,0.008,66.24,0.006,0.42,0.67
2024-07-24,V-Shape,62,5.35,29.55,32.68,80.89,0.008,64.72,0.007,0.43,0.67
2024-07-24,V-Shape,77,5.35,29.55,28.68,82.16,0.008,65.73,0.007,0.44,0.67
2024-07-24,V-Shape,93,5.35,29.55,25.68,83.11,0.008,66.49,0.007,0.44,0.67
2024-07-24,Inverted-V,62,5.51,29.55,31.69,81.21,0.008,64.97,0.007,0.45,0.67
2024-07-24,Inverted-V,77,5.51,29.55,27.69,82.48,0.008,65.98,0.007,0.45,0.67
2024-07-24,Inverted-V,93,5.51,29.55,24.69,83.43,0.008,66.74,0.007,0.45,0.67
2024-08-02,Flat,62,5.08,29.11,33.24,80.72,0.008,64.58,0.006,0.41,0.67
2024-08-02,Flat,77,5.08,29.11,29.24,81.99,0.008,65.59,0.006,0.41,0.67
2024-08-02,Flat,93,5.08,29.11,26.24,82.94,0.008,66.35,0.006,0.42,0.67
2024-08-02,V-Shape,62,5.34,29.11,32.24,81.03,0.008,64.83,0.007,0.43,0.67
2024-08-02,V-Shape,77,5.34,29.11,28.24,82.3,0.008,65.84,0.007,0.44,0.67
2024-08-02,V-Shape,93,5.34,29.11,25.24,83.25,0.008,66.6,0.007,0.44,0.67
2024-08-02,Inverted-V,62,5.49,29.11,31.25,81.35,0.008,65.08,0.007,0.44,0.67
2024-08-02,Inverted-V,77,5.49,29.11,27.25,82.62,0.008,66.09,0.007,0.45,0.67
2024-08-02,Inverted-V,93,5.49,29.11,24.25,83.57,0.008,66.85,0.007,0.45,0.67
2024-08-03,Flat,62,5.27,29.84,33.97,80.49,0.008,64.39,0.007,0.42,0.67
2024-08-03,Flat,77,5.27,29.84,29.97,81.75,0.008,65.4,0.007,0.43,0.67
2024-08-03,Flat,93,5.27,29.84,26.97,82.7,0.008,66.16,0.007,0.43,0.67
2024-08-03,V-Shape,62,5.54,29.84,32.98,80.8,0.008,64.64,0.007,0.45,0.67
2024-08-03,V-Shape,77,5.54,29.84,28.98,82.07,0.008,65.65,0.007,0.45,0.67
2024-08-03,V-Shape,93,5.54,29.84,25.98,83.02,0.008,66.41,0.007,0.46,0.67
2024-08-03,Inverted-V,62,5.7,29.84,31.98,81.12,0.008,64.89,0.007,0.46,0.67
2024-08-03,Inverted-V,77,5.7,29.84,27.98,82.38,0.008,65.91,0.007,0.47,0.67
2024-08-03,Inverted-V,93,5.7,29.84,24.98,83.33,0.008,66.67,0.007,0.47,0.67
2024-08-04,Flat,62,5.6,30.26,34.4,80.35,0.008,64.28,0.007,0.45,0.67
2024-08-04,Flat,77,5.6,30.26,30.4,81.62,0.008,65.29,0.007,0.45,0.67
2024-08-04,Flat,93,5.6,30.26,27.4,82.57,0.008,66.05,0.007,0.46,0.67
2024-08-04,V-Shape,62,5.88,30.26,33.41,80.67,0.009,64.53,0.007,0.47,0.67
2024-08-04,V-Shape,77,5.88,30.26,29.41,81.93,0.009,65.55,0.007,0.48,0.67
2024-08-04,V-Shape,93,5.88,30.26,26.41,82.88,0.009,66.31,0.007,0.48,0.67
2024-08-04,Inverted-V,62,6.05,30.26,32.41,80.98,0.009,64.78,0.008,0.49,0.67
2024-08-04,Inverted-V,77,6.05,30.26,28.41,82.25,0.009,65.8,0.008,0.49,0.67
2024-08-04,Inverted-V,93,6.05,30.26,25.41,83.2,0.009,66.56,0.007,0.5,0.67
2024-08-09,Flat,62,5.57,29.17,33.31,80.7,0.008,64.56,0.007,0.45,0.67
2024-08-09,Flat,77,5.57,29.17,29.31,81.96,0.008,65.57,0.007,0.45,0.67
2024-08-09,Flat,93,5.57,29.17,26.31,82.91,0.008,66.33,0.007,0.46,0.67
2024-08-09,V-Shape,62,5.85,29.17,32.32,81.01,0.009,64.81,0.007,0.47,0.67
2024-08-09,V-Shape,77,5.85,29.17,28.32,82.28,0.009,65.82,0.007,0.48,0.67
2024-08-09,V-Shape,93,5.85,29.17,25.32,83.23,0.009,66.58,0.007,0.48,0.67
2024-08-09,Inverted-V,62,6.02,29.17,31.32,81.33,0.009,65.06,0.007,0.49,0.67
2024-08-09,Inverted-V,77,6.02,29.17,27.32,82.59,0.009,66.07,0.007,0.49,0.67
2024-08-09,Inverted-V,93,6.02,29.17,24.32,83.54,0.009,66.83,0.007,0.5,0.67
2024-08-12,Flat,62,6.11,30.14,34.29,80.39,0.009,64.31,0.008,0.49,0.67
2024-08-12,Flat,77,6.11,30.14,30.29,81.65,0.009,65.32,0.008,0.5,0.67
2024-08-12,Flat,93,6.11,30.14,27.29,82.6,0.009,66.08,0.008,0.5,0.67
