Date,Time,Year,Month,Day,Shape,Spacing_cm,Connection,Irradiance_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-04-01,05:15,2024,April,1,Flat,77,TSSC,23.84,26.55,27.14,82.65,0.039,66.12,0.032,2.148,0.67
2024-04-01,05:30,2024,April,1,Flat,77,TSSC,47.67,26.98,28.17,82.324,0.078,65.859,0.065,4.283,0.67
2024-04-01,05:45,2024,April,1,Flat,77,TSSC,71.51,27.41,29.2,81.997,0.117,65.598,0.098,6.406,0.67
2024-04-01,06:00,2024,April,1,Flat,77,TSSC,95.35,27.85,30.23,81.671,0.156,65.337,0.13,8.515,0.67
2024-04-01,06:15,2024,April,1,Flat,77,TSSC,152.19,28.51,32.31,81.012,0.249,64.809,0.208,13.51,0.67
2024-04-01,06:30,2024,April,1,Flat,77,TSSC,209.04,29.17,34.4,80.353,0.343,64.282,0.287,18.444,0.67
2024-04-01,06:45,2024,April,1,Flat,77,TSSC,265.88,29.83,36.48,79.694,0.437,63.755,0.366,23.315,0.67
2024-04-01,07:00,2024,April,1,Flat,77,TSSC,322.73,30.49,38.56,79.035,0.531,63.228,0.445,28.123,0.67
2024-04-01,07:15,2024,April,1,Flat,77,TSSC,383.96,31.19,40.79,78.328,0.633,62.662,0.53,33.232,0.67
2024-04-01,07:30,2024,April,1,Flat,77,TSSC,445.19,31.89,43.02,77.621,0.736,62.096,0.616,38.268,0.67
2024-04-01,07:45,2024,April,1,Flat,77,TSSC,506.42,32.6,45.26,76.913,0.839,61.531,0.703,43.229,0.67
2024-04-01,08:00,2024,April,1,Flat,77,TSSC,567.65,33.3,47.49,76.206,0.942,60.965,0.789,48.115,0.67
2024-04-01,08:15,2024,April,1,Flat,77,TSSC,614.22,33.94,49.3,75.635,1.021,60.508,0.855,51.764,0.67
2024-04-01,08:30,2024,April,1,Flat,77,TSSC,660.78,34.58,51.1,75.064,1.101,60.051,0.922,55.365,0.67
2024-04-01,08:45,2024,April,1,Flat,77,TSSC,707.35,35.22,52.9,74.492,1.181,59.594,0.989,58.919,0.67
2024-04-01,09:00,2024,April,1,Flat,77,TSSC,753.92,35.86,54.71,73.921,1.26,59.137,1.056,62.425,0.67
2024-04-01,09:15,2024,April,1,Flat,77,TSSC,786.99,36.36,56.03,73.502,1.317,58.801,1.103,64.877,0.67
2024-04-01,09:30,2024,April,1,Flat,77,TSSC,820.06,36.86,57.36,73.082,1.375,58.466,1.151,67.304,0.67
2024-04-01,09:45,2024,April,1,Flat,77,TSSC,853.13,37.35,58.68,72.663,1.432,58.13,1.199,69.706,0.67
2024-04-01,10:00,2024,April,1,Flat,77,TSSC,886.2,37.85,60.01,72.244,1.489,57.795,1.247,72.082,0.67
