Date,Time,ISO_Week,Month,Shape,Spacing_cm,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-06-24,05:15,26,June,Inverted-V,77,19.45,24.84,23.32,83.86,0.03,67.09,0.02,1.61,0.67
2024-06-24,05:30,26,June,Inverted-V,77,36.29,25.09,23.99,83.65,0.05,66.92,0.04,3.0,0.67
2024-06-24,05:45,26,June,Inverted-V,77,53.13,25.33,24.66,83.44,0.08,66.75,0.07,4.38,0.67
2024-06-24,06:00,26,June,Inverted-V,77,69.96,25.58,25.33,83.22,0.1,66.58,0.09,5.76,0.67
2024-06-24,06:15,26,June,Inverted-V,77,100.62,25.99,26.51,82.85,0.15,66.28,0.12,8.26,0.67
2024-06-24,06:30,26,June,Inverted-V,77,131.27,26.41,27.69,82.48,0.19,65.98,0.16,10.74,0.67
2024-06-24,06:45,26,June,Inverted-V,77,161.93,26.82,28.87,82.1,0.24,65.68,0.2,13.2,0.67
2024-06-24,07:00,26,June,Inverted-V,77,192.59,27.23,30.04,81.73,0.29,65.38,0.24,15.64,0.67
2024-06-24,07:15,26,June,Inverted-V,77,216.1,27.62,31.02,81.42,0.32,65.14,0.27,17.5,0.67
2024-06-24,07:30,26,June,Inverted-V,77,239.61,28.01,32.0,81.11,0.36,64.89,0.3,19.35,0.67
2024-06-24,07:45,26,June,Inverted-V,77,263.12,28.39,32.97,80.8,0.39,64.64,0.33,21.19,0.67
2024-06-24,08:00,26,June,Inverted-V,77,286.63,28.78,33.95,80.5,0.43,64.4,0.36,23.02,0.67
2024-06-24,08:15,26,June,Inverted-V,77,308.8,29.12,34.84,80.21,0.46,64.17,0.39,24.74,0.67
2024-06-24,08:30,26,June,Inverted-V,77,330.98,29.46,35.73,79.93,0.49,63.94,0.41,26.44,0.67
2024-06-24,08:45,26,June,Inverted-V,77,353.15,29.8,36.63,79.65,0.53,63.72,0.44,28.14,0.67
2024-06-24,09:00,26,June,Inverted-V,77,375.32,30.14,37.52,79.36,0.56,63.49,0.47,29.83,0.67
2024-06-24,09:15,26,June,Inverted-V,77,388.62,30.41,38.12,79.17,0.58,63.34,0.49,30.83,0.67
2024-06-24,09:30,26,June,Inverted-V,77,401.92,30.68,38.72,78.98,0.6,63.19,0.5,31.82,0.67
2024-06-24,09:45,26,June,Inverted-V,77,415.21,30.94,39.32,78.79,0.62,63.03,0.52,32.82,0.67
2024-06-24,10:00,26,June,Inverted-V,77,428.51,31.21,39.92,78.6,0.64,62.88,0.54,33.81,0.67
2024-06-24,10:15,26,June,Inverted-V,77,434.42,31.41,40.27,78.49,0.65,62.79,0.55,34.24,0.67
2024-06-24,10:30,26,June,Inverted-V,77,440.33,31.61,40.61,78.38,0.66,62.71,0.55,34.67,0.67
2024-06-24,10:45,26,June,Inverted-V,77,446.23,31.8,40.96,78.27,0.67,62.62,0.56,35.09,0.67
2024-06-24,11:00,26,June,Inverted-V,77,452.14,32.0,41.3,78.17,0.68,62.53,0.57,35.52,0.67
2024-06-24,11:15,26,June,Inverted-V,77,475.01,32.18,42.05,77.93,0.71,62.34,0.6,37.23,0.67
2024-06-24,11:30,26,June,Inverted-V,77,497.88,32.36,42.8,77.69,0.75,62.15,0.63,38.93,0.67
2024-06-24,11:45,26,June,Inverted-V,77,520.75,32.53,43.55,77.45,0.78,61.96,0.66,40.63,0.67
2024-06-24,12:00,26,June,Inverted-V,77,543.62,32.71,44.3,77.22,0.82,61.77,0.68,42.31,0.67
2024-06-24,12:15,26,June,Inverted-V,77,527.44,32.77,43.95,77.33,0.79,61.86,0.66,41.1,0.67
2024-06-24,12:30,26,June,Inverted-V,77,511.26,32.83,43.61,77.44,0.77,61.95,0.64,39.88,0.67
2024-06-24,12:45,26,June,Inverted-V,77,495.07,32.88,43.26,77.55,0.74,62.04,0.62,38.66,0.67
2024-06-24,13:00,26,June,Inverted-V,77,478.89,32.94,42.91,77.66,0.72,62.12,0.6,37.44,0.67
2024-06-24,13:15,26,June,Inverted-V,77,438.98,32.86,41.83,78.0,0.66,62.4,0.55,34.43,0.67
2024-06-24,13:30,26,June,Inverted-V,77,399.06,32.78,40.76,78.34,0.6,62.67,0.5,31.4,0.67
2024-06-24,13:45,26,June,Inverted-V,77,359.14,32.7,39.68,78.68,0.54,62.94,0.45,28.35,0.67
2024-06-24,14:00,26,June,Inverted-V,77,319.23,32.62,38.6,79.02,0.48,63.22,0.4,25.29,0.67
2024-06-24,14:15,26,June,Inverted-V,77,292.78,32.39,37.71,79.3,0.44,63.44,0.37,23.25,0.67
2024-06-24,14:30,26,June,Inverted-V,77,266.33,32.17,36.83,79.58,0.4,63.67,0.33,21.21,0.67
2024-06-24,14:45,26,June,Inverted-V,77,239.88,31.95,35.94,79.86,0.36,63.89,0.3,19.15,0.67
2024-06-24,15:00,26,June,Inverted-V,77,213.43,31.72,35.06,80.14,0.32,64.12,0.27,17.09,0.67
2024-06-24,15:15,26,June,Inverted-V,77,188.54,31.41,34.13,80.44,0.28,64.35,0.24,15.13,0.67
2024-06-24,15:30,26,June,Inverted-V,77,163.65,31.1,33.2,80.73,0.24,64.59,0.2,13.17,0.67
2024-06-24,15:45,26,June,Inverted-V,77,138.76,30.8,32.27,81.03,0.21,64.82,0.17,11.2,0.67
2024-06-24,16:00,26,June,Inverted-V,77,113.86,30.49,31.34,81.32,0.17,65.06,0.14,9.22,0.67
2024-06-24,16:15,26,June,Inverted-V,77,90.74,30.06,30.33,81.64,0.13,65.31,0.11,7.37,0.67
2024-06-24,16:30,26,June,Inverted-V,77,67.62,29.64,29.33,81.96,0.1,65.57,0.08,5.5,0.67
2024-06-24,16:45,26,June,Inverted-V,77,44.5,29.21,28.33,82.27,0.07,65.82,0.06,3.63,0.67
2024-06-24,17:00,26,June,Inverted-V,77,21.38,28.79,27.32,82.59,0.03,66.07,0.03,1.75,0.67
2024-06-24,17:15,26,June,Inverted-V,77,16.04,28.34,26.75,82.78,0.02,66.22,0.02,1.32,0.67
2024-06-24,17:30,26,June,Inverted-V,77,10.69,27.9,26.17,82.96,0.02,66.37,0.01,0.88,0.67
2024-06-25,05:15,26,June,Inverted-V,77,20.86,24.36,22.89,84.0,0.03,67.2,0.03,1.73,0.67
2024-06-25,05:30,26,June,Inverted-V,77,37.59,24.53,23.47,83.81,0.06,67.05,0.05,3.11,0.67
2024-06-25,05:45,26,June,Inverted-V,77,54.32,24.7,24.05,83.63,0.08,66.9,0.07,4.49,0.67
2024-06-25,06:00,26,June,Inverted-V,77,71.04,24.86,24.64,83.44,0.1,66.75,0.09,5.86,0.67
2024-06-25,06:15,26,June,Inverted-V,77,94.38,25.16,25.52,83.16,0.14,66.53,0.12,7.77,0.67
2024-06-25,06:30,26,June,Inverted-V,77,117.73,25.46,26.4,82.88,0.17,66.31,0.15,9.66,0.67
2024-06-25,06:45,26,June,Inverted-V,77,141.07,25.76,27.29,82.6,0.21,66.08,0.17,11.55,0.67
2024-06-25,07:00,26,June,Inverted-V,77,164.41,26.06,28.17,82.32,0.24,65.86,0.2,13.43,0.67
2024-06-25,07:15,26,June,Inverted-V,77,191.15,26.45,29.23,81.99,0.28,65.59,0.24,15.56,0.67
2024-06-25,07:30,26,June,Inverted-V,77,217.89,26.84,30.29,81.65,0.32,65.32,0.27,17.69,0.67
2024-06-25,07:45,26,June,Inverted-V,77,244.63,27.23,31.35,81.32,0.36,65.05,0.3,19.8,0.67
2024-06-25,08:00,26,June,Inverted-V,77,271.37,27.62,32.4,80.98,0.4,64.79,0.34,21.89,0.67
2024-06-25,08:15,26,June,Inverted-V,77,302.88,27.98,33.55,80.62,0.45,64.5,0.38,24.35,0.67
2024-06-25,08:30,26,June,Inverted-V,77,334.4,28.34,34.69,80.26,0.5,64.21,0.42,26.8,0.67
2024-06-25,08:45,26,June,Inverted-V,77,365.91,28.69,35.84,79.9,0.55,63.92,0.46,29.22,0.67
2024-06-25,09:00,26,June,Inverted-V,77,397.42,29.05,36.99,79.53,0.59,63.63,0.5,31.63,0.67
2024-06-25,09:15,26,June,Inverted-V,77,411.81,29.34,37.64,79.33,0.62,63.46,0.52,32.71,0.67
2024-06-25,09:30,26,June,Inverted-V,77,426.21,29.64,38.3,79.12,0.64,63.29,0.53,33.79,0.67
2024-06-25,09:45,26,June,Inverted-V,77,440.61,29.94,38.95,78.91,0.66,63.13,0.55,34.86,0.67
2024-06-25,10:00,26,June,Inverted-V,77,455.0,30.23,39.61,78.7,0.68,62.96,0.57,35.93,0.67
2024-06-25,10:15,26,June,Inverted-V,77,451.32,30.49,39.77,78.65,0.68,62.92,0.57,35.62,0.67
2024-06-25,10:30,26,June,Inverted-V,77,447.64,30.75,39.94,78.6,0.67,62.88,0.56,35.31,0.67
2024-06-25,10:45,26,June,Inverted-V,77,443.96,31.0,40.1,78.55,0.67,62.84,0.56,35.01,0.67
2024-06-25,11:00,26,June,Inverted-V,77,440.28,31.26,40.27,78.49,0.66,62.79,0.55,34.7,0.67
2024-06-25,11:15,26,June,Inverted-V,77,457.0,31.44,40.87,78.3,0.69,62.64,0.57,35.95,0.67
2024-06-25,11:30,26,June,Inverted-V,77,473.73,31.62,41.46,78.12,0.71,62.49,0.6,37.2,0.67
2024-06-25,11:45,26,June,Inverted-V,77,490.45,31.8,42.06,77.93,0.74,62.34,0.62,38.44,0.67
2024-06-25,12:00,26,June,Inverted-V,77,507.17,31.98,42.66,77.74,0.76,62.19,0.64,39.68,0.67
2024-06-25,12:15,26,June,Inverted-V,77,480.48,32.09,42.1,77.91,0.72,62.33,0.6,37.65,0.67
2024-06-25,12:30,26,June,Inverted-V,77,453.79,32.2,41.55,78.09,0.68,62.47,0.57,35.62,0.67
2024-06-25,12:45,26,June,Inverted-V,77,427.1,32.32,40.99,78.26,0.64,62.61,0.54,33.58,0.67
2024-06-25,13:00,26,June,Inverted-V,77,400.41,32.43,40.44,78.44,0.6,62.75,0.5,31.54,0.67
2024-06-25,13:15,26,June,Inverted-V,77,343.75,32.33,38.92,78.92,0.51,63.14,0.43,27.2,0.67
2024-06-25,13:30,26,June,Inverted-V,77,287.08,32.22,37.4,79.4,0.43,63.52,0.36,22.82,0.67
2024-06-25,13:45,26,June,Inverted-V,77,230.42,32.11,35.88,79.88,0.34,63.91,0.29,18.4,0.67
2024-06-25,14:00,26,June,Inverted-V,77,173.75,32.01,34.35,80.37,0.26,64.29,0.22,13.94,0.67
2024-06-25,14:15,26,June,Inverted-V,77,185.46,31.65,34.28,80.39,0.28,64.31,0.23,14.88,0.67
2024-06-25,14:30,26,June,Inverted-V,77,197.17,31.28,34.21,80.41,0.29,64.33,0.25,15.82,0.67
2024-06-25,14:45,26,June,Inverted-V,77,208.88,30.92,34.14,80.43,0.31,64.35,0.26,16.77,0.67
2024-06-25,15:00,26,June,Inverted-V,77,220.59,30.56,34.07,80.45,0.33,64.36,0.28,17.71,0.67
2024-06-25,15:15,26,June,Inverted-V,77,194.32,30.17,33.03,80.79,0.29,64.63,0.24,15.65,0.67
2024-06-25,15:30,26,June,Inverted-V,77,168.05,29.79,31.99,81.12,0.25,64.89,0.21,13.57,0.67
2024-06-25,15:45,26,June,Inverted-V,77,141.78,29.4,30.94,81.45,0.21,65.16,0.18,11.49,0.67
2024-06-25,16:00,26,June,Inverted-V,77,115.51,29.01,29.9,81.78,0.17,65.42,0.14,9.39,0.67
2024-06-25,16:15,26,June,Inverted-V,77,94.2,28.65,29.01,82.06,0.14,65.65,0.12,7.68,0.67
2024-06-25,16:30,26,June,Inverted-V,77,72.9,28.3,28.12,82.34,0.11,65.87,0.09,5.95,0.67
2024-06-25,16:45,26,June,Inverted-V,77,51.6,27.94,27.23,82.62,0.08,66.1,0.06,4.23,0.67
2024-06-25,17:00,26,June,Inverted-V,77,30.29,27.58,26.34,82.9,0.04,66.32,0.04,2.49,0.67
2024-06-25,17:15,26,June,Inverted-V,77,22.72,27.31,25.88,83.05,0.03,66.44,0.03,1.87,0.67
2024-06-25,17:30,26,June,Inverted-V,77,15.15,27.04,25.42,83.2,0.02,66.56,0.02,1.25,0.67
2024-06-25,17:45,26,June,Inverted-V,77,7.57,26.77,24.96,83.34,0.01,66.67,0.01,0.62,0.67
2024-06-26,05:15,26,June,Inverted-V,77,15.18,23.6,21.98,84.29,0.02,67.43,0.02,1.26,0.67
2024-06-26,05:30,26,June,Inverted-V,77,27.2,23.74,22.42,84.14,0.04,67.31,0.03,2.26,0.67
2024-06-26,05:45,26,June,Inverted-V,77,39.22,23.89,22.87,84.0,0.06,67.2,0.05,3.25,0.67
2024-06-26,06:00,26,June,Inverted-V,77,51.25,24.04,23.32,83.86,0.08,67.09,0.06,4.24,0.67
2024-06-26,06:15,26,June,Inverted-V,77,68.57,24.41,24.12,83.61,0.1,66.88,0.08,5.66,0.67
2024-06-26,06:30,26,June,Inverted-V,77,85.89,24.78,24.93,83.35,0.13,66.68,0.11,7.08,0.67
2024-06-26,06:45,26,June,Inverted-V,77,103.21,25.15,25.73,83.1,0.15,66.48,0.13,8.49,0.67
2024-06-26,07:00,26,June,Inverted-V,77,120.53,25.52,26.53,82.84,0.18,66.27,0.15,9.89,0.67
2024-06-26,07:15,26,June,Inverted-V,77,141.2,26.04,27.57,82.51,0.21,66.01,0.17,11.55,0.67
2024-06-26,07:30,26,June,Inverted-V,77,161.87,26.56,28.61,82.19,0.24,65.75,0.2,13.2,0.67
2024-06-26,07:45,26,June,Inverted-V,77,182.53,27.08,29.64,81.86,0.27,65.49,0.23,14.84,0.67
2024-06-26,08:00,26,June,Inverted-V,77,203.2,27.6,30.68,81.53,0.3,65.22,0.25,16.48,0.67
2024-06-26,08:15,26,June,Inverted-V,77,224.36,28.05,31.65,81.22,0.33,64.98,0.28,18.14,0.67
2024-06-26,08:30,26,June,Inverted-V,77,245.52,28.49,32.63,80.91,0.37,64.73,0.31,19.8,0.67
2024-06-26,08:45,26,June,Inverted-V,77,266.68,28.93,33.6,80.6,0.4,64.48,0.33,21.44,0.67
2024-06-26,09:00,26,June,Inverted-V,77,287.84,29.38,34.58,80.3,0.43,64.24,0.36,23.08,0.67
2024-06-26,09:15,26,June,Inverted-V,77,309.77,29.74,35.48,80.01,0.46,64.01,0.39,24.77,0.67
2024-06-26,09:30,26,June,Inverted-V,77,331.7,30.1,36.39,79.72,0.5,63.78,0.41,26.45,0.67
2024-06-26,09:45,26,June,Inverted-V,77,353.62,30.46,37.3,79.43,0.53,63.55,0.44,28.12,0.67
2024-06-26,10:00,26,June,Inverted-V,77,375.55,30.82,38.21,79.15,0.56,63.32,0.47,29.78,0.67
2024-06-26,10:15,26,June,Inverted-V,77,396.32,31.12,39.02,78.89,0.59,63.11,0.5,31.35,0.67
