Date,Time,ISO_Week,Month,Shape,Spacing_cm,Connection,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-09-30,05:15,40,September,Inverted-V,62,Se-P,27.55,26.08,28.77,82.13,0.04,65.71,0.03,2.25,0.67
2024-09-30,05:30,40,September,Inverted-V,62,Se-P,51.22,26.2,29.49,81.91,0.08,65.53,0.06,4.17,0.67
2024-09-30,05:45,40,September,Inverted-V,62,Se-P,74.88,26.33,30.2,81.68,0.11,65.35,0.09,6.08,0.67
2024-09-30,06:00,40,September,Inverted-V,62,Se-P,98.55,26.45,30.91,81.46,0.15,65.16,0.12,7.99,0.67
2024-09-30,06:15,40,September,Inverted-V,62,Se-P,142.18,26.66,32.22,81.04,0.21,64.83,0.18,11.48,0.67
2024-09-30,06:30,40,September,Inverted-V,62,Se-P,185.81,26.88,33.52,80.63,0.28,64.5,0.23,14.94,0.67
2024-09-30,06:45,40,September,Inverted-V,62,Se-P,229.45,27.09,34.82,80.22,0.34,64.17,0.29,18.38,0.67
2024-09-30,07:00,40,September,Inverted-V,62,Se-P,273.08,27.3,36.13,79.8,0.41,63.84,0.34,21.79,0.67
2024-09-30,07:15,40,September,Inverted-V,62,Se-P,320.09,27.51,37.51,79.37,0.48,63.49,0.4,25.44,0.67
2024-09-30,07:30,40,September,Inverted-V,62,Se-P,367.09,27.72,38.9,78.93,0.55,63.14,0.46,29.05,0.67
2024-09-30,07:45,40,September,Inverted-V,62,Se-P,414.1,27.93,40.28,78.49,0.62,62.79,0.52,32.63,0.67
2024-09-30,08:00,40,September,Inverted-V,62,Se-P,461.11,28.14,41.67,78.05,0.69,62.44,0.58,36.18,0.67
2024-09-30,08:15,40,September,Inverted-V,62,Se-P,516.97,28.36,43.29,77.54,0.78,62.03,0.65,40.37,0.67
2024-09-30,08:30,40,September,Inverted-V,62,Se-P,572.83,28.59,44.91,77.02,0.86,61.62,0.72,44.5,0.67
2024-09-30,08:45,40,September,Inverted-V,62,Se-P,628.7,28.81,46.52,76.51,0.95,61.21,0.79,48.59,0.67
2024-09-30,09:00,40,September,Inverted-V,62,Se-P,684.56,29.03,48.14,76.0,1.03,60.8,0.87,52.64,0.67
2024-09-30,09:15,40,September,Inverted-V,62,Se-P,717.13,29.26,49.19,75.67,1.08,60.54,0.91,54.96,0.67
2024-09-30,09:30,40,September,Inverted-V,62,Se-P,749.69,29.48,50.23,75.34,1.13,60.27,0.95,57.27,0.67
2024-09-30,09:45,40,September,Inverted-V,62,Se-P,782.26,29.71,51.27,75.01,1.18,60.01,0.99,59.55,0.67
2024-09-30,10:00,40,September,Inverted-V,62,Se-P,814.83,29.94,52.31,74.68,1.24,59.74,1.03,61.82,0.67
2024-09-30,10:15,40,September,Inverted-V,62,Se-P,777.3,30.12,51.55,74.92,1.18,59.94,0.99,59.12,0.67
2024-09-30,10:30,40,September,Inverted-V,62,Se-P,739.77,30.3,50.8,75.16,1.12,60.13,0.94,56.4,0.67
2024-09-30,10:45,40,September,Inverted-V,62,Se-P,702.24,30.49,50.04,75.4,1.06,60.32,0.89,53.67,0.67
2024-09-30,11:00,40,September,Inverted-V,62,Se-P,664.71,30.67,49.29,75.64,1.0,60.51,0.84,50.93,0.67
2024-09-30,11:15,40,September,Inverted-V,62,Se-P,648.01,30.93,49.13,75.69,0.98,60.55,0.82,49.67,0.67
2024-09-30,11:30,40,September,Inverted-V,62,Se-P,631.31,31.19,48.97,75.74,0.95,60.59,0.8,48.42,0.67
2024-09-30,11:45,40,September,Inverted-V,62,Se-P,614.61,31.45,48.82,75.79,0.93,60.63,0.78,47.16,0.67
2024-09-30,12:00,40,September,Inverted-V,62,Se-P,597.91,31.71,48.66,75.84,0.9,60.67,0.76,45.9,0.67
2024-09-30,12:15,40,September,Inverted-V,62,Se-P,610.18,31.95,49.2,75.67,0.92,60.53,0.77,46.76,0.67
2024-09-30,12:30,40,September,Inverted-V,62,Se-P,622.46,32.18,49.74,75.49,0.94,60.39,0.79,47.62,0.67
2024-09-30,12:45,40,September,Inverted-V,62,Se-P,634.73,32.41,50.28,75.32,0.96,60.26,0.8,48.48,0.67
