Date,Time,ISO_Week,Month,Shape,Spacing_cm,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-02-12,05:15,7,February,Flat,93,9.27,20.4,17.63,85.66,0.01,68.53,0.01,0.78,0.67
2024-02-12,05:30,7,February,Flat,93,18.54,20.68,18.14,85.5,0.03,68.4,0.02,1.56,0.67
2024-02-12,05:45,7,February,Flat,93,27.81,20.96,18.66,85.34,0.04,68.27,0.03,2.33,0.67
2024-02-12,06:00,7,February,Flat,93,37.08,21.24,19.17,85.17,0.05,68.14,0.05,3.11,0.67
2024-02-12,06:15,7,February,Flat,93,90.78,22.01,21.28,84.51,0.13,67.6,0.11,7.56,0.67
2024-02-12,06:30,7,February,Flat,93,144.48,22.78,23.4,83.84,0.21,67.07,0.18,11.96,0.67
2024-02-12,06:45,7,February,Flat,93,198.18,23.56,25.51,83.17,0.29,66.53,0.25,16.31,0.67
2024-02-12,07:00,7,February,Flat,93,251.88,24.33,27.63,82.5,0.37,66.0,0.31,20.6,0.67
2024-02-12,07:15,7,February,Flat,93,313.7,25.04,29.89,81.78,0.47,65.42,0.39,25.49,0.67
2024-02-12,07:30,7,February,Flat,93,375.52,25.75,32.14,81.07,0.56,64.85,0.47,30.32,0.67
2024-02-12,07:45,7,February,Flat,93,437.35,26.47,34.4,80.35,0.65,64.28,0.55,35.08,0.67
2024-02-12,08:00,7,February,Flat,93,499.17,27.18,36.66,79.64,0.75,63.71,0.62,39.77,0.67
2024-02-12,08:15,7,February,Flat,93,549.47,27.72,38.46,79.07,0.82,63.25,0.69,43.54,0.67
2024-02-12,08:30,7,February,Flat,93,599.76,28.26,40.25,78.5,0.9,62.8,0.75,47.27,0.67
2024-02-12,08:45,7,February,Flat,93,650.06,28.8,42.05,77.93,0.98,62.34,0.82,50.95,0.67
2024-02-12,09:00,7,February,Flat,93,700.35,29.34,43.85,77.36,1.05,61.89,0.88,54.59,0.67
2024-02-12,09:15,7,February,Flat,93,744.15,29.81,45.42,76.86,1.12,61.49,0.94,57.72,0.67
2024-02-12,09:30,7,February,Flat,93,787.95,30.29,46.99,76.37,1.19,61.09,1.0,60.81,0.67
2024-02-12,09:45,7,February,Flat,93,831.75,30.77,48.56,75.87,1.26,60.69,1.05,63.87,0.67
2024-02-12,10:00,7,February,Flat,93,875.55,31.24,50.13,75.37,1.32,60.3,1.11,66.9,0.67
2024-02-12,10:15,7,February,Flat,93,887.51,31.62,50.81,75.16,1.34,60.12,1.13,67.66,0.67
2024-02-12,10:30,7,February,Flat,93,899.46,32.01,51.49,74.94,1.36,59.95,1.14,68.42,0.67
2024-02-12,10:45,7,February,Flat,93,911.42,32.39,52.17,74.72,1.38,59.78,1.16,69.18,0.67
2024-02-12,11:00,7,February,Flat,93,923.38,32.77,52.85,74.51,1.4,59.61,1.17,69.93,0.67
2024-02-12,11:15,7,February,Flat,93,921.35,33.02,53.05,74.45,1.4,59.56,1.17,69.73,0.67
2024-02-12,11:30,7,February,Flat,93,919.32,33.27,53.25,74.38,1.4,59.51,1.17,69.53,0.67
2024-02-12,11:45,7,February,Flat,93,917.28,33.51,53.44,74.32,1.39,59.46,1.17,69.34,0.67
2024-02-12,12:00,7,February,Flat,93,915.25,33.76,53.64,74.26,1.39,59.41,1.16,69.14,0.67
2024-02-12,12:15,7,February,Flat,93,893.2,33.85,53.18,74.4,1.36,59.52,1.14,67.57,0.67
2024-02-12,12:30,7,February,Flat,93,871.15,33.95,52.72,74.55,1.32,59.64,1.11,66.0,0.67
2024-02-12,12:45,7,February,Flat,93,849.1,34.04,52.27,74.69,1.29,59.76,1.08,64.43,0.67
2024-02-12,13:00,7,February,Flat,93,827.05,34.13,51.81,74.84,1.25,59.87,1.05,62.85,0.67
2024-02-12,13:15,7,February,Flat,93,794.83,34.04,50.91,75.12,1.2,60.1,1.01,60.58,0.67
2024-02-12,13:30,7,February,Flat,93,762.61,33.95,50.02,75.41,1.15,60.32,0.97,58.29,0.67
2024-02-12,13:45,7,February,Flat,93,730.39,33.87,49.13,75.69,1.1,60.55,0.92,55.99,0.67
2024-02-12,14:00,7,February,Flat,93,698.17,33.78,48.23,75.97,1.05,60.78,0.88,53.67,0.67
2024-02-12,14:15,7,February,Flat,93,649.83,33.52,46.76,76.44,0.98,61.15,0.82,50.19,0.67
