Date,Time,ISO_Week,Month,Shape,Spacing_cm,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-04-08,05:15,15,April,Flat,62,26.36,27.49,32.15,81.06,0.04,64.85,0.03,2.13,0.67
2024-04-08,05:30,15,April,Flat,62,52.73,27.91,33.23,80.72,0.08,64.58,0.07,4.24,0.67
2024-04-08,05:45,15,April,Flat,62,79.09,28.34,34.31,80.38,0.12,64.3,0.1,6.35,0.67
2024-04-08,06:00,15,April,Flat,62,105.45,28.76,35.4,80.04,0.16,64.03,0.13,8.43,0.67
2024-04-08,06:15,15,April,Flat,62,153.53,29.4,37.24,79.45,0.23,63.56,0.19,12.21,0.67
2024-04-08,06:30,15,April,Flat,62,201.6,30.04,39.08,78.87,0.3,63.1,0.25,15.95,0.67
2024-04-08,06:45,15,April,Flat,62,249.68,30.68,40.92,78.29,0.37,62.63,0.31,19.64,0.67
2024-04-08,07:00,15,April,Flat,62,297.75,31.32,42.76,77.7,0.45,62.16,0.37,23.29,0.67
2024-04-08,07:15,15,April,Flat,62,362.91,31.93,45.0,76.99,0.55,61.6,0.46,28.19,0.67
2024-04-08,07:30,15,April,Flat,62,428.07,32.53,47.24,76.29,0.65,61.03,0.54,33.01,0.67
2024-04-08,07:45,15,April,Flat,62,493.24,33.14,49.47,75.58,0.75,60.46,0.62,37.77,0.67
2024-04-08,08:00,15,April,Flat,62,558.4,33.75,51.71,74.87,0.85,59.9,0.71,42.45,0.67
2024-04-08,08:15,15,April,Flat,62,610.45,34.34,53.6,74.27,0.93,59.42,0.78,46.12,0.67
2024-04-08,08:30,15,April,Flat,62,662.5,34.93,55.49,73.67,1.01,58.94,0.84,49.74,0.67
2024-04-08,08:45,15,April,Flat,62,714.55,35.52,57.38,73.07,1.09,58.46,0.91,53.31,0.67
2024-04-08,09:00,15,April,Flat,62,766.6,36.11,59.28,72.47,1.17,57.98,0.98,56.83,0.67
2024-04-08,09:15,15,April,Flat,62,799.27,36.62,60.61,72.05,1.22,57.64,1.02,58.98,0.67
2024-04-08,09:30,15,April,Flat,62,831.95,37.14,61.94,71.63,1.27,57.31,1.07,61.11,0.67
2024-04-08,09:45,15,April,Flat,62,864.62,37.66,63.27,71.21,1.33,56.97,1.11,63.22,0.67
2024-04-08,10:00,15,April,Flat,62,897.3,38.17,64.6,70.79,1.38,56.63,1.15,65.3,0.67
2024-04-08,10:15,15,April,Flat,62,919.19,38.55,65.52,70.5,1.41,56.4,1.18,66.68,0.67
2024-04-08,10:30,15,April,Flat,62,941.08,38.92,66.45,70.2,1.45,56.16,1.21,68.04,0.67
2024-04-08,10:45,15,April,Flat,62,962.96,39.3,67.37,69.91,1.48,55.93,1.24,69.4,0.67
2024-04-08,11:00,15,April,Flat,62,984.85,39.67,68.29,69.62,1.52,55.7,1.27,70.74,0.67
2024-04-08,11:15,15,April,Flat,62,976.03,39.87,68.27,69.63,1.5,55.7,1.26,70.11,0.67
2024-04-08,11:30,15,April,Flat,62,967.22,40.06,68.24,69.64,1.49,55.71,1.25,69.49,0.67
2024-04-08,11:45,15,April,Flat,62,958.4,40.26,68.21,69.64,1.48,55.72,1.24,68.86,0.67
2024-04-08,12:00,15,April,Flat,62,949.58,40.45,68.19,69.65,1.46,55.72,1.22,68.23,0.67
2024-04-08,12:15,15,April,Flat,62,909.84,40.49,67.24,69.95,1.4,55.96,1.17,65.6,0.67
2024-04-08,12:30,15,April,Flat,62,870.1,40.53,66.28,70.26,1.34,56.2,1.12,62.95,0.67
2024-04-08,12:45,15,April,Flat,62,830.36,40.57,65.33,70.56,1.28,56.45,1.07,60.28,0.67
2024-04-08,13:00,15,April,Flat,62,790.62,40.61,64.38,70.86,1.21,56.69,1.02,57.58,0.67
2024-04-08,13:15,15,April,Flat,62,764.57,40.46,63.57,71.11,1.17,56.89,0.98,55.84,0.67
2024-04-08,13:30,15,April,Flat,62,738.52,40.3,62.77,71.37,1.13,57.1,0.95,54.09,0.67
2024-04-08,13:45,15,April,Flat,62,712.47,40.15,61.96,71.62,1.09,57.3,0.91,52.33,0.67
2024-04-08,14:00,15,April,Flat,62,686.42,40.0,61.16,71.88,1.05,57.5,0.88,50.56,0.67
2024-04-08,14:15,15,April,Flat,62,632.99,39.66,59.48,72.41,0.97,57.93,0.81,46.89,0.67
