Date,Time,ISO_Week,Month,Shape,Spacing_cm,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-05-27,05:00,22,May,V-Shape,77,6.23,25.97,25.13,83.29,0.01,66.63,0.01,0.51,0.67
2024-05-27,05:15,22,May,V-Shape,77,26.5,26.2,25.86,83.05,0.04,66.44,0.03,2.18,0.67
2024-05-27,05:30,22,May,V-Shape,77,46.77,26.43,26.6,82.82,0.07,66.26,0.06,3.84,0.67
2024-05-27,05:45,22,May,V-Shape,77,67.04,26.66,27.34,82.59,0.1,66.07,0.08,5.49,0.67
2024-05-27,06:00,22,May,V-Shape,77,87.31,26.89,28.07,82.36,0.13,65.88,0.11,7.13,0.67
2024-05-27,06:15,22,May,V-Shape,77,120.78,27.34,29.36,81.95,0.18,65.56,0.15,9.83,0.67
2024-05-27,06:30,22,May,V-Shape,77,154.25,27.79,30.64,81.54,0.23,65.23,0.19,12.51,0.67
2024-05-27,06:45,22,May,V-Shape,77,187.71,28.23,31.93,81.14,0.28,64.91,0.23,15.17,0.67
2024-05-27,07:00,22,May,V-Shape,77,221.18,28.68,33.21,80.73,0.33,64.58,0.28,17.8,0.67
2024-05-27,07:15,22,May,V-Shape,77,258.9,29.22,34.69,80.26,0.39,64.21,0.32,20.75,0.67
2024-05-27,07:30,22,May,V-Shape,77,296.62,29.75,36.17,79.79,0.44,63.83,0.37,23.67,0.67
2024-05-27,07:45,22,May,V-Shape,77,334.35,30.29,37.65,79.32,0.5,63.46,0.42,26.56,0.67
2024-05-27,08:00,22,May,V-Shape,77,372.07,30.83,39.13,78.85,0.56,63.08,0.47,29.42,0.67
2024-05-27,08:15,22,May,V-Shape,77,397.82,31.33,40.27,78.49,0.6,62.79,0.5,31.35,0.67
2024-05-27,08:30,22,May,V-Shape,77,423.57,31.82,41.41,78.13,0.64,62.5,0.53,33.26,0.67
2024-05-27,08:45,22,May,V-Shape,77,449.32,32.32,42.56,77.77,0.67,62.22,0.57,35.16,0.67
2024-05-27,09:00,22,May,V-Shape,77,475.07,32.82,43.7,77.41,0.71,61.93,0.6,37.05,0.67
2024-05-27,09:15,22,May,V-Shape,77,515.63,33.22,45.11,76.96,0.78,61.57,0.65,40.03,0.67
2024-05-27,09:30,22,May,V-Shape,77,556.2,33.61,46.52,76.51,0.84,61.21,0.7,42.99,0.67
2024-05-27,09:45,22,May,V-Shape,77,596.76,34.01,47.93,76.07,0.9,60.85,0.75,45.92,0.67
2024-05-27,10:00,22,May,V-Shape,77,637.32,34.41,49.34,75.62,0.96,60.5,0.81,48.82,0.67
2024-05-27,10:15,22,May,V-Shape,77,643.1,34.64,49.72,75.5,0.97,60.4,0.81,49.2,0.67
2024-05-27,10:30,22,May,V-Shape,77,648.88,34.87,50.09,75.38,0.98,60.31,0.82,49.59,0.67
2024-05-27,10:45,22,May,V-Shape,77,654.67,35.1,50.47,75.26,0.99,60.21,0.83,49.97,0.67
