Date,Time,ISO_Week,Month,Shape,Spacing_cm,Connection,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-04-29,05:00,18,April,V-Shape,62,TCT,5.62,27.61,30.75,81.51,0.01,65.21,0.01,0.49,0.67
2024-04-29,05:15,18,April,V-Shape,62,TCT,37.86,27.94,31.89,81.15,0.06,64.92,0.05,3.27,0.67
2024-04-29,05:30,18,April,V-Shape,62,TCT,70.1,28.27,33.03,80.79,0.11,64.63,0.09,6.04,0.67
2024-04-29,05:45,18,April,V-Shape,62,TCT,102.35,28.61,34.17,80.43,0.16,64.34,0.14,8.79,0.67
2024-04-29,06:00,18,April,V-Shape,62,TCT,134.59,28.94,35.3,80.07,0.21,64.05,0.18,11.52,0.67
2024-04-29,06:15,18,April,V-Shape,62,TCT,191.35,29.51,37.29,79.44,0.31,63.55,0.26,16.28,0.67
2024-04-29,06:30,18,April,V-Shape,62,TCT,248.1,30.08,39.28,78.81,0.4,63.04,0.33,20.98,0.67
2024-04-29,06:45,18,April,V-Shape,62,TCT,304.86,30.65,41.27,78.18,0.49,62.54,0.41,25.63,0.67
2024-04-29,07:00,18,April,V-Shape,62,TCT,361.62,31.22,43.26,77.55,0.58,62.04,0.49,30.21,0.67
2024-04-29,07:15,18,April,V-Shape,62,TCT,423.03,31.84,45.42,76.86,0.68,61.49,0.57,35.11,0.67
2024-04-29,07:30,18,April,V-Shape,62,TCT,484.43,32.47,47.58,76.18,0.78,60.94,0.66,39.93,0.67
2024-04-29,07:45,18,April,V-Shape,62,TCT,545.84,33.09,49.73,75.5,0.88,60.4,0.74,44.68,0.67
2024-04-29,08:00,18,April,V-Shape,62,TCT,607.25,33.71,51.89,74.81,0.98,59.85,0.82,49.36,0.67
2024-04-29,08:15,18,April,V-Shape,62,TCT,655.14,34.3,53.68,74.25,1.06,59.4,0.89,52.95,0.67
2024-04-29,08:30,18,April,V-Shape,62,TCT,703.03,34.89,55.46,73.68,1.14,58.95,0.96,56.48,0.67
2024-04-29,08:45,18,April,V-Shape,62,TCT,750.93,35.47,57.25,73.12,1.22,58.49,1.03,59.97,0.67
2024-04-29,09:00,18,April,V-Shape,62,TCT,798.82,36.06,59.03,72.55,1.3,58.04,1.09,63.41,0.67
2024-04-29,09:15,18,April,V-Shape,62,TCT,832.83,36.55,60.37,72.13,1.36,57.7,1.14,65.81,0.67
2024-04-29,09:30,18,April,V-Shape,62,TCT,866.83,37.03,61.7,71.71,1.42,57.37,1.19,68.19,0.67
2024-04-29,09:45,18,April,V-Shape,62,TCT,900.84,37.52,63.04,71.28,1.48,57.03,1.24,70.53,0.67
2024-04-29,10:00,18,April,V-Shape,62,TCT,934.85,38.0,64.37,70.86,1.53,56.69,1.29,72.86,0.67
2024-04-29,10:15,18,April,V-Shape,62,TCT,940.99,38.34,64.86,70.71,1.55,56.56,1.29,73.21,0.67
2024-04-29,10:30,18,April,V-Shape,62,TCT,947.13,38.67,65.35,70.55,1.56,56.44,1.3,73.56,0.67
2024-04-29,10:45,18,April,V-Shape,62,TCT,953.27,39.01,65.84,70.39,1.57,56.32,1.31,73.91,0.67
2024-04-29,11:00,18,April,V-Shape,62,TCT,959.41,39.35,66.34,70.24,1.58,56.19,1.32,74.25,0.67
2024-04-29,11:15,18,April,V-Shape,62,TCT,948.49,39.53,66.24,70.27,1.56,56.22,1.31,73.43,0.67
2024-04-29,11:30,18,April,V-Shape,62,TCT,937.58,39.71,66.15,70.3,1.54,56.24,1.29,72.61,0.67
2024-04-29,11:45,18,April,V-Shape,62,TCT,926.67,39.89,66.06,70.33,1.52,56.26,1.28,71.79,0.67
2024-04-29,12:00,18,April,V-Shape,62,TCT,915.76,40.07,65.96,70.36,1.51,56.29,1.26,70.97,0.67
2024-04-29,12:15,18,April,V-Shape,62,TCT,891.07,40.11,65.39,70.54,1.46,56.43,1.23,69.2,0.67
2024-04-29,12:30,18,April,V-Shape,62,TCT,866.38,40.16,64.81,70.72,1.42,56.58,1.19,67.42,0.67
2024-04-29,12:45,18,April,V-Shape,62,TCT,841.69,40.2,64.24,70.9,1.38,56.72,1.16,65.63,0.67
2024-04-29,13:00,18,April,V-Shape,62,TCT,817.01,40.24,63.67,71.08,1.34,56.87,1.12,63.83,0.67
2024-04-29,13:15,18,April,V-Shape,62,TCT,779.43,40.07,62.56,71.44,1.28,57.15,1.07,61.13,0.67
2024-04-29,13:30,18,April,V-Shape,62,TCT,741.85,39.91,61.45,71.79,1.21,57.43,1.02,58.4,0.67
2024-04-29,13:45,18,April,V-Shape,62,TCT,704.27,39.74,60.34,72.14,1.15,57.71,0.96,55.66,0.67
2024-04-29,14:00,18,April,V-Shape,62,TCT,666.7,39.57,59.24,72.49,1.09,57.99,0.91,52.89,0.67
2024-04-29,14:15,18,April,V-Shape,62,TCT,616.94,39.27,57.7,72.97,1.01,58.38,0.84,49.2,0.67
2024-04-29,14:30,18,April,V-Shape,62,TCT,567.17,38.98,56.15,73.46,0.92,58.77,0.77,45.46,0.67
2024-04-29,14:45,18,April,V-Shape,62,TCT,517.41,38.68,54.61,73.95,0.84,59.16,0.7,41.69,0.67
2024-04-29,15:00,18,April,V-Shape,62,TCT,467.65,38.38,53.07,74.44,0.76,59.55,0.64,37.87,0.67
2024-04-29,15:15,18,April,V-Shape,62,TCT,409.63,37.94,51.18,75.04,0.66,60.03,0.56,33.38,0.67
2024-04-29,15:30,18,April,V-Shape,62,TCT,351.61,37.49,49.28,75.64,0.57,60.51,0.48,28.83,0.67
2024-04-29,15:45,18,April,V-Shape,62,TCT,293.59,37.05,47.38,76.24,0.47,60.99,0.4,24.21,0.67
2024-04-29,16:00,18,April,V-Shape,62,TCT,235.57,36.6,45.49,76.84,0.38,61.47,0.32,19.55,0.67
2024-04-29,16:15,18,April,V-Shape,62,TCT,188.97,36.06,43.79,77.38,0.3,61.9,0.25,15.76,0.67
2024-04-29,16:30,18,April,V-Shape,62,TCT,142.38,35.53,42.08,77.92,0.23,62.33,0.19,11.94,0.67
2024-04-29,16:45,18,April,V-Shape,62,TCT,95.79,34.99,40.38,78.46,0.15,62.77,0.13,8.07,0.67
2024-04-29,17:00,18,April,V-Shape,62,TCT,49.19,34.45,38.68,79.0,0.08,63.2,0.07,4.17,0.67
2024-04-29,17:15,18,April,V-Shape,62,TCT,36.89,33.97,37.89,79.25,0.06,63.4,0.05,3.13,0.67
2024-04-29,17:30,18,April,V-Shape,62,TCT,24.6,33.48,37.09,79.5,0.04,63.6,0.03,2.09,0.67
2024-04-29,17:45,18,April,V-Shape,62,TCT,12.3,32.99,36.3,79.75,0.02,63.8,0.02,1.05,0.67
2024-04-30,05:00,18,April,V-Shape,62,TCT,5.44,28.09,31.23,81.36,0.01,65.09,0.01,0.47,0.67
2024-04-30,05:15,18,April,V-Shape,62,TCT,34.18,28.42,32.27,81.02,0.05,64.82,0.05,2.95,0.67
2024-04-30,05:30,18,April,V-Shape,62,TCT,62.93,28.75,33.32,80.69,0.1,64.55,0.08,5.42,0.67
2024-04-30,05:45,18,April,V-Shape,62,TCT,91.67,29.08,34.37,80.36,0.15,64.29,0.12,7.87,0.67
2024-04-30,06:00,18,April,V-Shape,62,TCT,120.41,29.41,35.42,80.03,0.19,64.02,0.16,10.3,0.67
