Date,Time,ISO_Week,Month,Shape,Spacing_cm,Connection,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-12-02,05:15,49,December,Flat,93,TCT,9.21,23.94,21.17,84.54,0.01,67.63,0.01,0.82,0.67
2024-12-02,05:30,49,December,Flat,93,TCT,18.43,24.02,21.49,84.44,0.03,67.55,0.02,1.64,0.67
2024-12-02,05:45,49,December,Flat,93,TCT,27.64,24.11,21.8,84.34,0.04,67.47,0.04,2.46,0.67
2024-12-02,06:00,49,December,Flat,93,TCT,36.85,24.2,22.12,84.24,0.06,67.39,0.05,3.28,0.67
2024-12-02,06:15,49,December,Flat,93,TCT,61.21,24.53,23.06,83.94,0.1,67.15,0.08,5.43,0.67
2024-12-02,06:30,49,December,Flat,93,TCT,85.56,24.86,24.0,83.64,0.13,66.92,0.11,7.57,0.67
2024-12-02,06:45,49,December,Flat,93,TCT,109.92,25.19,24.94,83.35,0.17,66.68,0.15,9.69,0.67
2024-12-02,07:00,49,December,Flat,93,TCT,134.27,25.52,25.88,83.05,0.21,66.44,0.18,11.81,0.67
2024-12-02,07:15,49,December,Flat,93,TCT,163.05,25.97,27.04,82.68,0.26,66.14,0.22,14.29,0.67
2024-12-02,07:30,49,December,Flat,93,TCT,191.84,26.41,28.21,82.31,0.3,65.85,0.25,16.76,0.67
2024-12-02,07:45,49,December,Flat,93,TCT,220.62,26.86,29.38,81.94,0.35,65.55,0.29,19.21,0.67
2024-12-02,08:00,49,December,Flat,93,TCT,249.4,27.31,30.55,81.57,0.4,65.26,0.33,21.65,0.67
2024-12-02,08:15,49,December,Flat,93,TCT,290.42,27.62,31.88,81.15,0.46,64.92,0.39,25.11,0.67
2024-12-02,08:30,49,December,Flat,93,TCT,331.44,27.93,33.22,80.72,0.53,64.58,0.44,28.54,0.67
2024-12-02,08:45,49,December,Flat,93,TCT,372.46,28.25,34.56,80.3,0.59,64.24,0.5,31.95,0.67
2024-12-02,09:00,49,December,Flat,93,TCT,413.48,28.56,35.9,79.88,0.66,63.9,0.55,35.33,0.67
2024-12-02,09:15,49,December,Flat,93,TCT,430.79,28.81,36.58,79.66,0.69,63.73,0.58,36.73,0.67
2024-12-02,09:30,49,December,Flat,93,TCT,448.11,29.06,37.27,79.44,0.72,63.55,0.6,38.13,0.67
2024-12-02,09:45,49,December,Flat,93,TCT,465.42,29.32,37.95,79.23,0.74,63.38,0.62,39.52,0.67
2024-12-02,10:00,49,December,Flat,93,TCT,482.73,29.57,38.64,79.01,0.77,63.21,0.65,40.91,0.67
2024-12-02,10:15,49,December,Flat,93,TCT,490.61,29.8,39.06,78.88,0.79,63.1,0.66,41.52,0.67
2024-12-02,10:30,49,December,Flat,93,TCT,498.49,30.02,39.48,78.74,0.8,62.99,0.67,42.14,0.67
2024-12-02,10:45,49,December,Flat,93,TCT,506.37,30.24,39.9,78.61,0.81,62.89,0.68,42.75,0.67
2024-12-02,11:00,49,December,Flat,93,TCT,514.25,30.47,40.33,78.47,0.82,62.78,0.69,43.36,0.67
2024-12-02,11:15,49,December,Flat,93,TCT,491.7,30.59,39.88,78.62,0.79,62.89,0.66,41.51,0.67
2024-12-02,11:30,49,December,Flat,93,TCT,469.15,30.71,39.44,78.76,0.75,63.0,0.63,39.66,0.67
2024-12-02,11:45,49,December,Flat,93,TCT,446.6,30.83,38.99,78.9,0.72,63.12,0.6,37.81,0.67
2024-12-02,12:00,49,December,Flat,93,TCT,424.05,30.95,38.55,79.04,0.68,63.23,0.57,35.94,0.67
2024-12-02,12:15,49,December,Flat,93,TCT,412.4,30.95,38.26,79.13,0.66,63.3,0.55,34.99,0.67
2024-12-02,12:30,49,December,Flat,93,TCT,400.75,30.95,37.97,79.22,0.64,63.38,0.54,34.03,0.67
2024-12-02,12:45,49,December,Flat,93,TCT,389.1,30.95,37.68,79.31,0.62,63.45,0.52,33.07,0.67
2024-12-02,13:00,49,December,Flat,93,TCT,377.45,30.95,37.39,79.41,0.6,63.52,0.51,32.11,0.67
2024-12-02,13:15,49,December,Flat,93,TCT,368.11,30.84,37.05,79.51,0.59,63.61,0.49,31.34,0.67
2024-12-02,13:30,49,December,Flat,93,TCT,358.76,30.73,36.7,79.62,0.57,63.7,0.48,30.58,0.67
2024-12-02,13:45,49,December,Flat,93,TCT,349.42,30.63,36.36,79.73,0.56,63.78,0.47,29.81,0.67
2024-12-02,14:00,49,December,Flat,93,TCT,340.08,30.52,36.02,79.84,0.54,63.87,0.45,29.05,0.67
2024-12-02,14:15,49,December,Flat,93,TCT,301.76,30.36,34.9,80.19,0.48,64.15,0.4,25.86,0.67
2024-12-02,14:30,49,December,Flat,93,TCT,263.45,30.2,33.78,80.55,0.42,64.44,0.35,22.65,0.67
2024-12-02,14:45,49,December,Flat,93,TCT,225.13,30.03,32.66,80.9,0.36,64.72,0.3,19.42,0.67
2024-12-02,15:00,49,December,Flat,93,TCT,186.82,29.87,31.54,81.26,0.3,65.01,0.25,16.17,0.67
2024-12-02,15:15,49,December,Flat,93,TCT,157.74,29.57,30.52,81.58,0.25,65.27,0.21,13.69,0.67
2024-12-02,15:30,49,December,Flat,93,TCT,128.66,29.27,29.49,81.91,0.2,65.52,0.17,11.2,0.67
2024-12-02,15:45,49,December,Flat,93,TCT,99.58,28.98,28.47,82.23,0.16,65.78,0.13,8.69,0.67
2024-12-02,16:00,49,December,Flat,93,TCT,70.5,28.68,27.44,82.55,0.11,66.04,0.09,6.17,0.67
2024-12-02,16:15,49,December,Flat,93,TCT,53.82,28.29,26.63,82.81,0.09,66.25,0.07,4.72,0.67
2024-12-02,16:30,49,December,Flat,93,TCT,37.14,27.89,25.82,83.07,0.06,66.46,0.05,3.27,0.67
2024-12-02,16:45,49,December,Flat,93,TCT,20.46,27.5,25.01,83.33,0.03,66.66,0.03,1.8,0.67
2024-12-03,05:15,49,December,Flat,93,TCT,15.98,23.37,20.77,84.67,0.03,67.73,0.02,1.43,0.67
2024-12-03,05:30,49,December,Flat,93,TCT,31.96,23.48,21.28,84.5,0.05,67.6,0.04,2.85,0.67
2024-12-03,05:45,49,December,Flat,93,TCT,47.94,23.6,21.8,84.34,0.08,67.47,0.06,4.26,0.67
2024-12-03,06:00,49,December,Flat,93,TCT,63.92,23.71,22.31,84.18,0.1,67.34,0.08,5.68,0.67
2024-12-03,06:15,49,December,Flat,93,TCT,108.74,24.03,23.75,83.72,0.17,66.98,0.14,9.62,0.67
2024-12-03,06:30,49,December,Flat,93,TCT,153.56,24.36,25.19,83.27,0.24,66.61,0.2,13.53,0.67
2024-12-03,06:45,49,December,Flat,93,TCT,198.38,24.68,26.64,82.81,0.31,66.25,0.26,17.41,0.67
2024-12-03,07:00,49,December,Flat,93,TCT,243.2,25.0,28.08,82.35,0.39,65.88,0.32,21.26,0.67
