Date,Time,ISO_Week,Month,Shape,Spacing_cm,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-07-01,05:15,27,July,V-Shape,93,16.67,25.31,21.73,84.36,0.02,67.49,0.02,1.39,0.67
2024-07-01,05:30,27,July,V-Shape,93,30.62,25.48,22.24,84.2,0.05,67.36,0.04,2.54,0.67
2024-07-01,05:45,27,July,V-Shape,93,44.56,25.64,22.75,84.04,0.07,67.23,0.05,3.7,0.67
2024-07-01,06:00,27,July,V-Shape,93,58.51,25.8,23.26,83.88,0.09,67.1,0.07,4.84,0.67
2024-07-01,06:15,27,July,V-Shape,93,89.92,26.09,24.34,83.54,0.13,66.83,0.11,7.42,0.67
2024-07-01,06:30,27,July,V-Shape,93,121.33,26.38,25.41,83.2,0.18,66.56,0.15,9.99,0.67
2024-07-01,06:45,27,July,V-Shape,93,152.74,26.66,26.48,82.86,0.23,66.29,0.19,12.53,0.67
2024-07-01,07:00,27,July,V-Shape,93,184.15,26.95,27.55,82.52,0.27,66.02,0.23,15.07,0.67
2024-07-01,07:15,27,July,V-Shape,93,221.94,27.25,28.8,82.12,0.33,65.7,0.28,18.09,0.67
2024-07-01,07:30,27,July,V-Shape,93,259.73,27.55,30.05,81.73,0.39,65.38,0.32,21.1,0.67
2024-07-01,07:45,27,July,V-Shape,93,297.53,27.86,31.3,81.33,0.44,65.07,0.37,24.08,0.67
2024-07-01,08:00,27,July,V-Shape,93,335.32,28.16,32.54,80.94,0.5,64.75,0.42,27.04,0.67
2024-07-01,08:15,27,July,V-Shape,93,368.5,28.46,33.67,80.58,0.55,64.47,0.46,29.62,0.67
2024-07-01,08:30,27,July,V-Shape,93,401.68,28.76,34.8,80.22,0.6,64.18,0.5,32.18,0.67
2024-07-01,08:45,27,July,V-Shape,93,434.86,29.06,35.93,79.87,0.65,63.89,0.54,34.72,0.67
2024-07-01,09:00,27,July,V-Shape,93,468.04,29.36,37.06,79.51,0.7,63.61,0.59,37.24,0.67
2024-07-01,09:15,27,July,V-Shape,93,483.2,29.66,37.74,79.29,0.72,63.44,0.6,38.37,0.67
2024-07-01,09:30,27,July,V-Shape,93,498.36,29.95,38.41,79.08,0.75,63.26,0.62,39.5,0.67
2024-07-01,09:45,27,July,V-Shape,93,513.52,30.25,39.09,78.87,0.77,63.09,0.64,40.61,0.67
2024-07-01,10:00,27,July,V-Shape,93,528.68,30.55,39.77,78.65,0.79,62.92,0.66,41.73,0.67
2024-07-01,10:15,27,July,V-Shape,93,522.38,30.83,39.89,78.61,0.78,62.89,0.66,41.22,0.67
2024-07-01,10:30,27,July,V-Shape,93,516.09,31.11,40.01,78.58,0.77,62.86,0.65,40.7,0.67
2024-07-01,10:45,27,July,V-Shape,93,509.79,31.38,40.13,78.54,0.76,62.83,0.64,40.19,0.67
2024-07-01,11:00,27,July,V-Shape,93,503.5,31.66,40.25,78.5,0.75,62.8,0.63,39.68,0.67
2024-07-01,11:15,27,July,V-Shape,93,530.6,31.91,41.17,78.21,0.8,62.57,0.67,41.7,0.67
2024-07-01,11:30,27,July,V-Shape,93,557.71,32.15,42.09,77.92,0.84,62.33,0.7,43.71,0.67
2024-07-01,11:45,27,July,V-Shape,93,584.81,32.4,43.02,77.62,0.88,62.1,0.74,45.7,0.67
2024-07-01,12:00,27,July,V-Shape,93,611.92,32.64,43.94,77.33,0.92,61.87,0.77,47.68,0.67
2024-07-01,12:15,27,July,V-Shape,93,569.78,32.78,43.02,77.62,0.86,62.1,0.72,44.53,0.67
2024-07-01,12:30,27,July,V-Shape,93,527.64,32.91,42.11,77.91,0.79,62.33,0.66,41.35,0.67
2024-07-01,12:45,27,July,V-Shape,93,485.5,33.05,41.19,78.2,0.73,62.56,0.61,38.15,0.67
2024-07-01,13:00,27,July,V-Shape,93,443.36,33.19,40.27,78.49,0.66,62.79,0.56,34.94,0.67
2024-07-01,13:15,27,July,V-Shape,93,420.88,33.17,39.69,78.68,0.63,62.94,0.53,33.23,0.67
2024-07-01,13:30,27,July,V-Shape,93,398.4,33.14,39.1,78.86,0.6,63.09,0.5,31.51,0.67
2024-07-01,13:45,27,July,V-Shape,93,375.91,33.12,38.52,79.05,0.56,63.24,0.47,29.78,0.67
2024-07-01,14:00,27,July,V-Shape,93,353.43,33.1,37.94,79.23,0.53,63.39,0.44,28.05,0.67
2024-07-01,14:15,27,July,V-Shape,93,317.76,32.96,36.9,79.56,0.47,63.65,0.4,25.3,0.67
2024-07-01,14:30,27,July,V-Shape,93,282.1,32.81,35.87,79.89,0.42,63.91,0.35,22.53,0.67
2024-07-01,14:45,27,July,V-Shape,93,246.43,32.67,34.83,80.21,0.37,64.17,0.31,19.74,0.67
2024-07-01,15:00,27,July,V-Shape,93,210.77,32.53,33.8,80.54,0.31,64.43,0.26,16.94,0.67
2024-07-01,15:15,27,July,V-Shape,93,187.16,32.27,32.95,80.81,0.28,64.65,0.23,15.08,0.67
2024-07-01,15:30,27,July,V-Shape,93,163.55,32.02,32.1,81.08,0.24,64.86,0.2,13.21,0.67
2024-07-01,15:45,27,July,V-Shape,93,139.95,31.76,31.26,81.35,0.21,65.08,0.17,11.33,0.67
2024-07-01,16:00,27,July,V-Shape,93,116.34,31.5,30.41,81.62,0.17,65.29,0.14,9.44,0.67
2024-07-01,16:15,27,July,V-Shape,93,96.72,31.04,29.46,81.92,0.14,65.53,0.12,7.87,0.67
2024-07-01,16:30,27,July,V-Shape,93,77.1,30.58,28.51,82.22,0.11,65.77,0.1,6.29,0.67
2024-07-01,16:45,27,July,V-Shape,93,57.47,30.12,27.56,82.52,0.09,66.01,0.07,4.7,0.67
2024-07-01,17:00,27,July,V-Shape,93,37.85,29.66,26.61,82.82,0.06,66.26,0.05,3.11,0.67
2024-07-01,17:15,27,July,V-Shape,93,28.39,29.32,26.03,83.0,0.04,66.4,0.04,2.33,0.67
2024-07-01,17:30,27,July,V-Shape,93,18.93,28.98,25.45,83.19,0.03,66.55,0.02,1.56,0.67
2024-07-01,17:45,27,July,V-Shape,93,9.46,28.63,24.87,83.37,0.01,66.7,0.01,0.78,0.67
2024-07-02,05:15,27,July,V-Shape,93,25.47,24.01,20.65,84.71,0.04,67.76,0.03,2.12,0.67
2024-07-02,05:30,27,July,V-Shape,93,46.97,24.2,21.37,84.48,0.07,67.58,0.06,3.91,0.67
2024-07-02,05:45,27,July,V-Shape,93,68.47,24.38,22.09,84.25,0.1,67.4,0.08,5.69,0.67
2024-07-02,06:00,27,July,V-Shape,93,89.96,24.56,22.81,84.02,0.13,67.22,0.11,7.46,0.67
2024-07-02,06:15,27,July,V-Shape,93,132.01,24.82,24.12,83.61,0.19,66.89,0.16,10.9,0.67
2024-07-02,06:30,27,July,V-Shape,93,174.05,25.07,25.43,83.19,0.26,66.55,0.22,14.33,0.67
2024-07-02,06:45,27,July,V-Shape,93,216.1,25.33,26.73,82.78,0.32,66.22,0.27,17.72,0.67
2024-07-02,07:00,27,July,V-Shape,93,258.14,25.59,28.04,82.36,0.38,65.89,0.32,21.09,0.67
2024-07-02,07:15,27,July,V-Shape,93,300.84,26.09,29.62,81.87,0.45,65.49,0.37,24.47,0.67
2024-07-02,07:30,27,July,V-Shape,93,343.54,26.6,31.19,81.37,0.51,65.09,0.43,27.81,0.67
2024-07-02,07:45,27,July,V-Shape,93,386.25,27.11,32.76,80.87,0.57,64.7,0.48,31.13,0.67
2024-07-02,08:00,27,July,V-Shape,93,428.95,27.61,34.33,80.37,0.64,64.3,0.54,34.41,0.67
2024-07-02,08:15,27,July,V-Shape,93,474.37,28.32,36.18,79.79,0.71,63.83,0.59,37.85,0.67
2024-07-02,08:30,27,July,V-Shape,93,519.8,29.04,38.03,79.2,0.78,63.36,0.65,41.24,0.67
2024-07-02,08:45,27,July,V-Shape,93,565.23,29.75,39.88,78.62,0.85,62.89,0.71,44.6,0.67
2024-07-02,09:00,27,July,V-Shape,93,610.66,30.46,41.73,78.03,0.92,62.43,0.77,47.91,0.67
2024-07-02,09:15,27,July,V-Shape,93,643.34,30.91,43.0,77.63,0.97,62.1,0.81,50.28,0.67
2024-07-02,09:30,27,July,V-Shape,93,676.02,31.37,44.27,77.23,1.02,61.78,0.85,52.62,0.67
2024-07-02,09:45,27,July,V-Shape,93,708.7,31.83,45.54,76.82,1.07,61.46,0.89,54.95,0.67
2024-07-02,10:00,27,July,V-Shape,93,741.38,32.28,46.81,76.42,1.12,61.14,0.94,57.25,0.67
2024-07-02,10:15,27,July,V-Shape,93,732.9,32.58,46.9,76.39,1.11,61.11,0.93,56.58,0.67
2024-07-02,10:30,27,July,V-Shape,93,724.41,32.89,47.0,76.36,1.09,61.09,0.92,55.91,0.67
2024-07-02,10:45,27,July,V-Shape,93,715.92,33.19,47.09,76.33,1.08,61.07,0.9,55.24,0.67
2024-07-02,11:00,27,July,V-Shape,93,707.44,33.49,47.18,76.31,1.07,61.04,0.89,54.57,0.67
2024-07-02,11:15,27,July,V-Shape,93,682.8,33.67,46.74,76.44,1.03,61.16,0.86,52.74,0.67
2024-07-02,11:30,27,July,V-Shape,93,658.17,33.85,46.3,76.58,0.99,61.27,0.83,50.91,0.67
2024-07-02,11:45,27,July,V-Shape,93,633.53,34.03,45.87,76.72,0.95,61.38,0.8,49.07,0.67
2024-07-02,12:00,27,July,V-Shape,93,608.89,34.21,45.43,76.86,0.92,61.49,0.77,47.23,0.67
2024-07-02,12:15,27,July,V-Shape,93,601.4,34.29,45.32,76.89,0.91,61.51,0.76,46.66,0.67
2024-07-02,12:30,27,July,V-Shape,93,593.9,34.37,45.22,76.93,0.89,61.54,0.75,46.09,0.67
2024-07-02,12:45,27,July,V-Shape,93,586.4,34.45,45.11,76.96,0.88,61.57,0.74,45.53,0.67
2024-07-02,13:00,27,July,V-Shape,93,578.9,34.53,45.0,76.99,0.87,61.6,0.73,44.96,0.67
2024-07-02,13:15,27,July,V-Shape,93,548.54,34.55,44.26,77.23,0.83,61.78,0.69,42.7,0.67
2024-07-02,13:30,27,July,V-Shape,93,518.18,34.56,43.51,77.47,0.78,61.97,0.65,40.43,0.67
2024-07-02,13:45,27,July,V-Shape,93,487.81,34.58,42.77,77.7,0.73,62.16,0.61,38.15,0.67
2024-07-02,14:00,27,July,V-Shape,93,457.45,34.59,42.03,77.94,0.69,62.35,0.58,35.86,0.67
2024-07-02,14:15,27,July,V-Shape,93,419.58,34.52,41.01,78.26,0.63,62.61,0.53,32.99,0.67
2024-07-02,14:30,27,July,V-Shape,93,381.71,34.45,40.0,78.58,0.57,62.86,0.48,30.11,0.67
2024-07-02,14:45,27,July,V-Shape,93,343.84,34.39,38.98,78.9,0.51,63.12,0.43,27.2,0.67
2024-07-02,15:00,27,July,V-Shape,93,305.97,34.32,37.97,79.22,0.46,63.38,0.38,24.28,0.67
2024-07-02,15:15,27,July,V-Shape,93,273.94,34.11,36.96,79.54,0.41,63.63,0.34,21.81,0.67
2024-07-02,15:30,27,July,V-Shape,93,241.92,33.9,35.95,79.86,0.36,63.89,0.3,19.32,0.67
2024-07-02,15:45,27,July,V-Shape,93,209.9,33.69,34.94,80.18,0.31,64.15,0.26,16.81,0.67
2024-07-02,16:00,27,July,V-Shape,93,177.87,33.48,33.93,80.5,0.26,64.4,0.22,14.29,0.67
2024-07-02,16:15,27,July,V-Shape,93,146.75,32.85,32.52,80.95,0.22,64.76,0.18,11.84,0.67
2024-07-02,16:30,27,July,V-Shape,93,115.62,32.23,31.12,81.39,0.17,65.11,0.14,9.36,0.67
2024-07-02,16:45,27,July,V-Shape,93,84.5,31.61,29.72,81.83,0.13,65.47,0.1,6.87,0.67
2024-07-02,17:00,27,July,V-Shape,93,53.37,30.98,28.31,82.28,0.08,65.82,0.07,4.36,0.67
2024-07-02,17:15,27,July,V-Shape,93,40.03,30.51,27.51,82.53,0.06,66.03,0.05,3.28,0.67
2024-07-02,17:30,27,July,V-Shape,93,26.69,30.04,26.71,82.79,0.04,66.23,0.03,2.19,0.67
2024-07-02,17:45,27,July,V-Shape,93,13.34,29.57,25.9,83.04,0.02,66.43,0.02,1.1,0.67
2024-07-03,05:15,27,July,V-Shape,93,26.43,24.32,20.98,84.6,0.04,67.68,0.03,2.2,0.67
2024-07-03,05:30,27,July,V-Shape,93,48.58,24.53,21.74,84.36,0.07,67.49,0.06,4.04,0.67
2024-07-03,05:45,27,July,V-Shape,93,70.74,24.74,22.51,84.12,0.1,67.29,0.09,5.87,0.67
2024-07-03,06:00,27,July,V-Shape,93,92.89,24.95,23.27,83.88,0.14,67.1,0.11,7.69,0.67
2024-07-03,06:15,27,July,V-Shape,93,135.82,25.23,24.62,83.45,0.2,66.76,0.17,11.2,0.67
2024-07-03,06:30,27,July,V-Shape,93,178.75,25.5,25.97,83.02,0.26,66.42,0.22,14.69,0.67
2024-07-03,06:45,27,July,V-Shape,93,221.67,25.77,27.32,82.59,0.33,66.08,0.27,18.15,0.67
2024-07-03,07:00,27,July,V-Shape,93,264.6,26.05,28.66,82.17,0.39,65.73,0.33,21.58,0.67
2024-07-03,07:15,27,July,V-Shape,93,312.49,26.46,30.27,81.66,0.46,65.33,0.39,25.37,0.67
