Model,Train_Loss,Val_Loss,Test_Loss,Train_Acc(R2),Val_Acc(R2),Test_Acc(R2)
Attentive_N-BEATS,0.057999636977910995,0.05910414829850197,0.09479002449187635,-0.0006406175262057001,-0.0006498795022027437,-0.06584959667130241
