Date,Time,ISO_Week,Month,Shape,Spacing_cm,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-04-01,05:15,14,April,Inverted-V,77,25.74,26.55,25.19,83.27,0.04,66.61,0.03,2.12,0.67
2024-04-01,05:30,14,April,Inverted-V,77,51.49,26.98,26.27,82.93,0.08,66.34,0.06,4.23,0.67
2024-04-01,05:45,14,April,Inverted-V,77,77.23,27.41,27.35,82.59,0.11,66.07,0.1,6.32,0.67
2024-04-01,06:00,14,April,Inverted-V,77,102.98,27.85,28.42,82.24,0.15,65.79,0.13,8.4,0.67
2024-04-01,06:15,14,April,Inverted-V,77,164.37,28.51,30.62,81.55,0.24,65.24,0.2,13.33,0.67
2024-04-01,06:30,14,April,Inverted-V,77,225.76,29.17,32.81,80.85,0.34,64.68,0.28,18.19,0.67
2024-04-01,06:45,14,April,Inverted-V,77,287.16,29.83,35.01,80.16,0.43,64.13,0.36,22.99,0.67
2024-04-01,07:00,14,April,Inverted-V,77,348.55,30.49,37.2,79.46,0.52,63.57,0.44,27.72,0.67
2024-04-01,07:15,14,April,Inverted-V,77,414.68,31.19,39.56,78.72,0.62,62.97,0.52,32.75,0.67
2024-04-01,07:30,14,April,Inverted-V,77,480.81,31.89,41.92,77.97,0.72,62.38,0.6,37.7,0.67
2024-04-01,07:45,14,April,Inverted-V,77,546.93,32.6,44.27,77.23,0.82,61.78,0.69,42.57,0.67
2024-04-01,08:00,14,April,Inverted-V,77,613.06,33.3,46.63,76.48,0.92,61.18,0.77,47.37,0.67
2024-04-01,08:15,14,April,Inverted-V,77,663.35,33.94,48.52,75.88,1.0,60.7,0.84,50.95,0.67
2024-04-01,08:30,14,April,Inverted-V,77,713.65,34.58,50.42,75.28,1.08,60.22,0.9,54.48,0.67
2024-04-01,08:45,14,April,Inverted-V,77,763.94,35.22,52.32,74.68,1.16,59.74,0.97,57.96,0.67
2024-04-01,09:00,14,April,Inverted-V,77,814.23,35.86,54.22,74.08,1.24,59.26,1.04,61.39,0.67
2024-04-01,09:15,14,April,Inverted-V,77,849.95,36.36,55.61,73.64,1.29,58.91,1.08,63.79,0.67
2024-04-01,09:30,14,April,Inverted-V,77,885.66,36.86,57.0,73.2,1.35,58.56,1.13,66.16,0.67
2024-04-01,09:45,14,April,Inverted-V,77,921.38,37.35,58.39,72.76,1.41,58.2,1.18,68.51,0.67
2024-04-01,10:00,14,April,Inverted-V,77,957.1,37.85,59.78,72.32,1.46,57.85,1.22,70.83,0.67
2024-04-01,10:15,14,April,Inverted-V,77,964.29,38.24,60.34,72.14,1.47,57.71,1.23,71.22,0.67
2024-04-01,10:30,14,April,Inverted-V,77,971.49,38.62,60.91,71.96,1.49,57.57,1.24,71.61,0.67
2024-04-01,10:45,14,April,Inverted-V,77,978.68,39.01,61.48,71.78,1.5,57.42,1.25,72.0,0.67
2024-04-01,11:00,14,April,Inverted-V,77,985.88,39.4,62.05,71.6,1.51,57.28,1.26,72.39,0.67
2024-04-01,11:15,14,April,Inverted-V,77,969.54,39.63,61.87,71.65,1.48,57.32,1.24,71.23,0.67
2024-04-01,11:30,14,April,Inverted-V,77,953.21,39.87,61.7,71.71,1.46,57.37,1.22,70.08,0.67
2024-04-01,11:45,14,April,Inverted-V,77,936.87,40.11,61.53,71.76,1.43,57.41,1.2,68.92,0.67
2024-04-01,12:00,14,April,Inverted-V,77,920.54,40.34,61.35,71.82,1.41,57.45,1.18,67.75,0.67
2024-04-01,12:15,14,April,Inverted-V,77,897.3,40.43,60.86,71.97,1.37,57.58,1.15,66.16,0.67
2024-04-01,12:30,14,April,Inverted-V,77,874.06,40.51,60.36,72.13,1.34,57.7,1.12,64.55,0.67
2024-04-01,12:45,14,April,Inverted-V,77,850.82,40.59,59.87,72.29,1.3,57.83,1.09,62.94,0.67
2024-04-01,13:00,14,April,Inverted-V,77,827.58,40.68,59.37,72.45,1.26,57.96,1.06,61.33,0.67
2024-04-01,13:15,14,April,Inverted-V,77,781.43,40.6,58.13,72.84,1.19,58.27,1.0,58.15,0.67
2024-04-01,13:30,14,April,Inverted-V,77,735.27,40.52,56.9,73.23,1.12,58.58,0.94,54.94,0.67
2024-04-01,13:45,14,April,Inverted-V,77,689.11,40.43,55.66,73.62,1.05,58.9,0.88,51.71,0.67
2024-04-01,14:00,14,April,Inverted-V,77,642.96,40.35,54.42,74.01,0.98,59.21,0.82,48.44,0.67
2024-04-01,14:15,14,April,Inverted-V,77,582.35,40.07,52.63,74.58,0.88,59.66,0.74,44.14,0.67
2024-04-01,14:30,14,April,Inverted-V,77,521.75,39.8,50.84,75.15,0.79,60.12,0.66,39.78,0.67
2024-04-01,14:45,14,April,Inverted-V,77,461.15,39.52,49.05,75.71,0.7,60.57,0.58,35.36,0.67
2024-04-01,15:00,14,April,Inverted-V,77,400.55,39.24,47.25,76.28,0.6,61.03,0.51,30.89,0.67
2024-04-01,15:15,14,April,Inverted-V,77,349.61,38.75,45.49,76.84,0.53,61.47,0.44,27.11,0.67
2024-04-01,15:30,14,April,Inverted-V,77,298.66,38.26,43.73,77.4,0.45,61.92,0.38,23.29,0.67
2024-04-01,15:45,14,April,Inverted-V,77,247.72,37.77,41.96,77.96,0.37,62.37,0.31,19.42,0.67
2024-04-01,16:00,14,April,Inverted-V,77,196.78,37.28,40.2,78.52,0.29,62.81,0.25,15.51,0.67
2024-04-01,16:15,14,April,Inverted-V,77,157.71,36.59,38.53,79.04,0.24,63.23,0.2,12.49,0.67
2024-04-01,16:30,14,April,Inverted-V,77,118.64,35.9,36.87,79.57,0.18,63.66,0.15,9.45,0.67
2024-04-01,16:45,14,April,Inverted-V,77,79.57,35.21,35.2,80.1,0.12,64.08,0.1,6.37,0.67
2024-04-01,17:00,14,April,Inverted-V,77,40.5,34.52,33.53,80.63,0.06,64.5,0.05,3.26,0.67
