Date,Time,Year,Month,Day,Shape,Spacing_cm,Connection,Irradiance_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-04-01,05:15,2024,April,1,Flat,93,Se-P,23.84,26.55,24.14,83.6,0.035,66.88,0.029,1.969,0.67
2024-04-01,05:30,2024,April,1,Flat,93,Se-P,47.67,26.98,25.17,83.274,0.07,66.619,0.059,3.927,0.67
2024-04-01,05:45,2024,April,1,Flat,93,Se-P,71.51,27.41,26.2,82.947,0.106,66.358,0.089,5.873,0.67
2024-04-01,06:00,2024,April,1,Flat,93,Se-P,95.35,27.85,27.23,82.621,0.141,66.097,0.118,7.808,0.67
2024-04-01,06:15,2024,April,1,Flat,93,Se-P,152.19,28.51,29.31,81.962,0.226,65.569,0.189,12.389,0.67
2024-04-01,06:30,2024,April,1,Flat,93,Se-P,209.04,29.17,31.4,81.303,0.311,65.042,0.26,16.915,0.67
2024-04-01,06:45,2024,April,1,Flat,93,Se-P,265.88,29.83,33.48,80.644,0.396,64.515,0.331,21.384,0.67
2024-04-01,07:00,2024,April,1,Flat,93,Se-P,322.73,30.49,35.56,79.985,0.481,63.988,0.403,25.797,0.67
2024-04-01,07:15,2024,April,1,Flat,93,Se-P,383.96,31.19,37.79,79.278,0.574,63.422,0.481,30.487,0.67
2024-04-01,07:30,2024,April,1,Flat,93,Se-P,445.19,31.89,40.02,78.57,0.667,62.856,0.559,35.111,0.67
2024-04-01,07:45,2024,April,1,Flat,93,Se-P,506.42,32.6,42.26,77.863,0.76,62.291,0.637,39.668,0.67
2024-04-01,08:00,2024,April,1,Flat,93,Se-P,567.65,33.3,44.49,77.156,0.854,61.725,0.715,44.157,0.67
2024-04-01,08:15,2024,April,1,Flat,93,Se-P,614.22,33.94,46.3,76.585,0.926,61.268,0.775,47.509,0.67
2024-04-01,08:30,2024,April,1,Flat,93,Se-P,660.78,34.58,48.1,76.014,0.998,60.811,0.836,50.82,0.67
2024-04-01,08:45,2024,April,1,Flat,93,Se-P,707.35,35.22,49.9,75.442,1.07,60.354,0.896,54.087,0.67
2024-04-01,09:00,2024,April,1,Flat,93,Se-P,753.92,35.86,51.71,74.871,1.143,59.897,0.957,57.312,0.67
2024-04-01,09:15,2024,April,1,Flat,93,Se-P,786.99,36.36,53.03,74.452,1.194,59.561,1.0,59.568,0.67
2024-04-01,09:30,2024,April,1,Flat,93,Se-P,820.06,36.86,54.36,74.032,1.246,59.226,1.043,61.801,0.67
2024-04-01,09:45,2024,April,1,Flat,93,Se-P,853.13,37.35,55.68,73.613,1.298,58.89,1.087,64.011,0.67
2024-04-01,10:00,2024,April,1,Flat,93,Se-P,886.2,37.85,57.01,73.194,1.35,58.555,1.131,66.199,0.67
2024-04-01,10:15,2024,April,1,Flat,93,Se-P,892.86,38.24,57.56,73.018,1.361,58.415,1.14,66.572,0.67
2024-04-01,10:30,2024,April,1,Flat,93,Se-P,899.53,38.62,58.11,72.843,1.372,58.274,1.149,66.944,0.67
2024-04-01,10:45,2024,April,1,Flat,93,Se-P,906.19,39.01,58.67,72.667,1.383,58.134,1.158,67.313,0.67
2024-04-01,11:00,2024,April,1,Flat,93,Se-P,912.85,39.4,59.22,72.492,1.393,57.994,1.167,67.681,0.67
2024-04-01,11:15,2024,April,1,Flat,93,Se-P,897.73,39.63,59.08,72.537,1.37,58.03,1.148,66.592,0.67
2024-04-01,11:30,2024,April,1,Flat,93,Se-P,882.6,39.87,58.94,72.583,1.347,58.066,1.128,65.501,0.67
2024-04-01,11:45,2024,April,1,Flat,93,Se-P,867.48,40.11,58.79,72.628,1.324,58.102,1.109,64.41,0.67
2024-04-01,12:00,2024,April,1,Flat,93,Se-P,852.35,40.34,58.65,72.673,1.3,58.139,1.089,63.318,0.67
2024-04-01,12:15,2024,April,1,Flat,93,Se-P,830.83,40.43,58.2,72.817,1.267,58.253,1.061,61.814,0.67
2024-04-01,12:30,2024,April,1,Flat,93,Se-P,809.32,40.51,57.74,72.96,1.234,58.368,1.033,60.305,0.67
2024-04-01,12:45,2024,April,1,Flat,93,Se-P,787.8,40.59,57.29,73.104,1.2,58.483,1.005,58.792,0.67
2024-04-01,13:00,2024,April,1,Flat,93,Se-P,766.28,40.68,56.84,73.247,1.167,58.598,0.977,57.273,0.67
2024-04-01,13:15,2024,April,1,Flat,93,Se-P,723.54,40.6,55.69,73.611,1.101,58.889,0.922,54.287,0.67
2024-04-01,13:30,2024,April,1,Flat,93,Se-P,680.81,40.52,54.54,73.976,1.035,59.181,0.866,51.276,0.67
2024-04-01,13:45,2024,April,1,Flat,93,Se-P,638.07,40.43,53.38,74.34,0.969,59.472,0.811,48.24,0.67
2024-04-01,14:00,2024,April,1,Flat,93,Se-P,595.33,40.35,52.23,74.705,0.903,59.764,0.756,45.179,0.67
2024-04-01,14:15,2024,April,1,Flat,93,Se-P,539.22,40.07,50.55,75.237,0.816,60.189,0.684,41.145,0.67
2024-04-01,14:30,2024,April,1,Flat,93,Se-P,483.11,39.8,48.87,75.769,0.73,60.615,0.611,37.063,0.67
2024-04-01,14:45,2024,April,1,Flat,93,Se-P,426.99,39.52,47.19,76.301,0.644,61.041,0.54,32.934,0.67
2024-04-01,15:00,2024,April,1,Flat,93,Se-P,370.88,39.24,45.51,76.833,0.559,61.466,0.468,28.758,0.67
2024-04-01,15:15,2024,April,1,Flat,93,Se-P,323.71,38.75,43.84,77.362,0.487,61.889,0.408,25.232,0.67
2024-04-01,15:30,2024,April,1,Flat,93,Se-P,276.54,38.26,42.17,77.89,0.415,62.312,0.348,21.667,0.67
2024-04-01,15:45,2024,April,1,Flat,93,Se-P,229.37,37.77,40.5,78.419,0.344,62.735,0.288,18.063,0.67
2024-04-01,16:00,2024,April,1,Flat,93,Se-P,182.2,37.28,38.84,78.947,0.273,63.158,0.228,14.422,0.67
2024-04-01,16:15,2024,April,1,Flat,93,Se-P,146.02,36.59,37.24,79.452,0.218,63.562,0.183,11.614,0.67
2024-04-01,16:30,2024,April,1,Flat,93,Se-P,109.85,35.9,35.65,79.957,0.164,63.966,0.137,8.778,0.67
2024-04-01,16:45,2024,April,1,Flat,93,Se-P,73.67,35.21,34.05,80.462,0.11,64.369,0.092,5.915,0.67
2024-04-01,17:00,2024,April,1,Flat,93,Se-P,37.5,34.52,32.46,80.967,0.056,64.773,0.047,3.025,0.67
2024-04-01,17:15,2024,April,1,Flat,93,Se-P,28.12,33.9,31.6,81.237,0.042,64.99,0.035,2.274,0.67
2024-04-01,17:30,2024,April,1,Flat,93,Se-P,18.75,33.28,30.75,81.508,0.028,65.206,0.023,1.52,0.67
2024-04-01,17:45,2024,April,1,Flat,93,Se-P,9.38,32.66,29.89,81.778,0.014,65.423,0.012,0.762,0.67
2024-04-02,05:15,2024,April,2,Flat,93,Se-P,22.74,27.26,24.83,83.381,0.034,66.705,0.028,1.875,0.67
2024-04-02,05:30,2024,April,2,Flat,93,Se-P,45.48,27.59,25.73,83.096,0.067,66.477,0.056,3.74,0.67
2024-04-02,05:45,2024,April,2,Flat,93,Se-P,68.23,27.93,26.63,82.811,0.101,66.249,0.084,5.597,0.67
2024-04-02,06:00,2024,April,2,Flat,93,Se-P,90.97,28.26,27.53,82.526,0.135,66.02,0.113,7.443,0.67
2024-04-02,06:15,2024,April,2,Flat,93,Se-P,144.72,28.89,29.51,81.9,0.215,65.52,0.18,11.774,0.67
2024-04-02,06:30,2024,April,2,Flat,93,Se-P,198.46,29.52,31.49,81.274,0.295,65.019,0.247,16.054,0.67
2024-04-02,06:45,2024,April,2,Flat,93,Se-P,252.2,30.16,33.46,80.648,0.375,64.519,0.314,20.285,0.67
2024-04-02,07:00,2024,April,2,Flat,93,Se-P,305.95,30.79,35.44,80.023,0.456,64.018,0.382,24.464,0.67
2024-04-02,07:15,2024,April,2,Flat,93,Se-P,366.14,31.47,37.63,79.33,0.547,63.464,0.458,29.087,0.67
2024-04-02,07:30,2024,April,2,Flat,93,Se-P,426.33,32.16,39.81,78.637,0.639,62.91,0.535,33.645,0.67
2024-04-02,07:45,2024,April,2,Flat,93,Se-P,486.51,32.84,42.0,77.945,0.73,62.356,0.612,38.139,0.67
2024-04-02,08:00,2024,April,2,Flat,93,Se-P,546.7,33.52,44.19,77.252,0.822,61.802,0.689,42.567,0.67
2024-04-02,08:15,2024,April,2,Flat,93,Se-P,591.48,34.14,45.93,76.701,0.891,61.361,0.746,45.803,0.67
2024-04-02,08:30,2024,April,2,Flat,93,Se-P,636.27,34.77,47.67,76.149,0.96,60.919,0.804,49.0,0.67
2024-04-02,08:45,2024,April,2,Flat,93,Se-P,681.05,35.39,49.41,75.597,1.03,60.478,0.862,52.158,0.67
2024-04-02,09:00,2024,April,2,Flat,93,Se-P,725.83,36.01,51.16,75.046,1.099,60.037,0.921,55.276,0.67
2024-04-02,09:15,2024,April,2,Flat,93,Se-P,760.71,36.52,52.54,74.608,1.154,59.687,0.966,57.672,0.67
2024-04-02,09:30,2024,April,2,Flat,93,Se-P,795.58,37.03,53.92,74.171,1.208,59.337,1.012,60.043,0.67
2024-04-02,09:45,2024,April,2,Flat,93,Se-P,830.46,37.54,55.3,73.733,1.263,58.987,1.058,62.388,0.67
2024-04-02,10:00,2024,April,2,Flat,93,Se-P,865.33,38.05,56.68,73.296,1.318,58.636,1.104,64.709,0.67
