Date,Time,ISO_Week,Month,Shape,Spacing_cm,Connection,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-05-27,05:00,22,May,Flat,62,TCT,5.93,25.97,30.12,81.71,0.01,65.37,0.01,0.52,0.67
2024-05-27,05:15,22,May,Flat,62,TCT,25.23,26.2,30.83,81.48,0.04,65.19,0.03,2.19,0.67
2024-05-27,05:30,22,May,Flat,62,TCT,44.54,26.43,31.54,81.26,0.07,65.0,0.06,3.85,0.67
2024-05-27,05:45,22,May,Flat,62,TCT,63.84,26.66,32.26,81.03,0.1,64.82,0.09,5.51,0.67
2024-05-27,06:00,22,May,Flat,62,TCT,83.15,26.89,32.97,80.8,0.13,64.64,0.11,7.17,0.67
2024-05-27,06:15,22,May,Flat,62,TCT,115.03,27.34,34.21,80.41,0.18,64.33,0.15,9.88,0.67
2024-05-27,06:30,22,May,Flat,62,TCT,146.9,27.79,35.46,80.02,0.23,64.01,0.2,12.57,0.67
2024-05-27,06:45,22,May,Flat,62,TCT,178.78,28.23,36.7,79.62,0.29,63.7,0.24,15.24,0.67
2024-05-27,07:00,22,May,Flat,62,TCT,210.65,28.68,37.95,79.23,0.34,63.38,0.28,17.89,0.67
2024-05-27,07:15,22,May,Flat,62,TCT,246.58,29.22,39.38,78.77,0.4,63.02,0.33,20.85,0.67
2024-05-27,07:30,22,May,Flat,62,TCT,282.5,29.75,40.82,78.32,0.45,62.66,0.38,23.78,0.67
2024-05-27,07:45,22,May,Flat,62,TCT,318.43,30.29,42.25,77.86,0.51,62.29,0.43,26.69,0.67
2024-05-27,08:00,22,May,Flat,62,TCT,354.35,30.83,43.69,77.41,0.57,61.93,0.48,29.57,0.67
2024-05-27,08:15,22,May,Flat,62,TCT,378.88,31.33,44.8,77.06,0.61,61.65,0.51,31.5,0.67
2024-05-27,08:30,22,May,Flat,62,TCT,403.4,31.82,45.91,76.71,0.65,61.37,0.54,33.43,0.67
2024-05-27,08:45,22,May,Flat,62,TCT,427.93,32.32,47.02,76.36,0.69,61.08,0.58,35.34,0.67
2024-05-27,09:00,22,May,Flat,62,TCT,452.45,32.82,48.13,76.0,0.73,60.8,0.61,37.23,0.67
2024-05-27,09:15,22,May,Flat,62,TCT,491.08,33.22,49.49,75.57,0.79,60.46,0.67,40.23,0.67
2024-05-27,09:30,22,May,Flat,62,TCT,529.71,33.61,50.86,75.14,0.86,60.11,0.72,43.21,0.67
2024-05-27,09:45,22,May,Flat,62,TCT,568.34,34.01,52.22,74.71,0.92,59.77,0.77,46.15,0.67
2024-05-27,10:00,22,May,Flat,62,TCT,606.97,34.41,53.58,74.28,0.99,59.42,0.83,49.07,0.67
2024-05-27,10:15,22,May,Flat,62,TCT,612.48,34.64,53.95,74.16,1.0,59.33,0.83,49.45,0.67
2024-05-27,10:30,22,May,Flat,62,TCT,617.99,34.87,54.32,74.04,1.0,59.24,0.84,49.84,0.67
2024-05-27,10:45,22,May,Flat,62,TCT,623.49,35.1,54.69,73.93,1.01,59.14,0.85,50.22,0.67
2024-05-27,11:00,22,May,Flat,62,TCT,629.0,35.33,55.05,73.81,1.02,59.05,0.86,50.6,0.67
2024-05-27,11:15,22,May,Flat,62,TCT,635.31,35.41,55.29,73.74,1.03,58.99,0.87,51.07,0.67
2024-05-27,11:30,22,May,Flat,62,TCT,641.62,35.48,55.52,73.66,1.04,58.93,0.87,51.54,0.67
2024-05-27,11:45,22,May,Flat,62,TCT,647.94,35.55,55.75,73.59,1.05,58.87,0.88,52.01,0.67
2024-05-27,12:00,22,May,Flat,62,TCT,654.25,35.63,55.99,73.52,1.07,58.81,0.89,52.47,0.67
2024-05-27,12:15,22,May,Flat,62,TCT,652.65,35.51,55.83,73.57,1.06,58.85,0.89,52.37,0.67
2024-05-27,12:30,22,May,Flat,62,TCT,651.05,35.39,55.67,73.62,1.06,58.89,0.89,52.27,0.67
2024-05-27,12:45,22,May,Flat,62,TCT,649.45,35.27,55.51,73.67,1.06,58.93,0.89,52.17,0.67
