Date,Time,Year,Month,Day,Shape,Spacing_cm,Connection,Irradiance_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-04-01,05:15,2024,April,1,V-Shape,62,Se-P,25.03,26.55,30.17,81.691,0.037,65.353,0.031,2.032,0.67
2024-04-01,05:30,2024,April,1,V-Shape,62,Se-P,50.06,26.98,31.23,81.355,0.074,65.084,0.062,4.052,0.67
2024-04-01,05:45,2024,April,1,V-Shape,62,Se-P,75.09,27.41,32.29,81.019,0.112,64.815,0.093,6.06,0.67
2024-04-01,06:00,2024,April,1,V-Shape,62,Se-P,100.12,27.85,33.35,80.683,0.149,64.546,0.125,8.055,0.67
2024-04-01,06:15,2024,April,1,V-Shape,62,Se-P,159.8,28.51,35.51,80.002,0.238,64.001,0.2,12.776,0.67
2024-04-01,06:30,2024,April,1,V-Shape,62,Se-P,219.49,29.17,37.66,79.32,0.328,63.456,0.275,17.435,0.67
2024-04-01,06:45,2024,April,1,V-Shape,62,Se-P,279.18,29.83,39.81,78.639,0.418,62.911,0.35,22.033,0.67
2024-04-01,07:00,2024,April,1,V-Shape,62,Se-P,338.87,30.49,41.96,77.957,0.509,62.366,0.426,26.567,0.67
2024-04-01,07:15,2024,April,1,V-Shape,62,Se-P,403.16,31.19,44.27,77.226,0.607,61.781,0.508,31.383,0.67
2024-04-01,07:30,2024,April,1,V-Shape,62,Se-P,467.45,31.89,46.58,76.494,0.705,61.196,0.59,36.124,0.67
2024-04-01,07:45,2024,April,1,V-Shape,62,Se-P,531.74,32.6,48.89,75.763,0.804,60.61,0.673,40.792,0.67
2024-04-01,08:00,2024,April,1,V-Shape,62,Se-P,596.03,33.3,51.2,75.032,0.903,60.025,0.756,45.385,0.67
2024-04-01,08:15,2024,April,1,V-Shape,62,Se-P,644.93,33.94,53.06,74.442,0.979,59.554,0.82,48.81,0.67
2024-04-01,08:30,2024,April,1,V-Shape,62,Se-P,693.82,34.58,54.93,73.852,1.055,59.082,0.883,52.189,0.67
2024-04-01,08:45,2024,April,1,V-Shape,62,Se-P,742.72,35.22,56.79,73.262,1.131,58.61,0.947,55.521,0.67
2024-04-01,09:00,2024,April,1,V-Shape,62,Se-P,791.62,35.86,58.65,72.673,1.208,58.138,1.011,58.806,0.67
2024-04-01,09:15,2024,April,1,V-Shape,62,Se-P,826.34,36.36,60.02,72.24,1.262,57.792,1.057,61.101,0.67
