Date,Time,ISO_Week,Month,Shape,Spacing_cm,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-06-17,04:45,25,June,Inverted-V,77,5.63,24.05,22.19,84.22,0.01,67.37,0.01,0.47,0.67
2024-06-17,05:00,25,June,Inverted-V,77,7.51,24.0,22.19,84.22,0.01,67.37,0.01,0.62,0.67
2024-06-17,05:15,25,June,Inverted-V,77,41.07,24.25,23.27,83.88,0.06,67.1,0.05,3.4,0.67
2024-06-17,05:30,25,June,Inverted-V,77,74.64,24.49,24.36,83.53,0.11,66.83,0.09,6.16,0.67
2024-06-17,05:45,25,June,Inverted-V,77,108.21,24.73,25.44,83.19,0.16,66.55,0.13,8.91,0.67
2024-06-17,06:00,25,June,Inverted-V,77,141.77,24.98,26.52,82.85,0.21,66.28,0.18,11.63,0.67
2024-06-17,06:15,25,June,Inverted-V,77,199.51,25.43,28.42,82.25,0.3,65.8,0.25,16.28,0.67
2024-06-17,06:30,25,June,Inverted-V,77,257.25,25.88,30.31,81.65,0.38,65.32,0.32,20.88,0.67
2024-06-17,06:45,25,June,Inverted-V,77,314.99,26.32,32.2,81.05,0.47,64.84,0.39,25.43,0.67
2024-06-17,07:00,25,June,Inverted-V,77,372.73,26.77,34.09,80.45,0.56,64.36,0.46,29.92,0.67
2024-06-17,07:15,25,June,Inverted-V,77,429.02,27.45,36.18,79.79,0.64,63.83,0.54,34.23,0.67
2024-06-17,07:30,25,June,Inverted-V,77,485.32,28.13,38.26,79.13,0.73,63.3,0.61,38.48,0.67
2024-06-17,07:45,25,June,Inverted-V,77,541.61,28.81,40.35,78.47,0.81,62.77,0.68,42.67,0.67
2024-06-17,08:00,25,June,Inverted-V,77,597.91,29.49,42.44,77.81,0.9,62.25,0.75,46.81,0.67
2024-06-17,08:15,25,June,Inverted-V,77,622.81,30.14,43.71,77.4,0.94,61.92,0.78,48.57,0.67
2024-06-17,08:30,25,June,Inverted-V,77,647.71,30.8,44.99,77.0,0.98,61.6,0.82,50.31,0.67
2024-06-17,08:45,25,June,Inverted-V,77,672.62,31.45,46.26,76.6,1.01,61.28,0.85,52.03,0.67
2024-06-17,09:00,25,June,Inverted-V,77,697.52,32.1,47.54,76.19,1.05,60.95,0.88,53.74,0.67
2024-06-17,09:15,25,June,Inverted-V,77,719.42,32.54,48.52,75.88,1.09,60.7,0.91,55.25,0.67
2024-06-17,09:30,25,June,Inverted-V,77,741.31,32.97,49.5,75.57,1.12,60.46,0.94,56.76,0.67
2024-06-17,09:45,25,June,Inverted-V,77,763.21,33.41,50.49,75.26,1.16,60.21,0.97,58.25,0.67
2024-06-17,10:00,25,June,Inverted-V,77,785.11,33.84,51.47,74.95,1.19,59.96,1.0,59.73,0.67
2024-06-17,10:15,25,June,Inverted-V,77,798.56,34.13,52.1,74.75,1.21,59.8,1.01,60.63,0.67
2024-06-17,10:30,25,June,Inverted-V,77,812.01,34.42,52.73,74.55,1.23,59.64,1.03,61.52,0.67
2024-06-17,10:45,25,June,Inverted-V,77,825.47,34.72,53.35,74.35,1.25,59.48,1.05,62.41,0.67
2024-06-17,11:00,25,June,Inverted-V,77,838.92,35.01,53.98,74.15,1.27,59.32,1.07,63.3,0.67
2024-06-17,11:15,25,June,Inverted-V,77,836.0,35.19,54.09,74.12,1.27,59.29,1.06,63.06,0.67
2024-06-17,11:30,25,June,Inverted-V,77,833.09,35.38,54.2,74.08,1.27,59.27,1.06,62.81,0.67
2024-06-17,11:45,25,June,Inverted-V,77,830.17,35.56,54.31,74.05,1.26,59.24,1.06,62.57,0.67
2024-06-17,12:00,25,June,Inverted-V,77,827.25,35.74,54.42,74.01,1.26,59.21,1.05,62.33,0.67
2024-06-17,12:15,25,June,Inverted-V,77,801.96,35.76,53.8,74.21,1.22,59.37,1.02,60.55,0.67
2024-06-17,12:30,25,June,Inverted-V,77,776.67,35.77,53.19,74.4,1.18,59.52,0.99,58.76,0.67
2024-06-17,12:45,25,June,Inverted-V,77,751.37,35.78,52.57,74.6,1.14,59.68,0.95,56.96,0.67
2024-06-17,13:00,25,June,Inverted-V,77,726.08,35.8,51.95,74.79,1.1,59.83,0.92,55.15,0.67
2024-06-17,13:15,25,June,Inverted-V,77,717.96,35.66,51.61,74.9,1.09,59.92,0.91,54.6,0.67
2024-06-17,13:30,25,June,Inverted-V,77,709.83,35.53,51.28,75.01,1.08,60.01,0.9,54.04,0.67
2024-06-17,13:45,25,June,Inverted-V,77,701.7,35.39,50.94,75.11,1.06,60.09,0.89,53.48,0.67
2024-06-17,14:00,25,June,Inverted-V,77,693.58,35.26,50.6,75.22,1.05,60.18,0.88,52.91,0.67
2024-06-17,14:15,25,June,Inverted-V,77,638.91,35.03,49.01,75.73,0.97,60.58,0.81,48.99,0.67
2024-06-17,14:30,25,June,Inverted-V,77,584.24,34.81,47.42,76.23,0.88,60.98,0.74,45.03,0.67
2024-06-17,14:45,25,June,Inverted-V,77,529.58,34.59,45.82,76.73,0.8,61.39,0.67,41.02,0.67
2024-06-17,15:00,25,June,Inverted-V,77,474.91,34.36,44.23,77.24,0.71,61.79,0.6,36.97,0.67
2024-06-17,15:15,25,June,Inverted-V,77,423.18,34.01,42.59,77.76,0.64,62.21,0.53,33.11,0.67
2024-06-17,15:30,25,June,Inverted-V,77,371.46,33.66,40.95,78.28,0.56,62.62,0.47,29.21,0.67
2024-06-17,15:45,25,June,Inverted-V,77,319.73,33.32,39.31,78.8,0.48,63.04,0.4,25.27,0.67
2024-06-17,16:00,25,June,Inverted-V,77,268.0,32.97,37.67,79.32,0.4,63.45,0.34,21.29,0.67
2024-06-17,16:15,25,June,Inverted-V,77,217.6,32.43,35.87,79.89,0.32,63.91,0.27,17.38,0.67
2024-06-17,16:30,25,June,Inverted-V,77,167.19,31.89,34.07,80.45,0.25,64.36,0.21,13.42,0.67
2024-06-17,16:45,25,June,Inverted-V,77,116.79,31.36,32.28,81.02,0.17,64.82,0.15,9.43,0.67
2024-06-17,17:00,25,June,Inverted-V,77,66.39,30.82,30.48,81.59,0.1,65.27,0.08,5.39,0.67
2024-06-17,17:15,25,June,Inverted-V,77,49.79,30.38,29.63,81.86,0.07,65.49,0.06,4.05,0.67
2024-06-17,17:30,25,June,Inverted-V,77,33.19,29.95,28.78,82.13,0.05,65.7,0.04,2.71,0.67
2024-06-17,17:45,25,June,Inverted-V,77,16.6,29.52,27.93,82.4,0.02,65.92,0.02,1.36,0.67
2024-06-18,05:00,25,June,Inverted-V,77,5.78,24.49,22.63,84.08,0.01,67.26,0.01,0.48,0.67
2024-06-18,05:15,25,June,Inverted-V,77,29.69,24.75,23.49,83.81,0.04,67.04,0.04,2.46,0.67
2024-06-18,05:30,25,June,Inverted-V,77,53.61,25.01,24.35,83.53,0.08,66.83,0.07,4.43,0.67
2024-06-18,05:45,25,June,Inverted-V,77,77.53,25.27,25.21,83.26,0.11,66.61,0.1,6.38,0.67
2024-06-18,06:00,25,June,Inverted-V,77,101.44,25.53,26.07,82.99,0.15,66.39,0.13,8.33,0.67
2024-06-18,06:15,25,June,Inverted-V,77,146.51,25.89,27.55,82.52,0.22,66.02,0.18,11.99,0.67
2024-06-18,06:30,25,June,Inverted-V,77,191.58,26.25,29.04,82.05,0.28,65.64,0.24,15.61,0.67
2024-06-18,06:45,25,June,Inverted-V,77,236.65,26.61,30.53,81.58,0.35,65.26,0.29,19.2,0.67
2024-06-18,07:00,25,June,Inverted-V,77,281.72,26.97,32.01,81.11,0.42,64.89,0.35,22.75,0.67
2024-06-18,07:15,25,June,Inverted-V,77,332.31,27.48,33.79,80.55,0.49,64.44,0.41,26.7,0.67
2024-06-18,07:30,25,June,Inverted-V,77,382.9,27.98,35.56,79.98,0.57,63.99,0.48,30.61,0.67
2024-06-18,07:45,25,June,Inverted-V,77,433.5,28.49,37.33,79.42,0.65,63.54,0.54,34.47,0.67
2024-06-18,08:00,25,June,Inverted-V,77,484.09,29.0,39.1,78.86,0.72,63.09,0.61,38.29,0.67
