Date,Time,ISO_Week,Month,Shape,Spacing_cm,Connection,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-02-01,05:30,5,February,V-Shape,62,TSSC,9.55,22.82,26.06,82.99,0.01,66.39,0.01,0.82,0.67
2024-02-01,05:45,5,February,V-Shape,62,TSSC,14.33,23.06,26.42,82.88,0.02,66.3,0.02,1.24,0.67
2024-02-01,06:00,5,February,V-Shape,62,TSSC,19.11,23.29,26.77,82.77,0.03,66.21,0.02,1.65,0.67
2024-02-01,06:15,5,February,V-Shape,62,TSSC,48.71,23.68,27.9,82.41,0.08,65.93,0.06,4.18,0.67
2024-02-01,06:30,5,February,V-Shape,62,TSSC,78.3,24.07,29.03,82.05,0.12,65.64,0.1,6.7,0.67
2024-02-01,06:45,5,February,V-Shape,62,TSSC,107.9,24.47,30.17,81.69,0.17,65.35,0.14,9.2,0.67
2024-02-01,07:00,5,February,V-Shape,62,TSSC,137.5,24.86,31.3,81.33,0.21,65.07,0.18,11.69,0.67
2024-02-01,07:15,5,February,V-Shape,62,TSSC,178.93,25.36,32.84,80.85,0.28,64.68,0.23,15.14,0.67
2024-02-01,07:30,5,February,V-Shape,62,TSSC,220.37,25.87,34.38,80.36,0.34,64.29,0.29,18.56,0.67
2024-02-01,07:45,5,February,V-Shape,62,TSSC,261.8,26.38,35.92,79.87,0.41,63.9,0.34,21.95,0.67
2024-02-01,08:00,5,February,V-Shape,62,TSSC,303.24,26.88,37.46,79.38,0.48,63.51,0.4,25.31,0.67
2024-02-01,08:15,5,February,V-Shape,62,TSSC,329.59,27.47,38.71,78.99,0.52,63.19,0.43,27.4,0.67
2024-02-01,08:30,5,February,V-Shape,62,TSSC,355.95,28.06,39.96,78.59,0.56,62.87,0.47,29.48,0.67
2024-02-01,08:45,5,February,V-Shape,62,TSSC,382.31,28.66,41.22,78.19,0.6,62.55,0.5,31.54,0.67
2024-02-01,09:00,5,February,V-Shape,62,TSSC,408.66,29.25,42.47,77.8,0.64,62.24,0.54,33.59,0.67
2024-02-01,09:15,5,February,V-Shape,62,TSSC,459.91,29.7,44.2,77.25,0.73,61.8,0.61,37.6,0.67
2024-02-01,09:30,5,February,V-Shape,62,TSSC,511.17,30.14,45.92,76.7,0.81,61.36,0.68,41.56,0.67
2024-02-01,09:45,5,February,V-Shape,62,TSSC,562.42,30.59,47.65,76.16,0.89,60.92,0.75,45.48,0.67
2024-02-01,10:00,5,February,V-Shape,62,TSSC,613.67,31.04,49.38,75.61,0.97,60.49,0.82,49.35,0.67
2024-02-01,10:15,5,February,V-Shape,62,TSSC,639.59,31.33,50.32,75.31,1.02,60.25,0.85,51.28,0.67
2024-02-01,10:30,5,February,V-Shape,62,TSSC,665.5,31.62,51.26,75.01,1.06,60.01,0.89,53.2,0.67
2024-02-01,10:45,5,February,V-Shape,62,TSSC,691.41,31.92,52.2,74.71,1.1,59.77,0.92,55.1,0.67
2024-02-01,11:00,5,February,V-Shape,62,TSSC,717.33,32.21,53.14,74.42,1.14,59.53,0.96,56.99,0.67
2024-02-01,11:15,5,February,V-Shape,62,TSSC,714.23,32.37,53.23,74.39,1.14,59.51,0.95,56.73,0.67
2024-02-01,11:30,5,February,V-Shape,62,TSSC,711.14,32.53,53.31,74.36,1.13,59.49,0.95,56.47,0.67
2024-02-01,11:45,5,February,V-Shape,62,TSSC,708.04,32.7,53.4,74.34,1.13,59.47,0.95,56.2,0.67
2024-02-01,12:00,5,February,V-Shape,62,TSSC,704.95,32.86,53.48,74.31,1.12,59.45,0.94,55.94,0.67
2024-02-01,12:15,5,February,V-Shape,62,TSSC,665.59,32.91,52.55,74.61,1.06,59.68,0.89,52.98,0.67
2024-02-01,12:30,5,February,V-Shape,62,TSSC,626.24,32.95,51.61,74.9,1.0,59.92,0.83,50.0,0.67
2024-02-01,12:45,5,February,V-Shape,62,TSSC,586.88,33.0,50.67,75.2,0.93,60.16,0.78,47.0,0.67
2024-02-01,13:00,5,February,V-Shape,62,TSSC,547.52,33.05,49.74,75.49,0.87,60.4,0.73,43.98,0.67
2024-02-01,13:15,5,February,V-Shape,62,TSSC,551.31,32.97,49.76,75.49,0.88,60.39,0.73,44.28,0.67
2024-02-01,13:30,5,February,V-Shape,62,TSSC,555.1,32.89,49.77,75.48,0.88,60.39,0.74,44.59,0.67
2024-02-01,13:45,5,February,V-Shape,62,TSSC,558.89,32.82,49.79,75.48,0.89,60.38,0.74,44.89,0.67
2024-02-01,14:00,5,February,V-Shape,62,TSSC,562.67,32.74,49.81,75.47,0.89,60.38,0.75,45.19,0.67
2024-02-01,14:15,5,February,V-Shape,62,TSSC,522.91,32.57,48.65,75.84,0.83,60.67,0.69,42.15,0.67
2024-02-01,14:30,5,February,V-Shape,62,TSSC,483.15,32.41,47.48,76.21,0.77,60.97,0.64,39.09,0.67
2024-02-01,14:45,5,February,V-Shape,62,TSSC,443.38,32.24,46.32,76.58,0.7,61.26,0.59,36.01,0.67
2024-02-01,15:00,5,February,V-Shape,62,TSSC,403.62,32.07,45.16,76.94,0.64,61.56,0.53,32.9,0.67
2024-02-01,15:15,5,February,V-Shape,62,TSSC,351.53,31.72,43.51,77.47,0.55,61.97,0.46,28.8,0.67
2024-02-01,15:30,5,February,V-Shape,62,TSSC,299.45,31.37,41.85,77.99,0.47,62.39,0.4,24.66,0.67
2024-02-01,15:45,5,February,V-Shape,62,TSSC,247.36,31.01,40.2,78.52,0.39,62.81,0.33,20.47,0.67
2024-02-01,16:00,5,February,V-Shape,62,TSSC,195.28,30.66,38.54,79.04,0.31,63.23,0.26,16.24,0.67
2024-02-01,16:15,5,February,V-Shape,62,TSSC,155.15,30.04,36.92,79.55,0.24,63.64,0.2,12.97,0.67
2024-02-01,16:30,5,February,V-Shape,62,TSSC,115.02,29.43,35.3,80.07,0.18,64.05,0.15,9.66,0.67
2024-02-01,16:45,5,February,V-Shape,62,TSSC,74.89,28.81,33.68,80.58,0.12,64.46,0.1,6.32,0.67
2024-02-01,17:00,5,February,V-Shape,62,TSSC,34.76,28.19,32.06,81.09,0.05,64.87,0.05,2.95,0.67
2024-02-01,17:15,5,February,V-Shape,62,TSSC,26.07,27.84,31.49,81.27,0.04,65.02,0.03,2.21,0.67
2024-02-01,17:30,5,February,V-Shape,62,TSSC,17.38,27.49,30.92,81.45,0.03,65.16,0.02,1.48,0.67
2024-02-01,17:45,5,February,V-Shape,62,TSSC,8.69,27.14,30.36,81.63,0.01,65.31,0.01,0.74,0.67
2024-02-02,05:15,5,February,V-Shape,62,TSSC,6.09,23.34,26.49,82.85,0.01,66.28,0.01,0.52,0.67
2024-02-02,05:30,5,February,V-Shape,62,TSSC,12.18,23.57,26.87,82.74,0.02,66.19,0.02,1.05,0.67
2024-02-02,05:45,5,February,V-Shape,62,TSSC,18.27,23.79,27.24,82.62,0.03,66.09,0.02,1.57,0.67
2024-02-02,06:00,5,February,V-Shape,62,TSSC,24.36,24.01,27.62,82.5,0.04,66.0,0.03,2.09,0.67
2024-02-02,06:15,5,February,V-Shape,62,TSSC,61.18,24.39,28.92,82.09,0.1,65.67,0.08,5.23,0.67
