Date,Time,ISO_Week,Month,Shape,Spacing_cm,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-12-16,05:15,51,December,V-Shape,62,12.83,21.27,24.59,83.46,0.02,66.77,0.02,1.06,0.67
2024-12-16,05:30,51,December,V-Shape,62,25.66,21.34,24.99,83.33,0.04,66.67,0.03,2.11,0.67
2024-12-16,05:45,51,December,V-Shape,62,38.49,21.42,25.38,83.21,0.06,66.57,0.05,3.17,0.67
2024-12-16,06:00,51,December,V-Shape,62,51.32,21.49,25.77,83.08,0.08,66.47,0.06,4.22,0.67
2024-12-16,06:15,51,December,V-Shape,62,101.72,21.71,27.25,82.62,0.15,66.09,0.13,8.33,0.67
2024-12-16,06:30,51,December,V-Shape,62,152.12,21.92,28.73,82.15,0.23,65.72,0.19,12.4,0.67
2024-12-16,06:45,51,December,V-Shape,62,202.52,22.14,30.21,81.68,0.3,65.34,0.25,16.44,0.67
2024-12-16,07:00,51,December,V-Shape,62,252.92,22.36,31.68,81.21,0.38,64.97,0.31,20.45,0.67
2024-12-16,07:15,51,December,V-Shape,62,311.92,22.57,33.37,80.68,0.46,64.54,0.39,25.09,0.67
2024-12-16,07:30,51,December,V-Shape,62,370.91,22.77,35.05,80.15,0.55,64.12,0.46,29.69,0.67
2024-12-16,07:45,51,December,V-Shape,62,429.91,22.98,36.73,79.61,0.64,63.69,0.54,34.24,0.67
2024-12-16,08:00,51,December,V-Shape,62,488.9,23.19,38.41,79.08,0.73,63.26,0.61,38.75,0.67
2024-12-16,08:15,51,December,V-Shape,62,534.45,23.39,39.75,78.66,0.8,62.93,0.67,42.19,0.67
2024-12-16,08:30,51,December,V-Shape,62,580.0,23.59,41.09,78.23,0.87,62.59,0.73,45.59,0.67
2024-12-16,08:45,51,December,V-Shape,62,625.56,23.79,42.43,77.81,0.94,62.25,0.79,48.97,0.67
2024-12-16,09:00,51,December,V-Shape,62,671.11,23.99,43.77,77.39,1.01,61.91,0.85,52.32,0.67
2024-12-16,09:15,51,December,V-Shape,62,695.47,24.16,44.55,77.14,1.05,61.71,0.88,54.09,0.67
2024-12-16,09:30,51,December,V-Shape,62,719.84,24.34,45.33,76.89,1.08,61.51,0.91,55.85,0.67
2024-12-16,09:45,51,December,V-Shape,62,744.2,24.51,46.11,76.64,1.12,61.31,0.94,57.6,0.67
2024-12-16,10:00,51,December,V-Shape,62,768.57,24.68,46.89,76.4,1.16,61.12,0.97,59.34,0.67
2024-12-16,10:15,51,December,V-Shape,62,769.77,24.82,47.06,76.34,1.16,61.07,0.97,59.4,0.67
2024-12-16,10:30,51,December,V-Shape,62,770.97,24.96,47.23,76.29,1.16,61.03,0.97,59.46,0.67
2024-12-16,10:45,51,December,V-Shape,62,772.18,25.1,47.4,76.23,1.17,60.99,0.98,59.52,0.67
2024-12-16,11:00,51,December,V-Shape,62,773.38,25.24,47.57,76.18,1.17,60.94,0.98,59.58,0.67
2024-12-16,11:15,51,December,V-Shape,62,778.21,25.35,47.8,76.11,1.17,60.89,0.98,59.91,0.67
2024-12-16,11:30,51,December,V-Shape,62,783.05,25.45,48.03,76.04,1.18,60.83,0.99,60.24,0.67
2024-12-16,11:45,51,December,V-Shape,62,787.88,25.56,48.26,75.96,1.19,60.77,1.0,60.56,0.67
2024-12-16,12:00,51,December,V-Shape,62,792.72,25.67,48.49,75.89,1.2,60.71,1.0,60.89,0.67
2024-12-16,12:15,51,December,V-Shape,62,760.91,25.75,47.78,76.12,1.15,60.89,0.96,58.58,0.67
2024-12-16,12:30,51,December,V-Shape,62,729.09,25.84,47.06,76.34,1.1,61.07,0.92,56.26,0.67
2024-12-16,12:45,51,December,V-Shape,62,697.28,25.92,46.35,76.57,1.05,61.25,0.88,53.92,0.67
2024-12-16,13:00,51,December,V-Shape,62,665.47,26.0,45.64,76.79,1.0,61.43,0.84,51.58,0.67
2024-12-16,13:15,51,December,V-Shape,62,598.85,25.98,43.95,77.33,0.9,61.86,0.75,46.66,0.67
2024-12-16,13:30,51,December,V-Shape,62,532.23,25.95,42.26,77.86,0.8,62.29,0.67,41.69,0.67
2024-12-16,13:45,51,December,V-Shape,62,465.62,25.93,40.57,78.4,0.7,62.72,0.58,36.66,0.67
2024-12-16,14:00,51,December,V-Shape,62,399.0,25.91,38.89,78.93,0.6,63.15,0.5,31.58,0.67
