Date,Time,ISO_Week,Month,Shape,Spacing_cm,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-08-26,05:15,35,August,Inverted-V,77,28.1,24.06,22.76,84.04,0.04,67.23,0.03,2.33,0.67
2024-08-26,05:30,35,August,Inverted-V,77,56.2,24.37,23.77,83.72,0.08,66.97,0.07,4.65,0.67
2024-08-26,05:45,35,August,Inverted-V,77,84.3,24.67,24.77,83.4,0.12,66.72,0.1,6.95,0.67
2024-08-26,06:00,35,August,Inverted-V,77,112.4,24.97,25.78,83.08,0.17,66.46,0.14,9.24,0.67
2024-08-26,06:15,35,August,Inverted-V,77,165.64,25.51,27.65,82.49,0.25,65.99,0.21,13.55,0.67
2024-08-26,06:30,35,August,Inverted-V,77,218.88,26.05,29.52,81.9,0.32,65.52,0.27,17.81,0.67
2024-08-26,06:45,35,August,Inverted-V,77,272.13,26.58,31.39,81.31,0.4,65.04,0.34,22.02,0.67
2024-08-26,07:00,35,August,Inverted-V,77,325.37,27.12,33.25,80.71,0.48,64.57,0.41,26.19,0.67
2024-08-26,07:15,35,August,Inverted-V,77,389.47,27.66,35.39,80.04,0.58,64.03,0.49,31.15,0.67
2024-08-26,07:30,35,August,Inverted-V,77,453.57,28.2,37.53,79.36,0.68,63.49,0.57,36.04,0.67
2024-08-26,07:45,35,August,Inverted-V,77,517.67,28.73,39.67,78.68,0.78,62.95,0.65,40.87,0.67
2024-08-26,08:00,35,August,Inverted-V,77,581.76,29.27,41.81,78.0,0.87,62.4,0.73,45.63,0.67
2024-08-26,08:15,35,August,Inverted-V,77,602.87,29.76,42.83,77.68,0.91,62.15,0.76,47.14,0.67
2024-08-26,08:30,35,August,Inverted-V,77,623.97,30.24,43.84,77.36,0.94,61.89,0.79,48.64,0.67
2024-08-26,08:45,35,August,Inverted-V,77,645.07,30.73,44.86,77.04,0.97,61.63,0.81,50.12,0.67
2024-08-26,09:00,35,August,Inverted-V,77,666.18,31.22,45.87,76.72,1.0,61.37,0.84,51.6,0.67
2024-08-26,09:15,35,August,Inverted-V,77,660.52,31.66,46.17,76.62,1.0,61.3,0.83,51.11,0.67
2024-08-26,09:30,35,August,Inverted-V,77,654.86,32.09,46.47,76.53,0.99,61.22,0.83,50.63,0.67
2024-08-26,09:45,35,August,Inverted-V,77,649.21,32.53,46.76,76.44,0.98,61.15,0.82,50.14,0.67
2024-08-26,10:00,35,August,Inverted-V,77,643.55,32.97,47.06,76.34,0.97,61.07,0.81,49.66,0.67
2024-08-26,10:15,35,August,Inverted-V,77,669.02,33.31,48.04,76.03,1.01,60.83,0.85,51.46,0.67
2024-08-26,10:30,35,August,Inverted-V,77,694.49,33.65,49.01,75.72,1.05,60.58,0.88,53.26,0.67
2024-08-26,10:45,35,August,Inverted-V,77,719.97,33.99,49.99,75.42,1.09,60.33,0.91,55.04,0.67
2024-08-26,11:00,35,August,Inverted-V,77,745.44,34.33,50.97,75.11,1.13,60.08,0.95,56.8,0.67
2024-08-26,11:15,35,August,Inverted-V,77,734.79,34.53,50.9,75.13,1.11,60.1,0.93,56.01,0.67
2024-08-26,11:30,35,August,Inverted-V,77,724.15,34.73,50.83,75.15,1.1,60.12,0.92,55.21,0.67
2024-08-26,11:45,35,August,Inverted-V,77,713.51,34.93,50.77,75.17,1.08,60.14,0.9,54.41,0.67
2024-08-26,12:00,35,August,Inverted-V,77,702.86,35.13,50.7,75.19,1.06,60.15,0.89,53.61,0.67
2024-08-26,12:15,35,August,Inverted-V,77,718.89,35.16,51.13,75.05,1.09,60.04,0.91,54.75,0.67
2024-08-26,12:30,35,August,Inverted-V,77,734.92,35.19,51.56,74.92,1.11,59.93,0.93,55.9,0.67
2024-08-26,12:45,35,August,Inverted-V,77,750.95,35.21,51.99,74.78,1.14,59.83,0.95,57.03,0.67
2024-08-26,13:00,35,August,Inverted-V,77,766.98,35.24,52.41,74.65,1.16,59.72,0.97,58.17,0.67
2024-08-26,13:15,35,August,Inverted-V,77,721.71,35.1,51.15,75.05,1.09,60.04,0.92,54.96,0.67
2024-08-26,13:30,35,August,Inverted-V,77,676.44,34.97,49.88,75.45,1.02,60.36,0.86,51.73,0.67
2024-08-26,13:45,35,August,Inverted-V,77,631.17,34.83,48.61,75.85,0.95,60.68,0.8,48.46,0.67
2024-08-26,14:00,35,August,Inverted-V,77,585.9,34.69,47.34,76.25,0.88,61.0,0.74,45.17,0.67
2024-08-26,14:15,35,August,Inverted-V,77,548.38,34.43,46.14,76.63,0.83,61.31,0.69,42.44,0.67
2024-08-26,14:30,35,August,Inverted-V,77,510.85,34.17,44.95,77.01,0.77,61.61,0.64,39.68,0.67
2024-08-26,14:45,35,August,Inverted-V,77,473.33,33.92,43.75,77.39,0.71,61.91,0.6,36.9,0.67
2024-08-26,15:00,35,August,Inverted-V,77,435.8,33.66,42.56,77.77,0.65,62.22,0.55,34.1,0.67
2024-08-26,15:15,35,August,Inverted-V,77,383.41,33.27,40.85,78.31,0.57,62.65,0.48,30.16,0.67
2024-08-26,15:30,35,August,Inverted-V,77,331.02,32.87,39.15,78.85,0.5,63.08,0.41,26.18,0.67
2024-08-26,15:45,35,August,Inverted-V,77,278.63,32.47,37.44,79.39,0.42,63.51,0.35,22.15,0.67
2024-08-26,16:00,35,August,Inverted-V,77,226.24,32.08,35.74,79.93,0.34,63.94,0.28,18.07,0.67
2024-08-26,16:15,35,August,Inverted-V,77,181.95,31.54,34.09,80.45,0.27,64.36,0.23,14.61,0.67
2024-08-26,16:30,35,August,Inverted-V,77,137.66,31.0,32.45,80.97,0.2,64.78,0.17,11.11,0.67
2024-08-26,16:45,35,August,Inverted-V,77,93.37,30.47,30.8,81.49,0.14,65.19,0.12,7.57,0.67
2024-08-26,17:00,35,August,Inverted-V,77,49.09,29.93,29.16,82.01,0.07,65.61,0.06,4.0,0.67
2024-08-26,17:15,35,August,Inverted-V,77,36.81,29.48,28.4,82.25,0.05,65.8,0.05,3.0,0.67
2024-08-26,17:30,35,August,Inverted-V,77,24.54,29.02,27.64,82.49,0.04,65.99,0.03,2.01,0.67
2024-08-26,17:45,35,August,Inverted-V,77,12.27,28.57,26.88,82.73,0.02,66.19,0.02,1.01,0.67
2024-08-27,05:15,35,August,Inverted-V,77,23.33,24.22,22.8,84.02,0.03,67.22,0.03,1.93,0.67
2024-08-27,05:30,35,August,Inverted-V,77,46.66,24.41,23.58,83.78,0.07,67.02,0.06,3.86,0.67
2024-08-27,05:45,35,August,Inverted-V,77,69.98,24.6,24.35,83.53,0.1,66.83,0.09,5.78,0.67
2024-08-27,06:00,35,August,Inverted-V,77,93.31,24.79,25.12,83.29,0.14,66.63,0.12,7.69,0.67
2024-08-27,06:15,35,August,Inverted-V,77,136.71,25.14,26.56,82.83,0.2,66.27,0.17,11.22,0.67
2024-08-27,06:30,35,August,Inverted-V,77,180.12,25.49,27.99,82.38,0.27,65.9,0.22,14.72,0.67
2024-08-27,06:45,35,August,Inverted-V,77,223.52,25.84,29.43,81.93,0.33,65.54,0.28,18.19,0.67
2024-08-27,07:00,35,August,Inverted-V,77,266.92,26.19,30.86,81.47,0.4,65.18,0.33,21.63,0.67
2024-08-27,07:15,35,August,Inverted-V,77,325.47,26.68,32.82,80.85,0.48,64.68,0.41,26.23,0.67
2024-08-27,07:30,35,August,Inverted-V,77,384.01,27.18,34.78,80.23,0.57,64.19,0.48,30.77,0.67
2024-08-27,07:45,35,August,Inverted-V,77,442.55,27.67,36.73,79.61,0.66,63.69,0.55,35.25,0.67
2024-08-27,08:00,35,August,Inverted-V,77,501.1,28.16,38.69,78.99,0.75,63.2,0.63,39.68,0.67
2024-08-27,08:15,35,August,Inverted-V,77,513.17,28.62,39.45,78.75,0.77,63.0,0.64,40.54,0.67
2024-08-27,08:30,35,August,Inverted-V,77,525.25,29.09,40.22,78.51,0.79,62.81,0.66,41.4,0.67
2024-08-27,08:45,35,August,Inverted-V,77,537.32,29.55,40.99,78.27,0.81,62.61,0.67,42.25,0.67
2024-08-27,09:00,35,August,Inverted-V,77,549.4,30.02,41.75,78.02,0.82,62.42,0.69,43.1,0.67
2024-08-27,09:15,35,August,Inverted-V,77,580.81,30.41,42.93,77.65,0.87,62.12,0.73,45.4,0.67
2024-08-27,09:30,35,August,Inverted-V,77,612.23,30.8,44.11,77.28,0.92,61.82,0.77,47.68,0.67
2024-08-27,09:45,35,August,Inverted-V,77,643.64,31.19,45.28,76.91,0.97,61.52,0.81,49.94,0.67
2024-08-27,10:00,35,August,Inverted-V,77,675.05,31.58,46.46,76.53,1.02,61.23,0.85,52.19,0.67
2024-08-27,10:15,35,August,Inverted-V,77,683.22,31.85,46.94,76.38,1.03,61.11,0.86,52.74,0.67
2024-08-27,10:30,35,August,Inverted-V,77,691.39,32.13,47.41,76.23,1.04,60.98,0.87,53.29,0.67
2024-08-27,10:45,35,August,Inverted-V,77,699.56,32.41,47.89,76.08,1.06,60.86,0.88,53.84,0.67
2024-08-27,11:00,35,August,Inverted-V,77,707.72,32.68,48.37,75.93,1.07,60.74,0.9,54.38,0.67
2024-08-27,11:15,35,August,Inverted-V,77,739.02,32.84,49.32,75.63,1.12,60.5,0.94,56.62,0.67
2024-08-27,11:30,35,August,Inverted-V,77,770.31,33.0,50.26,75.33,1.17,60.26,0.98,58.83,0.67
2024-08-27,11:45,35,August,Inverted-V,77,801.6,33.17,51.21,75.03,1.21,60.02,1.02,61.04,0.67
2024-08-27,12:00,35,August,Inverted-V,77,832.9,33.33,52.15,74.73,1.26,59.78,1.06,63.22,0.67
2024-08-27,12:15,35,August,Inverted-V,77,802.89,33.41,51.48,74.94,1.22,59.95,1.02,61.08,0.67
2024-08-27,12:30,35,August,Inverted-V,77,772.88,33.49,50.81,75.15,1.17,60.12,0.98,58.92,0.67
2024-08-27,12:45,35,August,Inverted-V,77,742.86,33.57,50.14,75.37,1.12,60.29,0.94,56.76,0.67
2024-08-27,13:00,35,August,Inverted-V,77,712.85,33.65,49.47,75.58,1.08,60.46,0.9,54.58,0.67
2024-08-27,13:15,35,August,Inverted-V,77,683.57,33.6,48.69,75.83,1.03,60.66,0.87,52.47,0.67
2024-08-27,13:30,35,August,Inverted-V,77,654.28,33.55,47.91,76.07,0.99,60.86,0.83,50.35,0.67
2024-08-27,13:45,35,August,Inverted-V,77,624.99,33.5,47.12,76.32,0.94,61.06,0.79,48.22,0.67
2024-08-27,14:00,35,August,Inverted-V,77,595.71,33.45,46.34,76.57,0.9,61.26,0.75,46.07,0.67
2024-08-27,14:15,35,August,Inverted-V,77,547.21,33.28,44.96,77.01,0.82,61.61,0.69,42.5,0.67
2024-08-27,14:30,35,August,Inverted-V,77,498.71,33.11,43.57,77.45,0.75,61.96,0.63,38.9,0.67
2024-08-27,14:45,35,August,Inverted-V,77,450.21,32.93,42.19,77.89,0.68,62.31,0.57,35.27,0.67
2024-08-27,15:00,35,August,Inverted-V,77,401.71,32.76,40.8,78.32,0.6,62.66,0.5,31.61,0.67
