Date,Time,Year,Month,Day,Shape,Spacing_cm,Connection,Irradiance_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-04-01,05:15,2024,April,1,Inverted-V,93,TCT,25.74,26.55,22.19,84.218,0.041,67.375,0.034,2.288,0.67
2024-04-01,05:30,2024,April,1,Inverted-V,93,TCT,51.49,26.98,23.27,83.877,0.081,67.101,0.068,4.562,0.67
2024-04-01,05:45,2024,April,1,Inverted-V,93,TCT,77.23,27.41,24.35,83.535,0.122,66.828,0.102,6.822,0.67
2024-04-01,06:00,2024,April,1,Inverted-V,93,TCT,102.98,27.85,25.42,83.194,0.163,66.555,0.136,9.069,0.67
2024-04-01,06:15,2024,April,1,Inverted-V,93,TCT,164.37,28.51,27.62,82.499,0.26,65.999,0.218,14.386,0.67
2024-04-01,06:30,2024,April,1,Inverted-V,93,TCT,225.76,29.17,29.81,81.804,0.358,65.443,0.3,19.636,0.67
2024-04-01,06:45,2024,April,1,Inverted-V,93,TCT,287.16,29.83,32.01,81.109,0.457,64.887,0.382,24.818,0.67
2024-04-01,07:00,2024,April,1,Inverted-V,93,TCT,348.55,30.49,34.2,80.414,0.556,64.331,0.465,29.931,0.67
2024-04-01,07:15,2024,April,1,Inverted-V,93,TCT,414.68,31.19,36.56,79.668,0.662,63.734,0.555,35.361,0.67
2024-04-01,07:30,2024,April,1,Inverted-V,93,TCT,480.81,31.89,38.92,78.922,0.77,63.137,0.645,40.711,0.67
2024-04-01,07:45,2024,April,1,Inverted-V,93,TCT,546.93,32.6,41.27,78.176,0.878,62.541,0.735,45.979,0.67
2024-04-01,08:00,2024,April,1,Inverted-V,93,TCT,613.06,33.3,43.63,77.43,0.986,61.944,0.826,51.165,0.67
2024-04-01,08:15,2024,April,1,Inverted-V,93,TCT,663.35,33.94,45.52,76.829,1.069,61.463,0.895,55.035,0.67
2024-04-01,08:30,2024,April,1,Inverted-V,93,TCT,713.65,34.58,47.42,76.228,1.152,60.983,0.965,58.854,0.67
2024-04-01,08:45,2024,April,1,Inverted-V,93,TCT,763.94,35.22,49.32,75.628,1.236,60.502,1.035,62.621,0.67
2024-04-01,09:00,2024,April,1,Inverted-V,93,TCT,814.23,35.86,51.22,75.027,1.32,60.021,1.105,66.336,0.67
2024-04-01,09:15,2024,April,1,Inverted-V,93,TCT,849.95,36.36,52.61,74.587,1.379,59.669,1.155,68.933,0.67
2024-04-01,09:30,2024,April,1,Inverted-V,93,TCT,885.66,36.86,54.0,74.146,1.439,59.317,1.205,71.502,0.67
2024-04-01,09:45,2024,April,1,Inverted-V,93,TCT,921.38,37.35,55.39,73.706,1.499,58.965,1.256,74.044,0.67
2024-04-01,10:00,2024,April,1,Inverted-V,93,TCT,957.1,37.85,56.78,73.266,1.56,58.613,1.306,76.558,0.67
2024-04-01,10:15,2024,April,1,Inverted-V,93,TCT,964.29,38.24,57.34,73.086,1.572,58.469,1.317,76.986,0.67
2024-04-01,10:30,2024,April,1,Inverted-V,93,TCT,971.49,38.62,57.91,72.906,1.585,58.325,1.327,77.413,0.67
2024-04-01,10:45,2024,April,1,Inverted-V,93,TCT,978.68,39.01,58.48,72.727,1.597,58.181,1.338,77.836,0.67
2024-04-01,11:00,2024,April,1,Inverted-V,93,TCT,985.88,39.4,59.05,72.547,1.61,58.038,1.348,78.258,0.67
2024-04-01,11:15,2024,April,1,Inverted-V,93,TCT,969.54,39.63,58.87,72.602,1.583,58.082,1.326,77.007,0.67
2024-04-01,11:30,2024,April,1,Inverted-V,93,TCT,953.21,39.87,58.7,72.657,1.556,58.126,1.303,75.754,0.67
2024-04-01,11:45,2024,April,1,Inverted-V,93,TCT,936.87,40.11,58.53,72.712,1.529,58.169,1.281,74.499,0.67
2024-04-01,12:00,2024,April,1,Inverted-V,93,TCT,920.54,40.34,58.35,72.767,1.502,58.213,1.258,73.243,0.67
2024-04-01,12:15,2024,April,1,Inverted-V,93,TCT,897.3,40.43,57.86,72.924,1.464,58.339,1.226,71.514,0.67
2024-04-01,12:30,2024,April,1,Inverted-V,93,TCT,874.06,40.51,57.36,73.081,1.425,58.465,1.194,69.779,0.67
2024-04-01,12:45,2024,April,1,Inverted-V,93,TCT,850.82,40.59,56.87,73.238,1.387,58.59,1.161,68.037,0.67
2024-04-01,13:00,2024,April,1,Inverted-V,93,TCT,827.58,40.68,56.37,73.395,1.348,58.716,1.129,66.288,0.67
2024-04-01,13:15,2024,April,1,Inverted-V,93,TCT,781.43,40.6,55.13,73.786,1.271,59.029,1.065,62.85,0.67
2024-04-01,13:30,2024,April,1,Inverted-V,93,TCT,735.27,40.52,53.9,74.178,1.195,59.342,1.001,59.38,0.67
2024-04-01,13:45,2024,April,1,Inverted-V,93,TCT,689.11,40.43,52.66,74.569,1.118,59.656,0.937,55.879,0.67
2024-04-01,14:00,2024,April,1,Inverted-V,93,TCT,642.96,40.35,51.42,74.961,1.042,59.969,0.873,52.347,0.67
2024-04-01,14:15,2024,April,1,Inverted-V,93,TCT,582.35,40.07,49.63,75.529,0.942,60.423,0.789,47.688,0.67
2024-04-01,14:30,2024,April,1,Inverted-V,93,TCT,521.75,39.8,47.84,76.096,0.843,60.877,0.706,42.971,0.67
2024-04-01,14:45,2024,April,1,Inverted-V,93,TCT,461.15,39.52,46.05,76.664,0.744,61.331,0.623,38.197,0.67
2024-04-01,15:00,2024,April,1,Inverted-V,93,TCT,400.55,39.24,44.25,77.231,0.645,61.785,0.54,33.364,0.67
2024-04-01,15:15,2024,April,1,Inverted-V,93,TCT,349.61,38.75,42.49,77.79,0.562,62.232,0.471,29.28,0.67
2024-04-01,15:30,2024,April,1,Inverted-V,93,TCT,298.66,38.26,40.73,78.348,0.479,62.679,0.401,25.15,0.67
2024-04-01,15:45,2024,April,1,Inverted-V,93,TCT,247.72,37.77,38.96,78.907,0.397,63.125,0.332,20.972,0.67
2024-04-01,16:00,2024,April,1,Inverted-V,93,TCT,196.78,37.28,37.2,79.465,0.315,63.572,0.263,16.748,0.67
2024-04-01,16:15,2024,April,1,Inverted-V,93,TCT,157.71,36.59,35.53,79.993,0.252,63.994,0.211,13.49,0.67
2024-04-01,16:30,2024,April,1,Inverted-V,93,TCT,118.64,35.9,33.87,80.521,0.189,64.417,0.158,10.198,0.67
2024-04-01,16:45,2024,April,1,Inverted-V,93,TCT,79.57,35.21,32.2,81.048,0.127,64.839,0.106,6.873,0.67
2024-04-01,17:00,2024,April,1,Inverted-V,93,TCT,40.5,34.52,30.53,81.576,0.064,65.261,0.054,3.515,0.67
2024-04-01,17:15,2024,April,1,Inverted-V,93,TCT,30.38,33.9,29.66,81.853,0.048,65.482,0.04,2.643,0.67
2024-04-01,17:30,2024,April,1,Inverted-V,93,TCT,20.25,33.28,28.79,82.129,0.032,65.703,0.027,1.766,0.67
2024-04-01,17:45,2024,April,1,Inverted-V,93,TCT,10.12,32.66,27.91,82.406,0.016,65.924,0.013,0.885,0.67
2024-04-02,05:15,2024,April,2,Inverted-V,93,TCT,24.56,27.26,22.88,84.0,0.039,67.2,0.032,2.179,0.67
2024-04-02,05:30,2024,April,2,Inverted-V,93,TCT,49.12,27.59,23.82,83.701,0.077,66.961,0.065,4.346,0.67
2024-04-02,05:45,2024,April,2,Inverted-V,93,TCT,73.69,27.93,24.77,83.401,0.116,66.721,0.097,6.501,0.67
2024-04-02,06:00,2024,April,2,Inverted-V,93,TCT,98.25,28.26,25.72,83.101,0.155,66.481,0.13,8.645,0.67
2024-04-02,06:15,2024,April,2,Inverted-V,93,TCT,156.29,28.89,27.8,82.441,0.248,65.953,0.207,13.672,0.67
2024-04-02,06:30,2024,April,2,Inverted-V,93,TCT,214.34,29.52,29.88,81.782,0.34,65.425,0.285,18.639,0.67
2024-04-02,06:45,2024,April,2,Inverted-V,93,TCT,272.38,30.16,31.97,81.122,0.433,64.898,0.363,23.544,0.67
2024-04-02,07:00,2024,April,2,Inverted-V,93,TCT,330.43,30.79,34.05,80.462,0.527,64.37,0.441,28.387,0.67
