Date,Time,ISO_Week,Month,Shape,Spacing_cm,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-07-01,05:15,27,July,V-Shape,77,16.67,25.31,24.73,83.41,0.02,66.73,0.02,1.38,0.67
2024-07-01,05:30,27,July,V-Shape,77,30.62,25.48,25.24,83.25,0.05,66.6,0.04,2.52,0.67
2024-07-01,05:45,27,July,V-Shape,77,44.56,25.64,25.75,83.09,0.07,66.47,0.06,3.66,0.67
2024-07-01,06:00,27,July,V-Shape,77,58.51,25.8,26.26,82.93,0.09,66.34,0.07,4.8,0.67
2024-07-01,06:15,27,July,V-Shape,77,89.92,26.09,27.34,82.59,0.13,66.07,0.11,7.36,0.67
2024-07-01,06:30,27,July,V-Shape,77,121.33,26.38,28.41,82.25,0.18,65.8,0.15,9.9,0.67
2024-07-01,06:45,27,July,V-Shape,77,152.74,26.66,29.48,81.91,0.23,65.53,0.19,12.43,0.67
2024-07-01,07:00,27,July,V-Shape,77,184.15,26.95,30.55,81.57,0.27,65.26,0.23,14.94,0.67
2024-07-01,07:15,27,July,V-Shape,77,221.94,27.25,31.8,81.17,0.33,64.94,0.28,17.94,0.67
2024-07-01,07:30,27,July,V-Shape,77,259.73,27.55,33.05,80.78,0.39,64.62,0.32,20.92,0.67
2024-07-01,07:45,27,July,V-Shape,77,297.53,27.86,34.3,80.38,0.44,64.31,0.37,23.87,0.67
2024-07-01,08:00,27,July,V-Shape,77,335.32,28.16,35.54,79.99,0.5,63.99,0.42,26.8,0.67
2024-07-01,08:15,27,July,V-Shape,77,368.5,28.46,36.67,79.63,0.55,63.71,0.46,29.36,0.67
2024-07-01,08:30,27,July,V-Shape,77,401.68,28.76,37.8,79.27,0.6,63.42,0.5,31.89,0.67
2024-07-01,08:45,27,July,V-Shape,77,434.86,29.06,38.93,78.92,0.65,63.13,0.55,34.41,0.67
2024-07-01,09:00,27,July,V-Shape,77,468.04,29.36,40.06,78.56,0.7,62.85,0.59,36.91,0.67
2024-07-01,09:15,27,July,V-Shape,77,483.2,29.66,40.74,78.34,0.72,62.68,0.61,38.03,0.67
2024-07-01,09:30,27,July,V-Shape,77,498.36,29.95,41.41,78.13,0.75,62.5,0.63,39.14,0.67
2024-07-01,09:45,27,July,V-Shape,77,513.52,30.25,42.09,77.92,0.77,62.33,0.65,40.24,0.67
2024-07-01,10:00,27,July,V-Shape,77,528.68,30.55,42.77,77.7,0.79,62.16,0.67,41.35,0.67
2024-07-01,10:15,27,July,V-Shape,77,522.38,30.83,42.89,77.66,0.78,62.13,0.66,40.84,0.67
2024-07-01,10:30,27,July,V-Shape,77,516.09,31.11,43.01,77.63,0.78,62.1,0.65,40.33,0.67
