Date,Time,Shape,Spacing_cm,Connection,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-11-01,05:15,Inverted-V,93,TCT,24.1,25.1,20.7,84.7,0.04,67.76,0.03,2.2,0.67
2024-11-01,05:30,Inverted-V,93,TCT,48.3,25.2,21.4,84.46,0.08,67.57,0.06,4.3,0.67
2024-11-01,05:45,Inverted-V,93,TCT,72.4,25.3,22.2,84.23,0.11,67.38,0.1,6.4,0.67
2024-11-01,06:00,Inverted-V,93,TCT,96.6,25.5,22.9,83.99,0.15,67.2,0.13,8.6,0.67
2024-11-01,06:15,Inverted-V,93,TCT,145.8,25.7,24.4,83.53,0.23,66.82,0.19,12.9,0.67
2024-11-01,06:30,Inverted-V,93,TCT,195.0,26.0,25.8,83.07,0.31,66.45,0.26,17.2,0.67
2024-11-01,06:45,Inverted-V,93,TCT,244.3,26.2,27.3,82.6,0.39,66.08,0.32,21.4,0.67
2024-11-01,07:00,Inverted-V,93,TCT,293.5,26.4,28.8,82.14,0.47,65.71,0.39,25.6,0.67
2024-11-01,07:15,Inverted-V,93,TCT,350.6,26.8,30.5,81.58,0.56,65.27,0.47,30.4,0.67
2024-11-01,07:30,Inverted-V,93,TCT,407.8,27.1,32.3,81.03,0.65,64.82,0.54,35.2,0.67
2024-11-01,07:45,Inverted-V,93,TCT,465.0,27.4,34.0,80.47,0.74,64.38,0.62,40.0,0.67
2024-11-01,08:00,Inverted-V,93,TCT,522.1,27.7,35.8,79.92,0.83,63.94,0.7,44.6,0.67
2024-11-01,08:15,Inverted-V,93,TCT,568.7,28.1,37.3,79.44,0.91,63.55,0.76,48.4,0.67
2024-11-01,08:30,Inverted-V,93,TCT,615.2,28.4,38.8,78.96,0.99,63.17,0.82,52.1,0.67
2024-11-01,08:45,Inverted-V,93,TCT,661.8,28.8,40.3,78.48,1.06,62.79,0.89,55.8,0.67
2024-11-01,09:00,Inverted-V,93,TCT,708.4,29.1,41.8,78.01,1.14,62.4,0.95,59.5,0.67
2024-11-01,09:15,Inverted-V,93,TCT,736.3,29.4,42.8,77.69,1.18,62.15,0.99,61.6,0.67
2024-11-01,09:30,Inverted-V,93,TCT,764.3,29.7,43.8,77.37,1.23,61.9,1.03,63.8,0.67
2024-11-01,09:45,Inverted-V,93,TCT,792.3,30.0,44.8,77.05,1.28,61.64,1.07,65.9,0.67
2024-11-01,10:00,Inverted-V,93,TCT,820.3,30.3,45.8,76.73,1.32,61.39,1.11,68.0,0.67
2024-11-01,10:15,Inverted-V,93,TCT,818.8,30.5,46.0,76.67,1.32,61.34,1.11,67.8,0.67
2024-11-01,10:30,Inverted-V,93,TCT,817.2,30.8,46.2,76.61,1.32,61.29,1.1,67.7,0.67
2024-11-01,10:45,Inverted-V,93,TCT,815.7,31.0,46.4,76.56,1.32,61.24,1.1,67.5,0.67
2024-11-01,11:00,Inverted-V,93,TCT,814.1,31.2,46.6,76.5,1.31,61.2,1.1,67.3,0.67
2024-11-01,11:15,Inverted-V,93,TCT,787.3,31.3,46.0,76.67,1.27,61.34,1.06,65.2,0.67
2024-11-01,11:30,Inverted-V,93,TCT,760.4,31.5,45.5,76.85,1.23,61.48,1.03,63.1,0.67
2024-11-01,11:45,Inverted-V,93,TCT,733.6,31.6,44.9,77.02,1.18,61.62,0.99,61.0,0.67
2024-11-01,12:00,Inverted-V,93,TCT,706.8,31.7,44.4,77.19,1.14,61.76,0.95,58.8,0.67
2024-11-01,12:15,Inverted-V,93,TCT,645.6,31.7,42.9,77.67,1.04,62.13,0.87,54.0,0.67
2024-11-01,12:30,Inverted-V,93,TCT,584.5,31.8,41.4,78.14,0.94,62.51,0.79,49.1,0.67
2024-11-01,12:45,Inverted-V,93,TCT,523.4,31.8,39.9,78.62,0.84,62.89,0.7,44.2,0.67
2024-11-01,13:00,Inverted-V,93,TCT,462.3,31.8,38.4,79.09,0.74,63.27,0.62,39.2,0.67
2024-11-01,13:15,Inverted-V,93,TCT,421.0,31.7,37.3,79.44,0.67,63.56,0.56,35.8,0.67
2024-11-01,13:30,Inverted-V,93,TCT,379.6,31.6,36.1,79.8,0.61,63.84,0.51,32.4,0.67
2024-11-01,13:45,Inverted-V,93,TCT,338.3,31.6,35.0,80.16,0.54,64.13,0.45,29.0,0.67
2024-11-01,14:00,Inverted-V,93,TCT,296.9,31.5,33.9,80.51,0.47,64.41,0.4,25.5,0.67
2024-11-01,14:15,Inverted-V,93,TCT,268.0,31.4,33.1,80.78,0.43,64.62,0.36,23.1,0.67
2024-11-01,14:30,Inverted-V,93,TCT,239.2,31.2,32.2,81.04,0.38,64.83,0.32,20.7,0.67
2024-11-01,14:45,Inverted-V,93,TCT,210.3,31.1,31.4,81.31,0.33,65.05,0.28,18.2,0.67
2024-11-01,15:00,Inverted-V,93,TCT,181.5,31.0,30.5,81.57,0.29,65.26,0.24,15.7,0.67
2024-11-01,15:15,Inverted-V,93,TCT,154.4,30.8,29.7,81.85,0.25,65.48,0.21,13.4,0.67
2024-11-01,15:30,Inverted-V,93,TCT,127.4,30.6,28.8,82.13,0.2,65.7,0.17,11.1,0.67
2024-11-01,15:45,Inverted-V,93,TCT,100.4,30.4,27.9,82.41,0.16,65.92,0.13,8.8,0.67
2024-11-01,16:00,Inverted-V,93,TCT,73.4,30.2,27.0,82.68,0.12,66.15,0.1,6.4,0.67
2024-11-01,16:15,Inverted-V,93,TCT,55.9,29.8,26.2,82.93,0.09,66.35,0.07,4.9,0.67
2024-11-01,16:30,Inverted-V,93,TCT,38.5,29.5,25.5,83.18,0.06,66.55,0.05,3.4,0.67
2024-11-01,16:45,Inverted-V,93,TCT,21.0,29.1,24.7,83.43,0.03,66.75,0.03,1.9,0.67
2024-11-02,05:15,Inverted-V,93,TCT,21.7,25.0,20.5,84.75,0.03,67.8,0.03,1.9,0.67
2024-11-02,05:30,Inverted-V,93,TCT,43.5,25.0,21.1,84.55,0.07,67.64,0.06,3.9,0.67
2024-11-02,05:45,Inverted-V,93,TCT,65.2,25.1,21.8,84.35,0.1,67.48,0.09,5.8,0.67
2024-11-02,06:00,Inverted-V,93,TCT,86.9,25.2,22.4,84.15,0.14,67.32,0.11,7.7,0.67
2024-11-02,06:15,Inverted-V,93,TCT,130.9,25.4,23.7,83.75,0.21,67.0,0.17,11.6,0.67
2024-11-02,06:30,Inverted-V,93,TCT,174.8,25.6,24.9,83.35,0.28,66.68,0.23,15.4,0.67
2024-11-02,06:45,Inverted-V,93,TCT,218.7,25.7,26.2,82.95,0.35,66.36,0.29,19.2,0.67
2024-11-02,07:00,Inverted-V,93,TCT,262.6,25.9,27.5,82.54,0.42,66.04,0.35,23.0,0.67
2024-11-02,07:15,Inverted-V,93,TCT,319.3,26.1,29.1,82.03,0.51,65.63,0.42,27.8,0.67
2024-11-02,07:30,Inverted-V,93,TCT,376.0,26.3,30.7,81.52,0.6,65.22,0.5,32.6,0.67
2024-11-02,07:45,Inverted-V,93,TCT,432.8,26.5,32.3,81.01,0.69,64.81,0.58,37.4,0.67
2024-11-02,08:00,Inverted-V,93,TCT,489.5,26.7,33.9,80.5,0.78,64.4,0.65,42.1,0.67
2024-11-02,08:15,Inverted-V,93,TCT,521.4,26.9,34.9,80.19,0.83,64.16,0.7,44.7,0.67
2024-11-02,08:30,Inverted-V,93,TCT,553.3,27.0,35.9,79.89,0.88,63.91,0.74,47.3,0.67
2024-11-02,08:45,Inverted-V,93,TCT,585.1,27.2,36.8,79.59,0.94,63.67,0.78,49.9,0.67
2024-11-02,09:00,Inverted-V,93,TCT,617.0,27.4,37.8,79.28,0.99,63.43,0.83,52.4,0.67
2024-11-02,09:15,Inverted-V,93,TCT,638.5,27.5,38.5,79.07,1.02,63.25,0.86,54.1,0.67
2024-11-02,09:30,Inverted-V,93,TCT,659.9,27.6,39.1,78.85,1.06,63.08,0.89,55.8,0.67
2024-11-02,09:45,Inverted-V,93,TCT,681.4,27.8,39.8,78.64,1.09,62.91,0.91,57.5,0.67
2024-11-02,10:00,Inverted-V,93,TCT,702.8,27.9,40.5,78.42,1.13,62.74,0.94,59.2,0.67
2024-11-02,10:15,Inverted-V,93,TCT,703.5,28.0,40.6,78.38,1.13,62.7,0.95,59.3,0.67
2024-11-02,10:30,Inverted-V,93,TCT,704.1,28.1,40.7,78.34,1.13,62.67,0.95,59.3,0.67
2024-11-02,10:45,Inverted-V,93,TCT,704.8,28.3,40.9,78.3,1.13,62.64,0.95,59.3,0.67
2024-11-02,11:00,Inverted-V,93,TCT,705.5,28.4,41.0,78.26,1.13,62.61,0.95,59.4,0.67
