Date,Time,Year,Month,Day,Shape,Spacing_cm,Connection,Irradiance_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-04-01,05:15,2024,April,1,Flat,77,TCT,23.84,26.55,27.14,82.65,0.038,66.12,0.032,2.089,0.67
2024-04-01,05:30,2024,April,1,Flat,77,TCT,47.67,26.98,28.17,82.324,0.076,65.859,0.063,4.166,0.67
2024-04-01,05:45,2024,April,1,Flat,77,TCT,71.51,27.41,29.2,81.997,0.113,65.598,0.095,6.231,0.67
2024-04-01,06:00,2024,April,1,Flat,77,TCT,95.35,27.85,30.23,81.671,0.151,65.337,0.127,8.283,0.67
2024-04-01,06:15,2024,April,1,Flat,77,TCT,152.19,28.51,32.31,81.012,0.242,64.809,0.203,13.142,0.67
2024-04-01,06:30,2024,April,1,Flat,77,TCT,209.04,29.17,34.4,80.353,0.333,64.282,0.279,17.941,0.67
2024-04-01,06:45,2024,April,1,Flat,77,TCT,265.88,29.83,36.48,79.694,0.425,63.755,0.356,22.679,0.67
2024-04-01,07:00,2024,April,1,Flat,77,TCT,322.73,30.49,38.56,79.035,0.517,63.228,0.433,27.356,0.67
2024-04-01,07:15,2024,April,1,Flat,77,TCT,383.96,31.19,40.79,78.328,0.616,62.662,0.516,32.326,0.67
2024-04-01,07:30,2024,April,1,Flat,77,TCT,445.19,31.89,43.02,77.621,0.716,62.096,0.599,37.224,0.67
2024-04-01,07:45,2024,April,1,Flat,77,TCT,506.42,32.6,45.26,76.913,0.816,61.531,0.683,42.05,0.67
2024-04-01,08:00,2024,April,1,Flat,77,TCT,567.65,33.3,47.49,76.206,0.917,60.965,0.768,46.803,0.67
2024-04-01,08:15,2024,April,1,Flat,77,TCT,614.22,33.94,49.3,75.635,0.994,60.508,0.832,50.352,0.67
2024-04-01,08:30,2024,April,1,Flat,77,TCT,660.78,34.58,51.1,75.064,1.071,60.051,0.897,53.855,0.67
2024-04-01,08:45,2024,April,1,Flat,77,TCT,707.35,35.22,52.9,74.492,1.148,59.594,0.962,57.312,0.67
2024-04-01,09:00,2024,April,1,Flat,77,TCT,753.92,35.86,54.71,73.921,1.226,59.137,1.027,60.723,0.67
2024-04-01,09:15,2024,April,1,Flat,77,TCT,786.99,36.36,56.03,73.502,1.281,58.801,1.073,63.108,0.67
2024-04-01,09:30,2024,April,1,Flat,77,TCT,820.06,36.86,57.36,73.082,1.337,58.466,1.12,65.469,0.67
2024-04-01,09:45,2024,April,1,Flat,77,TCT,853.13,37.35,58.68,72.663,1.393,58.13,1.166,67.805,0.67
2024-04-01,10:00,2024,April,1,Flat,77,TCT,886.2,37.85,60.01,72.244,1.449,57.795,1.213,70.116,0.67
2024-04-01,10:15,2024,April,1,Flat,77,TCT,892.86,38.24,60.56,72.068,1.46,57.655,1.223,70.51,0.67
2024-04-01,10:30,2024,April,1,Flat,77,TCT,899.53,38.62,61.11,71.893,1.472,57.514,1.233,70.901,0.67
2024-04-01,10:45,2024,April,1,Flat,77,TCT,906.19,39.01,61.67,71.717,1.484,57.374,1.243,71.29,0.67
2024-04-01,11:00,2024,April,1,Flat,77,TCT,912.85,39.4,62.22,71.542,1.495,57.234,1.252,71.677,0.67
2024-04-01,11:15,2024,April,1,Flat,77,TCT,897.73,39.63,62.08,71.587,1.47,57.27,1.231,70.524,0.67
2024-04-01,11:30,2024,April,1,Flat,77,TCT,882.6,39.87,61.94,71.633,1.445,57.306,1.211,69.37,0.67
2024-04-01,11:45,2024,April,1,Flat,77,TCT,867.48,40.11,61.79,71.678,1.42,57.342,1.19,68.215,0.67
2024-04-01,12:00,2024,April,1,Flat,77,TCT,852.35,40.34,61.65,71.723,1.395,57.379,1.169,67.059,0.67
2024-04-01,12:15,2024,April,1,Flat,77,TCT,830.83,40.43,61.2,71.867,1.36,57.493,1.139,65.468,0.67
