Date,Time,ISO_Week,Month,Shape,Spacing_cm,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-12-30,05:15,1,December,Inverted-V,93,6.28,22.32,17.47,85.71,0.01,68.57,0.01,0.53,0.67
2024-12-30,05:30,1,December,Inverted-V,93,12.57,22.44,17.75,85.62,0.02,68.5,0.02,1.06,0.67
2024-12-30,05:45,1,December,Inverted-V,93,18.85,22.55,18.02,85.54,0.03,68.43,0.02,1.58,0.67
2024-12-30,06:00,1,December,Inverted-V,93,25.13,22.67,18.3,85.45,0.04,68.36,0.03,2.11,0.67
2024-12-30,06:15,1,December,Inverted-V,93,53.36,22.96,19.29,85.14,0.08,68.11,0.07,4.47,0.67
2024-12-30,06:30,1,December,Inverted-V,93,81.59,23.25,20.28,84.82,0.12,67.86,0.1,6.81,0.67
2024-12-30,06:45,1,December,Inverted-V,93,109.82,23.53,21.28,84.51,0.16,67.61,0.14,9.14,0.67
2024-12-30,07:00,1,December,Inverted-V,93,138.05,23.82,22.27,84.19,0.2,67.35,0.17,11.46,0.67
2024-12-30,07:15,1,December,Inverted-V,93,172.59,24.13,23.44,83.82,0.25,67.06,0.21,14.28,0.67
2024-12-30,07:30,1,December,Inverted-V,93,207.13,24.44,24.61,83.45,0.31,66.76,0.26,17.09,0.67
2024-12-30,07:45,1,December,Inverted-V,93,241.67,24.74,25.78,83.08,0.36,66.46,0.3,19.87,0.67
2024-12-30,08:00,1,December,Inverted-V,93,276.21,25.05,26.96,82.71,0.41,66.17,0.34,22.64,0.67
2024-12-30,08:15,1,December,Inverted-V,93,301.28,25.34,27.87,82.42,0.45,65.94,0.37,24.63,0.67
2024-12-30,08:30,1,December,Inverted-V,93,326.35,25.62,28.78,82.13,0.48,65.7,0.4,26.61,0.67
2024-12-30,08:45,1,December,Inverted-V,93,351.42,25.91,29.7,81.84,0.52,65.47,0.44,28.58,0.67
2024-12-30,09:00,1,December,Inverted-V,93,376.49,26.2,30.61,81.55,0.56,65.24,0.47,30.53,0.67
2024-12-30,09:15,1,December,Inverted-V,93,392.44,26.43,31.25,81.35,0.58,65.08,0.49,31.77,0.67
2024-12-30,09:30,1,December,Inverted-V,93,408.39,26.67,31.88,81.15,0.61,64.92,0.51,33.0,0.67
2024-12-30,09:45,1,December,Inverted-V,93,424.33,26.91,32.51,80.95,0.63,64.76,0.53,34.22,0.67
2024-12-30,10:00,1,December,Inverted-V,93,440.28,27.14,33.15,80.75,0.66,64.6,0.55,35.44,0.67
2024-12-30,10:15,1,December,Inverted-V,93,448.36,27.35,33.56,80.62,0.67,64.49,0.56,36.05,0.67
