Date,Time,ISO_Week,Month,Shape,Spacing_cm,Connection,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-12-30,05:15,1,December,Inverted-V,93,TCT,6.28,22.32,17.47,85.71,0.01,68.57,0.01,0.57,0.67
2024-12-30,05:30,1,December,Inverted-V,93,TCT,12.57,22.44,17.75,85.62,0.02,68.5,0.02,1.13,0.67
2024-12-30,05:45,1,December,Inverted-V,93,TCT,18.85,22.55,18.02,85.54,0.03,68.43,0.02,1.69,0.67
2024-12-30,06:00,1,December,Inverted-V,93,TCT,25.13,22.67,18.3,85.45,0.04,68.36,0.03,2.26,0.67
2024-12-30,06:15,1,December,Inverted-V,93,TCT,53.36,22.96,19.29,85.14,0.08,68.11,0.07,4.78,0.67
2024-12-30,06:30,1,December,Inverted-V,93,TCT,81.59,23.25,20.28,84.82,0.13,67.86,0.11,7.29,0.67
2024-12-30,06:45,1,December,Inverted-V,93,TCT,109.82,23.53,21.28,84.51,0.17,67.61,0.14,9.78,0.67
2024-12-30,07:00,1,December,Inverted-V,93,TCT,138.05,23.82,22.27,84.19,0.22,67.35,0.18,12.26,0.67
2024-12-30,07:15,1,December,Inverted-V,93,TCT,172.59,24.13,23.44,83.82,0.27,67.06,0.23,15.28,0.67
2024-12-30,07:30,1,December,Inverted-V,93,TCT,207.13,24.44,24.61,83.45,0.33,66.76,0.27,18.28,0.67
2024-12-30,07:45,1,December,Inverted-V,93,TCT,241.67,24.74,25.78,83.08,0.38,66.46,0.32,21.26,0.67
2024-12-30,08:00,1,December,Inverted-V,93,TCT,276.21,25.05,26.96,82.71,0.44,66.17,0.37,24.22,0.67
2024-12-30,08:15,1,December,Inverted-V,93,TCT,301.28,25.34,27.87,82.42,0.48,65.94,0.4,26.35,0.67
2024-12-30,08:30,1,December,Inverted-V,93,TCT,326.35,25.62,28.78,82.13,0.52,65.7,0.43,28.47,0.67
2024-12-30,08:45,1,December,Inverted-V,93,TCT,351.42,25.91,29.7,81.84,0.56,65.47,0.47,30.58,0.67
