Date,Time,Year,Month,Day,Shape,Spacing_cm,Connection,Irradiance_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-04-01,05:15,2024,April,1,V-Shape,93,TSSC,25.03,26.55,23.17,83.907,0.041,67.126,0.034,2.28,0.67
2024-04-01,05:30,2024,April,1,V-Shape,93,TSSC,50.06,26.98,24.23,83.571,0.081,66.857,0.068,4.547,0.67
2024-04-01,05:45,2024,April,1,V-Shape,93,TSSC,75.09,27.41,25.29,83.235,0.122,66.588,0.102,6.801,0.67
2024-04-01,06:00,2024,April,1,V-Shape,93,TSSC,100.12,27.85,26.35,82.9,0.163,66.32,0.136,9.041,0.67
2024-04-01,06:15,2024,April,1,V-Shape,93,TSSC,159.8,28.51,28.51,82.218,0.26,65.774,0.218,14.343,0.67
2024-04-01,06:30,2024,April,1,V-Shape,93,TSSC,219.49,29.17,30.66,81.537,0.358,65.229,0.3,19.578,0.67
2024-04-01,06:45,2024,April,1,V-Shape,93,TSSC,279.18,29.83,32.81,80.855,0.457,64.684,0.383,24.747,0.67
2024-04-01,07:00,2024,April,1,V-Shape,93,TSSC,338.87,30.49,34.96,80.174,0.556,64.139,0.465,29.848,0.67
2024-04-01,07:15,2024,April,1,V-Shape,93,TSSC,403.16,31.19,37.27,79.442,0.663,63.554,0.555,35.268,0.67
2024-04-01,07:30,2024,April,1,V-Shape,93,TSSC,467.45,31.89,39.58,78.711,0.77,62.969,0.645,40.608,0.67
2024-04-01,07:45,2024,April,1,V-Shape,93,TSSC,531.74,32.6,41.89,77.98,0.878,62.384,0.735,45.868,0.67
2024-04-01,08:00,2024,April,1,V-Shape,93,TSSC,596.03,33.3,44.2,77.248,0.986,61.799,0.826,51.047,0.67
2024-04-01,08:15,2024,April,1,V-Shape,93,TSSC,644.93,33.94,46.06,76.658,1.069,61.327,0.895,54.913,0.67
2024-04-01,08:30,2024,April,1,V-Shape,93,TSSC,693.82,34.58,47.93,76.069,1.152,60.855,0.965,58.729,0.67
2024-04-01,08:45,2024,April,1,V-Shape,93,TSSC,742.72,35.22,49.79,75.479,1.236,60.383,1.035,62.494,0.67
2024-04-01,09:00,2024,April,1,V-Shape,93,TSSC,791.62,35.86,51.65,74.889,1.32,59.911,1.105,66.208,0.67
2024-04-01,09:15,2024,April,1,V-Shape,93,TSSC,826.34,36.36,53.02,74.457,1.379,59.565,1.155,68.804,0.67
2024-04-01,09:30,2024,April,1,V-Shape,93,TSSC,861.06,36.86,54.38,74.024,1.439,59.22,1.205,71.374,0.67
2024-04-01,09:45,2024,April,1,V-Shape,93,TSSC,895.79,37.35,55.75,73.592,1.499,58.874,1.256,73.916,0.67
2024-04-01,10:00,2024,April,1,V-Shape,93,TSSC,930.51,37.85,57.11,73.16,1.559,58.528,1.306,76.432,0.67
2024-04-01,10:15,2024,April,1,V-Shape,93,TSSC,937.51,38.24,57.68,72.982,1.572,58.385,1.316,76.861,0.67
2024-04-01,10:30,2024,April,1,V-Shape,93,TSSC,944.5,38.62,58.24,72.803,1.584,58.243,1.327,77.287,0.67
2024-04-01,10:45,2024,April,1,V-Shape,93,TSSC,951.5,39.01,58.8,72.625,1.597,58.1,1.338,77.712,0.67
2024-04-01,11:00,2024,April,1,V-Shape,93,TSSC,958.49,39.4,59.36,72.447,1.61,57.958,1.348,78.134,0.67
2024-04-01,11:15,2024,April,1,V-Shape,93,TSSC,942.61,39.63,59.2,72.499,1.583,57.999,1.326,76.881,0.67
2024-04-01,11:30,2024,April,1,V-Shape,93,TSSC,926.73,39.87,59.04,72.55,1.556,58.04,1.303,75.628,0.67
2024-04-01,11:45,2024,April,1,V-Shape,93,TSSC,910.85,40.11,58.88,72.601,1.529,58.081,1.28,74.373,0.67
2024-04-01,12:00,2024,April,1,V-Shape,93,TSSC,894.97,40.34,58.71,72.653,1.502,58.122,1.258,73.116,0.67
2024-04-01,12:15,2024,April,1,V-Shape,93,TSSC,872.37,40.43,58.23,72.804,1.463,58.244,1.226,71.386,0.67
2024-04-01,12:30,2024,April,1,V-Shape,93,TSSC,849.78,40.51,57.75,72.956,1.425,58.365,1.193,69.65,0.67
2024-04-01,12:45,2024,April,1,V-Shape,93,TSSC,827.19,40.59,57.27,73.108,1.386,58.487,1.161,67.908,0.67
2024-04-01,13:00,2024,April,1,V-Shape,93,TSSC,804.59,40.68,56.79,73.26,1.348,58.608,1.129,66.16,0.67
2024-04-01,13:15,2024,April,1,V-Shape,93,TSSC,759.72,40.6,55.59,73.642,1.271,58.913,1.065,62.722,0.67
