Date,Time,ISO_Week,Month,Shape,Spacing_cm,Connection,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-08-05,05:15,32,August,Flat,62,Se-P,18.64,26.05,30.52,81.58,0.03,65.26,0.02,1.51,0.67
2024-08-05,05:30,32,August,Flat,62,Se-P,37.28,26.19,31.12,81.39,0.06,65.11,0.05,3.02,0.67
2024-08-05,05:45,32,August,Flat,62,Se-P,55.93,26.33,31.72,81.2,0.08,64.96,0.07,4.52,0.67
2024-08-05,06:00,32,August,Flat,62,Se-P,74.57,26.46,32.32,81.01,0.11,64.81,0.09,6.02,0.67
2024-08-05,06:15,32,August,Flat,62,Se-P,111.81,26.79,33.59,80.61,0.17,64.49,0.14,8.99,0.67
2024-08-05,06:30,32,August,Flat,62,Se-P,149.05,27.12,34.85,80.21,0.22,64.17,0.19,11.94,0.67
2024-08-05,06:45,32,August,Flat,62,Se-P,186.28,27.46,36.11,79.81,0.28,63.85,0.23,14.87,0.67
2024-08-05,07:00,32,August,Flat,62,Se-P,223.52,27.79,37.38,79.41,0.33,63.53,0.28,17.77,0.67
2024-08-05,07:15,32,August,Flat,62,Se-P,263.58,28.2,38.79,78.96,0.39,63.17,0.33,20.87,0.67
2024-08-05,07:30,32,August,Flat,62,Se-P,303.64,28.62,40.21,78.51,0.45,62.81,0.38,23.93,0.67
2024-08-05,07:45,32,August,Flat,62,Se-P,343.71,29.03,41.62,78.07,0.52,62.45,0.43,26.98,0.67
2024-08-05,08:00,32,August,Flat,62,Se-P,383.77,29.44,43.03,77.62,0.58,62.09,0.48,29.99,0.67
2024-08-05,08:15,32,August,Flat,62,Se-P,437.89,29.9,44.84,77.04,0.66,61.64,0.55,34.03,0.67
2024-08-05,08:30,32,August,Flat,62,Se-P,492.01,30.36,46.66,76.47,0.74,61.18,0.62,38.01,0.67
2024-08-05,08:45,32,August,Flat,62,Se-P,546.13,30.81,48.47,75.9,0.83,60.72,0.69,41.95,0.67
2024-08-05,09:00,32,August,Flat,62,Se-P,600.25,31.27,50.28,75.32,0.91,60.26,0.76,45.84,0.67
2024-08-05,09:15,32,August,Flat,62,Se-P,614.49,31.62,50.98,75.1,0.93,60.08,0.78,46.82,0.67
2024-08-05,09:30,32,August,Flat,62,Se-P,628.73,31.97,51.69,74.88,0.95,59.9,0.8,47.8,0.67
2024-08-05,09:45,32,August,Flat,62,Se-P,642.96,32.32,52.39,74.65,0.98,59.72,0.82,48.77,0.67
2024-08-05,10:00,32,August,Flat,62,Se-P,657.2,32.67,53.1,74.43,1.0,59.54,0.84,49.73,0.67
2024-08-05,10:15,32,August,Flat,62,Se-P,673.59,32.87,53.71,74.24,1.02,59.39,0.86,50.87,0.67
2024-08-05,10:30,32,August,Flat,62,Se-P,689.98,33.06,54.31,74.05,1.05,59.24,0.88,52.0,0.67
2024-08-05,10:45,32,August,Flat,62,Se-P,706.36,33.26,54.92,73.85,1.07,59.08,0.9,53.13,0.67
2024-08-05,11:00,32,August,Flat,62,Se-P,722.75,33.46,55.53,73.66,1.1,58.93,0.92,54.26,0.67
2024-08-05,11:15,32,August,Flat,62,Se-P,730.25,33.48,55.73,73.6,1.11,58.88,0.93,54.78,0.67
2024-08-05,11:30,32,August,Flat,62,Se-P,737.75,33.5,55.94,73.53,1.12,58.83,0.94,55.31,0.67
2024-08-05,11:45,32,August,Flat,62,Se-P,745.25,33.51,56.14,73.47,1.13,58.77,0.95,55.83,0.67
2024-08-05,12:00,32,August,Flat,62,Se-P,752.75,33.53,56.35,73.4,1.15,58.72,0.96,56.35,0.67
2024-08-05,12:15,32,August,Flat,62,Se-P,715.02,33.41,55.28,73.74,1.09,58.99,0.91,53.72,0.67
2024-08-05,12:30,32,August,Flat,62,Se-P,677.29,33.28,54.21,74.08,1.03,59.26,0.86,51.07,0.67
2024-08-05,12:45,32,August,Flat,62,Se-P,639.56,33.16,53.14,74.42,0.97,59.53,0.81,48.39,0.67
2024-08-05,13:00,32,August,Flat,62,Se-P,601.83,33.03,52.08,74.75,0.91,59.8,0.76,45.7,0.67
2024-08-05,13:15,32,August,Flat,62,Se-P,553.83,32.88,50.73,75.18,0.84,60.15,0.7,42.24,0.67
2024-08-05,13:30,32,August,Flat,62,Se-P,505.83,32.73,49.38,75.61,0.76,60.49,0.64,38.74,0.67
2024-08-05,13:45,32,August,Flat,62,Se-P,457.83,32.58,48.03,76.04,0.69,60.83,0.58,35.22,0.67
2024-08-05,14:00,32,August,Flat,62,Se-P,409.83,32.43,46.68,76.46,0.62,61.17,0.52,31.66,0.67
2024-08-05,14:15,32,August,Flat,62,Se-P,358.62,32.25,45.22,76.93,0.54,61.54,0.45,27.83,0.67
2024-08-05,14:30,32,August,Flat,62,Se-P,307.41,32.07,43.76,77.39,0.46,61.91,0.39,23.97,0.67
