Date,Time,ISO_Week,Month,Shape,Spacing_cm,Connection,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-03-25,05:15,13,March,V-Shape,62,Se-P,24.21,22.99,26.6,82.82,0.04,66.26,0.03,1.99,0.67
2024-03-25,05:30,13,March,V-Shape,62,Se-P,48.42,23.52,27.73,82.46,0.07,65.97,0.06,3.96,0.67
2024-03-25,05:45,13,March,V-Shape,62,Se-P,72.62,24.05,28.86,82.11,0.11,65.68,0.09,5.92,0.67
2024-03-25,06:00,13,March,V-Shape,62,Se-P,96.83,24.57,29.99,81.75,0.14,65.4,0.12,7.87,0.67
2024-03-25,06:15,13,March,V-Shape,62,Se-P,158.75,25.34,32.31,81.01,0.24,64.81,0.2,12.81,0.67
2024-03-25,06:30,13,March,V-Shape,62,Se-P,220.68,26.11,34.62,80.28,0.33,64.22,0.28,17.69,0.67
2024-03-25,06:45,13,March,V-Shape,62,Se-P,282.6,26.87,36.94,79.55,0.42,63.64,0.35,22.5,0.67
2024-03-25,07:00,13,March,V-Shape,62,Se-P,344.53,27.64,39.25,78.81,0.52,63.05,0.43,27.24,0.67
2024-03-25,07:15,13,March,V-Shape,62,Se-P,410.4,28.37,41.63,78.06,0.62,62.45,0.52,32.21,0.67
2024-03-25,07:30,13,March,V-Shape,62,Se-P,476.28,29.09,44.0,77.31,0.72,61.85,0.6,37.11,0.67
2024-03-25,07:45,13,March,V-Shape,62,Se-P,542.16,29.82,46.38,76.56,0.82,61.25,0.68,41.92,0.67
2024-03-25,08:00,13,March,V-Shape,62,Se-P,608.03,30.55,48.75,75.81,0.92,60.65,0.77,46.67,0.67
2024-03-25,08:15,13,March,V-Shape,62,Se-P,663.89,31.29,50.89,75.13,1.01,60.1,0.84,50.6,0.67
2024-03-25,08:30,13,March,V-Shape,62,Se-P,719.75,32.03,53.02,74.45,1.09,59.56,0.91,54.48,0.67
2024-03-25,08:45,13,March,V-Shape,62,Se-P,775.61,32.77,55.16,73.78,1.18,59.02,0.99,58.3,0.67
2024-03-25,09:00,13,March,V-Shape,62,Se-P,831.47,33.51,57.3,73.1,1.27,58.48,1.06,62.05,0.67
2024-03-25,09:15,13,March,V-Shape,62,Se-P,871.48,34.14,58.92,72.59,1.33,58.07,1.11,64.68,0.67
2024-03-25,09:30,13,March,V-Shape,62,Se-P,911.49,34.77,60.55,72.07,1.39,57.66,1.17,67.27,0.67
2024-03-25,09:45,13,March,V-Shape,62,Se-P,951.5,35.39,62.18,71.56,1.46,57.24,1.22,69.83,0.67
2024-03-25,10:00,13,March,V-Shape,62,Se-P,991.51,36.02,63.81,71.04,1.52,56.83,1.27,72.36,0.67
2024-03-25,10:15,13,March,V-Shape,62,Se-P,1014.38,36.5,64.85,70.71,1.56,56.57,1.3,73.76,0.67
2024-03-25,10:30,13,March,V-Shape,62,Se-P,1037.24,36.97,65.9,70.38,1.59,56.3,1.33,75.14,0.67
2024-03-25,10:45,13,March,V-Shape,62,Se-P,1060.11,37.45,66.95,70.05,1.63,56.04,1.37,76.51,0.67
2024-03-25,11:00,13,March,V-Shape,62,Se-P,1082.97,37.92,67.99,69.71,1.67,55.77,1.4,77.87,0.67
2024-03-25,11:15,13,March,V-Shape,62,Se-P,1081.58,38.22,68.25,69.63,1.67,55.71,1.39,77.7,0.67
2024-03-25,11:30,13,March,V-Shape,62,Se-P,1080.2,38.51,68.51,69.55,1.66,55.64,1.39,77.53,0.67
2024-03-25,11:45,13,March,V-Shape,62,Se-P,1078.81,38.8,68.78,69.47,1.66,55.57,1.39,77.36,0.67
2024-03-25,12:00,13,March,V-Shape,62,Se-P,1077.43,39.1,69.04,69.38,1.66,55.51,1.39,77.18,0.67
2024-03-25,12:15,13,March,V-Shape,62,Se-P,1054.75,39.22,68.59,69.53,1.62,55.62,1.36,75.68,0.67
2024-03-25,12:30,13,March,V-Shape,62,Se-P,1032.07,39.34,68.14,69.67,1.59,55.74,1.33,74.17,0.67
2024-03-25,12:45,13,March,V-Shape,62,Se-P,1009.39,39.45,67.69,69.81,1.55,55.85,1.3,72.66,0.67
2024-03-25,13:00,13,March,V-Shape,62,Se-P,986.71,39.57,67.24,69.95,1.52,55.96,1.27,71.14,0.67
2024-03-25,13:15,13,March,V-Shape,62,Se-P,943.31,39.51,66.09,70.32,1.45,56.25,1.21,68.29,0.67
2024-03-25,13:30,13,March,V-Shape,62,Se-P,899.92,39.45,64.94,70.68,1.38,56.54,1.16,65.41,0.67
2024-03-25,13:45,13,March,V-Shape,62,Se-P,856.53,39.38,63.8,71.04,1.31,56.83,1.1,62.51,0.67
2024-03-25,14:00,13,March,V-Shape,62,Se-P,813.14,39.32,62.65,71.41,1.25,57.13,1.04,59.58,0.67
2024-03-25,14:15,13,March,V-Shape,62,Se-P,754.48,39.09,60.95,71.94,1.15,57.56,0.97,55.61,0.67
2024-03-25,14:30,13,March,V-Shape,62,Se-P,695.82,38.86,59.26,72.48,1.06,57.98,0.89,51.58,0.67
2024-03-25,14:45,13,March,V-Shape,62,Se-P,637.16,38.63,57.56,73.02,0.97,58.41,0.81,47.51,0.67
2024-03-25,15:00,13,March,V-Shape,62,Se-P,578.5,38.4,55.86,73.56,0.88,58.84,0.74,43.38,0.67
2024-03-25,15:15,13,March,V-Shape,62,Se-P,510.8,38.0,53.77,74.22,0.78,59.37,0.65,38.57,0.67
2024-03-25,15:30,13,March,V-Shape,62,Se-P,443.1,37.61,51.69,74.88,0.67,59.9,0.56,33.69,0.67
2024-03-25,15:45,13,March,V-Shape,62,Se-P,375.4,37.22,49.6,75.54,0.57,60.43,0.48,28.73,0.67
2024-03-25,16:00,13,March,V-Shape,62,Se-P,307.7,36.82,47.51,76.2,0.46,60.96,0.39,23.71,0.67
2024-03-25,16:15,13,March,V-Shape,62,Se-P,246.25,36.19,45.35,76.89,0.37,61.51,0.31,19.1,0.67
2024-03-25,16:30,13,March,V-Shape,62,Se-P,184.8,35.56,43.18,77.57,0.28,62.06,0.23,14.43,0.67
2024-03-25,16:45,13,March,V-Shape,62,Se-P,123.35,34.93,41.01,78.26,0.18,62.61,0.15,9.7,0.67
2024-03-25,17:00,13,March,V-Shape,62,Se-P,61.9,34.3,38.85,78.94,0.09,63.15,0.08,4.9,0.67
