Date,Time,Year,Month,Day,Shape,Spacing_cm,Connection,Irradiance_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-04-01,05:15,2024,April,1,V-Shape,93,TCT,25.03,26.55,23.17,83.907,0.039,67.126,0.033,2.218,0.67
2024-04-01,05:30,2024,April,1,V-Shape,93,TCT,50.06,26.98,24.23,83.571,0.079,66.857,0.066,4.423,0.67
2024-04-01,05:45,2024,April,1,V-Shape,93,TCT,75.09,27.41,25.29,83.235,0.119,66.588,0.099,6.615,0.67
2024-04-01,06:00,2024,April,1,V-Shape,93,TCT,100.12,27.85,26.35,82.9,0.158,66.32,0.133,8.794,0.67
2024-04-01,06:15,2024,April,1,V-Shape,93,TCT,159.8,28.51,28.51,82.218,0.253,65.774,0.212,13.952,0.67
2024-04-01,06:30,2024,April,1,V-Shape,93,TCT,219.49,29.17,30.66,81.537,0.349,65.229,0.292,19.044,0.67
2024-04-01,06:45,2024,April,1,V-Shape,93,TCT,279.18,29.83,32.81,80.855,0.444,64.684,0.372,24.072,0.67
2024-04-01,07:00,2024,April,1,V-Shape,93,TCT,338.87,30.49,34.96,80.174,0.541,64.139,0.453,29.034,0.67
2024-04-01,07:15,2024,April,1,V-Shape,93,TCT,403.16,31.19,37.27,79.442,0.645,63.554,0.54,34.306,0.67
2024-04-01,07:30,2024,April,1,V-Shape,93,TCT,467.45,31.89,39.58,78.711,0.749,62.969,0.627,39.5,0.67
2024-04-01,07:45,2024,April,1,V-Shape,93,TCT,531.74,32.6,41.89,77.98,0.854,62.384,0.715,44.617,0.67
2024-04-01,08:00,2024,April,1,V-Shape,93,TCT,596.03,33.3,44.2,77.248,0.959,61.799,0.803,49.655,0.67
2024-04-01,08:15,2024,April,1,V-Shape,93,TCT,644.93,33.94,46.06,76.658,1.04,61.327,0.871,53.416,0.67
2024-04-01,08:30,2024,April,1,V-Shape,93,TCT,693.82,34.58,47.93,76.069,1.121,60.855,0.939,57.127,0.67
2024-04-01,08:45,2024,April,1,V-Shape,93,TCT,742.72,35.22,49.79,75.479,1.202,60.383,1.007,60.79,0.67
2024-04-01,09:00,2024,April,1,V-Shape,93,TCT,791.62,35.86,51.65,74.889,1.284,59.911,1.075,64.402,0.67
2024-04-01,09:15,2024,April,1,V-Shape,93,TCT,826.34,36.36,53.02,74.457,1.342,59.565,1.124,66.928,0.67
2024-04-01,09:30,2024,April,1,V-Shape,93,TCT,861.06,36.86,54.38,74.024,1.4,59.22,1.172,69.427,0.67
2024-04-01,09:45,2024,April,1,V-Shape,93,TCT,895.79,37.35,55.75,73.592,1.458,58.874,1.221,71.901,0.67
2024-04-01,10:00,2024,April,1,V-Shape,93,TCT,930.51,37.85,57.11,73.16,1.517,58.528,1.27,74.347,0.67
2024-04-01,10:15,2024,April,1,V-Shape,93,TCT,937.51,38.24,57.68,72.982,1.529,58.385,1.281,74.765,0.67
2024-04-01,10:30,2024,April,1,V-Shape,93,TCT,944.5,38.62,58.24,72.803,1.541,58.243,1.291,75.18,0.67
