Date,Time,ISO_Week,Month,Shape,Spacing_cm,Connection,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-09-16,05:15,38,September,V-Shape,93,TSSC,32.89,24.84,21.67,84.38,0.05,67.51,0.04,2.87,0.67
2024-09-16,05:30,38,September,V-Shape,93,TSSC,62.66,25.12,22.69,84.06,0.1,67.25,0.08,5.46,0.67
2024-09-16,05:45,38,September,V-Shape,93,TSSC,92.43,25.4,23.71,83.74,0.14,66.99,0.12,8.03,0.67
2024-09-16,06:00,38,September,V-Shape,93,TSSC,122.2,25.67,24.72,83.42,0.19,66.73,0.16,10.58,0.67
2024-09-16,06:15,38,September,V-Shape,93,TSSC,185.7,26.33,26.97,82.7,0.29,66.16,0.24,15.98,0.67
2024-09-16,06:30,38,September,V-Shape,93,TSSC,249.21,26.98,29.22,81.99,0.39,65.59,0.32,21.31,0.67
2024-09-16,06:45,38,September,V-Shape,93,TSSC,312.71,27.64,31.46,81.28,0.49,65.03,0.41,26.56,0.67
2024-09-16,07:00,38,September,V-Shape,93,TSSC,376.22,28.3,33.71,80.57,0.59,64.46,0.49,31.75,0.67
2024-09-16,07:15,38,September,V-Shape,93,TSSC,437.42,29.09,36.03,79.84,0.69,63.87,0.57,36.66,0.67
2024-09-16,07:30,38,September,V-Shape,93,TSSC,498.63,29.88,38.35,79.1,0.78,63.28,0.66,41.5,0.67
2024-09-16,07:45,38,September,V-Shape,93,TSSC,559.84,30.68,40.67,78.37,0.88,62.69,0.74,46.27,0.67
2024-09-16,08:00,38,September,V-Shape,93,TSSC,621.04,31.47,43.0,77.63,0.98,62.1,0.82,50.96,0.67
2024-09-16,08:15,38,September,V-Shape,93,TSSC,667.82,32.14,44.84,77.05,1.06,61.64,0.88,54.49,0.67
2024-09-16,08:30,38,September,V-Shape,93,TSSC,714.6,32.82,46.68,76.46,1.13,61.17,0.95,57.97,0.67
2024-09-16,08:45,38,September,V-Shape,93,TSSC,761.38,33.5,48.53,75.88,1.21,60.7,1.01,61.4,0.67
