Date,Time,Year,Month,Day,Shape,Spacing_cm,Connection,Irradiance_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-04-01,05:15,2024,April,1,Inverted-V,93,TSSC,25.74,26.55,22.19,84.218,0.042,67.375,0.035,2.352,0.67
2024-04-01,05:30,2024,April,1,Inverted-V,93,TSSC,51.49,26.98,23.27,83.877,0.083,67.101,0.07,4.69,0.67
2024-04-01,05:45,2024,April,1,Inverted-V,93,TSSC,77.23,27.41,24.35,83.535,0.125,66.828,0.105,7.014,0.67
2024-04-01,06:00,2024,April,1,Inverted-V,93,TSSC,102.98,27.85,25.42,83.194,0.167,66.555,0.14,9.323,0.67
2024-04-01,06:15,2024,April,1,Inverted-V,93,TSSC,164.37,28.51,27.62,82.499,0.268,65.999,0.224,14.79,0.67
2024-04-01,06:30,2024,April,1,Inverted-V,93,TSSC,225.76,29.17,29.81,81.804,0.368,65.443,0.308,20.187,0.67
2024-04-01,06:45,2024,April,1,Inverted-V,93,TSSC,287.16,29.83,32.01,81.109,0.469,64.887,0.393,25.514,0.67
2024-04-01,07:00,2024,April,1,Inverted-V,93,TSSC,348.55,30.49,34.2,80.414,0.571,64.331,0.478,30.77,0.67
2024-04-01,07:15,2024,April,1,Inverted-V,93,TSSC,414.68,31.19,36.56,79.668,0.681,63.734,0.57,36.353,0.67
2024-04-01,07:30,2024,April,1,Inverted-V,93,TSSC,480.81,31.89,38.92,78.922,0.791,63.137,0.663,41.853,0.67
2024-04-01,07:45,2024,April,1,Inverted-V,93,TSSC,546.93,32.6,41.27,78.176,0.902,62.541,0.756,47.268,0.67
2024-04-01,08:00,2024,April,1,Inverted-V,93,TSSC,613.06,33.3,43.63,77.43,1.014,61.944,0.849,52.6,0.67
2024-04-01,08:15,2024,April,1,Inverted-V,93,TSSC,663.35,33.94,45.52,76.829,1.099,61.463,0.921,56.578,0.67
2024-04-01,08:30,2024,April,1,Inverted-V,93,TSSC,713.65,34.58,47.42,76.228,1.185,60.983,0.992,60.504,0.67
2024-04-01,08:45,2024,April,1,Inverted-V,93,TSSC,763.94,35.22,49.32,75.628,1.27,60.502,1.064,64.377,0.67
2024-04-01,09:00,2024,April,1,Inverted-V,93,TSSC,814.23,35.86,51.22,75.027,1.357,60.021,1.136,68.196,0.67
2024-04-01,09:15,2024,April,1,Inverted-V,93,TSSC,849.95,36.36,52.61,74.587,1.418,59.669,1.188,70.865,0.67
2024-04-01,09:30,2024,April,1,Inverted-V,93,TSSC,885.66,36.86,54.0,74.146,1.48,59.317,1.239,73.507,0.67
2024-04-01,09:45,2024,April,1,Inverted-V,93,TSSC,921.38,37.35,55.39,73.706,1.541,58.965,1.291,76.12,0.67
2024-04-01,10:00,2024,April,1,Inverted-V,93,TSSC,957.1,37.85,56.78,73.266,1.603,58.613,1.343,78.704,0.67
2024-04-01,10:15,2024,April,1,Inverted-V,93,TSSC,964.29,38.24,57.34,73.086,1.616,58.469,1.354,79.145,0.67
2024-04-01,10:30,2024,April,1,Inverted-V,93,TSSC,971.49,38.62,57.91,72.906,1.629,58.325,1.364,79.583,0.67
2024-04-01,10:45,2024,April,1,Inverted-V,93,TSSC,978.68,39.01,58.48,72.727,1.642,58.181,1.375,80.019,0.67
2024-04-01,11:00,2024,April,1,Inverted-V,93,TSSC,985.88,39.4,59.05,72.547,1.655,58.038,1.386,80.452,0.67
2024-04-01,11:15,2024,April,1,Inverted-V,93,TSSC,969.54,39.63,58.87,72.602,1.627,58.082,1.363,79.166,0.67
2024-04-01,11:30,2024,April,1,Inverted-V,93,TSSC,953.21,39.87,58.7,72.657,1.6,58.126,1.34,77.878,0.67
2024-04-01,11:45,2024,April,1,Inverted-V,93,TSSC,936.87,40.11,58.53,72.712,1.572,58.169,1.317,76.588,0.67
2024-04-01,12:00,2024,April,1,Inverted-V,93,TSSC,920.54,40.34,58.35,72.767,1.544,58.213,1.293,75.297,0.67
2024-04-01,12:15,2024,April,1,Inverted-V,93,TSSC,897.3,40.43,57.86,72.924,1.505,58.339,1.26,73.519,0.67
2024-04-01,12:30,2024,April,1,Inverted-V,93,TSSC,874.06,40.51,57.36,73.081,1.465,58.465,1.227,71.735,0.67
2024-04-01,12:45,2024,April,1,Inverted-V,93,TSSC,850.82,40.59,56.87,73.238,1.425,58.59,1.194,69.944,0.67
2024-04-01,13:00,2024,April,1,Inverted-V,93,TSSC,827.58,40.68,56.37,73.395,1.386,58.716,1.161,68.147,0.67
2024-04-01,13:15,2024,April,1,Inverted-V,93,TSSC,781.43,40.6,55.13,73.786,1.307,59.029,1.095,64.612,0.67
2024-04-01,13:30,2024,April,1,Inverted-V,93,TSSC,735.27,40.52,53.9,74.178,1.228,59.342,1.029,61.045,0.67
2024-04-01,13:45,2024,April,1,Inverted-V,93,TSSC,689.11,40.43,52.66,74.569,1.15,59.656,0.963,57.445,0.67
2024-04-01,14:00,2024,April,1,Inverted-V,93,TSSC,642.96,40.35,51.42,74.961,1.071,59.969,0.897,53.814,0.67
2024-04-01,14:15,2024,April,1,Inverted-V,93,TSSC,582.35,40.07,49.63,75.529,0.969,60.423,0.811,49.025,0.67
2024-04-01,14:30,2024,April,1,Inverted-V,93,TSSC,521.75,39.8,47.84,76.096,0.866,60.877,0.726,44.176,0.67
2024-04-01,14:45,2024,April,1,Inverted-V,93,TSSC,461.15,39.52,46.05,76.664,0.764,61.331,0.64,39.268,0.67
2024-04-01,15:00,2024,April,1,Inverted-V,93,TSSC,400.55,39.24,44.25,77.231,0.663,61.785,0.555,34.299,0.67
2024-04-01,15:15,2024,April,1,Inverted-V,93,TSSC,349.61,38.75,42.49,77.79,0.578,62.232,0.484,30.101,0.67
2024-04-01,15:30,2024,April,1,Inverted-V,93,TSSC,298.66,38.26,40.73,78.348,0.493,62.679,0.412,25.855,0.67
2024-04-01,15:45,2024,April,1,Inverted-V,93,TSSC,247.72,37.77,38.96,78.907,0.408,63.125,0.342,21.56,0.67
2024-04-01,16:00,2024,April,1,Inverted-V,93,TSSC,196.78,37.28,37.2,79.465,0.323,63.572,0.271,17.217,0.67
2024-04-01,16:15,2024,April,1,Inverted-V,93,TSSC,157.71,36.59,35.53,79.993,0.259,63.994,0.217,13.868,0.67
2024-04-01,16:30,2024,April,1,Inverted-V,93,TSSC,118.64,35.9,33.87,80.521,0.194,64.417,0.163,10.484,0.67
2024-04-01,16:45,2024,April,1,Inverted-V,93,TSSC,79.57,35.21,32.2,81.048,0.13,64.839,0.109,7.066,0.67
2024-04-01,17:00,2024,April,1,Inverted-V,93,TSSC,40.5,34.52,30.53,81.576,0.066,65.261,0.055,3.614,0.67
2024-04-01,17:15,2024,April,1,Inverted-V,93,TSSC,30.38,33.9,29.66,81.853,0.05,65.482,0.041,2.717,0.67
2024-04-01,17:30,2024,April,1,Inverted-V,93,TSSC,20.25,33.28,28.79,82.129,0.033,65.703,0.028,1.816,0.67
2024-04-01,17:45,2024,April,1,Inverted-V,93,TSSC,10.12,32.66,27.91,82.406,0.016,65.924,0.014,0.91,0.67
2024-04-02,05:15,2024,April,2,Inverted-V,93,TSSC,24.56,27.26,22.88,84.0,0.04,67.2,0.033,2.24,0.67
2024-04-02,05:30,2024,April,2,Inverted-V,93,TSSC,49.12,27.59,23.82,83.701,0.08,66.961,0.067,4.467,0.67
2024-04-02,05:45,2024,April,2,Inverted-V,93,TSSC,73.69,27.93,24.77,83.401,0.12,66.721,0.1,6.684,0.67
