Date,Time,ISO_Week,Month,Shape,Spacing_cm,Connection,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-11-04,05:15,45,November,Inverted-V,62,TSSC,29.01,23.48,26.21,82.94,0.05,66.36,0.04,2.5,0.67
2024-11-04,05:30,45,November,Inverted-V,62,TSSC,58.02,23.72,27.17,82.64,0.09,66.11,0.08,4.99,0.67
2024-11-04,05:45,45,November,Inverted-V,62,TSSC,87.03,23.96,28.13,82.34,0.14,65.87,0.11,7.46,0.67
2024-11-04,06:00,45,November,Inverted-V,62,TSSC,116.05,24.19,29.09,82.03,0.18,65.63,0.15,9.93,0.67
2024-11-04,06:15,45,November,Inverted-V,62,TSSC,169.45,24.57,30.8,81.49,0.26,65.19,0.22,14.42,0.67
2024-11-04,06:30,45,November,Inverted-V,62,TSSC,222.86,24.94,32.51,80.95,0.35,64.76,0.29,18.87,0.67
2024-11-04,06:45,45,November,Inverted-V,62,TSSC,276.26,25.32,34.22,80.41,0.43,64.33,0.36,23.28,0.67
2024-11-04,07:00,45,November,Inverted-V,62,TSSC,329.67,25.69,35.93,79.87,0.52,63.89,0.43,27.64,0.67
2024-11-04,07:15,45,November,Inverted-V,62,TSSC,385.63,26.08,37.72,79.3,0.61,63.44,0.51,32.16,0.67
2024-11-04,07:30,45,November,Inverted-V,62,TSSC,441.59,26.47,39.51,78.73,0.69,62.99,0.58,36.63,0.67
2024-11-04,07:45,45,November,Inverted-V,62,TSSC,497.54,26.86,41.3,78.17,0.78,62.53,0.66,41.04,0.67
2024-11-04,08:00,45,November,Inverted-V,62,TSSC,553.5,27.25,43.09,77.6,0.87,62.08,0.73,45.41,0.67
2024-11-04,08:15,45,November,Inverted-V,62,TSSC,598.51,27.59,44.55,77.14,0.95,61.71,0.79,48.88,0.67
2024-11-04,08:30,45,November,Inverted-V,62,TSSC,643.53,27.93,46.02,76.67,1.02,61.34,0.85,52.31,0.67
2024-11-04,08:45,45,November,Inverted-V,62,TSSC,688.54,28.27,47.48,76.21,1.09,60.97,0.91,55.71,0.67
2024-11-04,09:00,45,November,Inverted-V,62,TSSC,733.56,28.61,48.95,75.74,1.16,60.6,0.97,59.08,0.67
